Unnamed: 0,titleabstract,decision,prediction
2459,Spleen shielding in survivors of the atomic bomb,Included,0.97075784
2463,"Rapid detection of radiation-induced chromosomal aberrations in lymphocytes and hematopoietic progenitor cells by mFISH. Structural chromosome aberrations (SCAs) are sensitive indicators of a preceding exposure of the hematopoietic system to ionizing radiation. Cytogenetic investigations have therefore become routine tools for an assessment of absorbed radiation doses and their biological effects after occupational exposure or radiation accidents.Due to its speed and ease of use, fluorescence in situ hybridization (FISH) with whole chromosome painting (WCP) probes has become a method of choice to visualize SCAs. Until recently, this technique was limited to a rather small number of chromosomes, which could be tested simultaneously. As a result, only a fraction of the structural aberrations present in a sample could be detected and the overall dose effect had to be calculated by extrapolation. The recent introduction of two genome-wide screening techniques in tumor research, i.e., Spectral Karyotyping (SKY) and multicolor FISH (mFISH) now allows the detection of translocations involving any two non-homologous chromosomes.The present study was prompted by our desire to bring the power of mFISH to bear for the rapid identification of radiation-induced SCAs. We chose two model systems to investigate the utility of mFISH: lymphocytes that were exposed in vitro to 3 Gy photons and single hematopoietic progenitor cell colonies isolated from a Chernobyl victim 9 years after in vivo exposure to 5.4 Sv.In lymphocytes, we found up to 15 different chromosomes involved in rearrangements indicating complex radiation effects. Stable aberrations detected in hematopoietic cell colonies, on the other hand, showed involvement of up to three different chromosomes. These results demonstrated that mFISH is a rapid and powerful approach to detect and characterize radiation-induced SCAs in the hemopoietic system. The application of mFISH is expected to result in a more detailed and, thus, more informative picture of radiation effects. Eventually, this technique will allow researchers to rapidly delineate chromosomal breakpoints and facilitate the identification of the genes involved in radiation tumorigenesis. Copyright (C) 2000.",Included,0.97071785
2468,Burden of exposure to medical radiation following an acute coronary syndrome,Included,0.97077304
2476,Low-dose radiation effects: Adaptive response in rodents (Ellobius talpinus) Pall. Inhabiting radionuclide-contaminated environment,Included,0.9707587
2481,"INTRAOPERATIVE CHOLANGIOGRAPHY DURING CHOLECYSTECTOMY RESULTS IN LOW EXPOSURE TO RADIATION: A RETROSPECTIVE COHORT STUDY. This study aimed to determine the exposure to radiation delivered to the patient during routine intraoperative cholangiography (IOC) in cholecystectomy and examine the factors affecting radiation dose and fluoroscopy time (FT). From January 2016 to December 2017, 598 IOC examinations were performed. This study included 324 intraoperative cholangiographies performed with c-arm equipment not exceeding 10 years of age. When residents performed the procedures, the mean kerma area product (KAP) was 0.36 (standard deviation [SD] 0.70) Gycm 2 and in specialist surgeons group 0.36 (SD 0.47) Gycm2, P = 0.47. In residents group, the mean FT was 11.4 (SD 10.1) seconds and in specialist surgeons group, 9.2 (SD 11.9) seconds, P < 0.01. Linear regression analysis showed association between increased KAP-values and the presence of common bile duct (CBD) stones and body mass index (BMI). Age, BMI, laparoscopic surgery, acute cholecystitis, presence of CBD stones, resident surgeon performing IOC and ASA III-IV were associated with higher FT. National diagnostic reference level for IOC has not been introduced in Finland so far. Our mean KAP values (0.36 Gycm2) were 3-4 times lower and FT (10.1 seconds) were 3-5 times lower than the few reported in the literature. Routine use of IOC during cholecystectomy results in relatively low-radiation dose performed either by residents or specialist surgeons, irrespective of whether CBD stones were visualized or not.Copyright © The Author(s) 2019. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com.",Excluded,0.03855114
2482,A-bomb radiation doses,Excluded,0.9705701
2483,"Total Hip Arthroplasty in Down Syndrome Patients: An Improvement in Quality of Life. Replacement Arthroplasty in Down Syndrome (RADS) Study Group. The purpose this study was to assess survival rates, clinical outcomes, and radiographic outcomes of total hip arthroplasty in Down syndrome patients. We reviewed 26 total hip arthroplasties (21 patients) performed by four experienced hip surgeons. These patients had a mean age of 35 years and a mean follow-up of 106. months. Clinical outcomes were assessed using Harris Hip scores, and radiographic evaluation for component fixation and migration was performed. The overall survival with aseptic failure as an endpoint was 85%. The mean Harris Hip score improved to 84 points at final follow-up. While these patients can be challenging to treat, excellent surgical technique and selective use of acetabular constraint can reliably provide patients with excellent pain-relief and improved function. © 2013 Elsevier Inc..",Excluded,0.040202767
2484,"Individual 3D-printed fixation masks for radiotherapy: first clinical experiences. Purpose: To show the feasibility of 3D-printed fixation masks for whole brain radiation therapy in a clinical setting and perform a first comparison to an established thermoplastic mask system. Method(s): Six patients were irradiated with whole brain radiotherapy using individually 3D-printed masks. Daily image guidance and position correction were performed prior to each irradiation fraction. The vectors of the daily position correction were compared to two collectives of patients, who were irradiated using the standard thermoplastic mask system (one cohort with head masks; one cohort with head and neck masks). Result(s): The mean systematic errors in the experimental cohort ranged between 0.59 and 2.10 mm which is in a comparable range to the control groups (0.18 mm-0.68 mm and 0.34 mm-2.96 mm, respectively). The 3D-printed masks seem to be an alternative to the established thermoplastic mask systems. Nevertheless, further investigation will need to be performed. Conclusion(s): The prevailing study showed a reliable and reproducible interfractional positioning accuracy using individually 3D-printed masks for whole brain irradiation in a clinical routine. Further investigations, especially concerning smaller target volumes or other areas of the body, need to be performed before using the system on a larger basis.Copyright © 2021, The Author(s).",Excluded,0.039206672
2485,"Real-time cerebral angiography: Sensitivity of a new contrast-specific ultrasound technique. BACKGROUND AND PURPOSE: To test a new contrast-specific sonography imaging method that offers visualization of the intracranial vasculature in a manner similar to that seen on angiography. MATERIALS AND METHODS: Thirty patients (35 sonography studies total) were included in the study after they provided written informed consent. The patients were scanned through the temporal bone window from both sides after intravenous injection of an ultrasound contrast agent (UCA; perflexane lipid microspheres [Imagent]). The goal was to visualize the intracranial arteries, including the middle (M1-M3), anterior (A1 and A2), and posterior (P1-P3) cerebral arteries, using an axial scanning plane. The studies were performed using a contrast-specific imaging mode, based on a phase inversion technique (transcranial ultrasound angiography [tUSA]). For sensitivity, the results were compared with x-ray angiography as the ""gold standard."" For interobserver reliability, 24 of 35 sonography studies were evaluated by 2 physicians with little training in transcranial sonography and by a seasoned sonographer. RESULT(S): The sensitivity of tUSA ranged between 0.778 (95% confidence interval [CI] of 0.577-0.914) and 0.963 (95% CI of 0.810-0.999). The sensitivities were similar among physicians with little training in transcranial sonography and the seasoned sonographer, indicating high inter-rater reliability. Overall, tUSA provided high anatomic resolution and vascular delineation even of small vessels in the millimeter range. At peak intensity, no UCA-related artifacts were observed. CONCLUSION(S): tUSA provides images of the intracranial arteries similar to those obtained at angiography with high anatomic resolution, reasonable sensitivity, and interobserver reliability.",Excluded,0.038336094
2486,"Incidence and nature of tumors induced in Sprague-Dawley rats by gamma-irradiation. In our previous studies carried out on inbred rats of the Sprague-Dawley strain (L. Gross and Y. Dreyfuss, Proc. Natl. Acad. Sci. USA, 76: 5910-5913, 1979), the tumor incidence was increased following irradiation (150 rads, 5 times, at weekly intervals), from 22 to 93% in females and from 5 to 59% in males. Experiments here reported suggest that 2 consecutive total-body gamma-irradiations of 150 rads each are sufficient to induce in rats the development of tumors, some malignant; 18 of 19 females (94.7%) developed tumors at an average age of 11.4 mo, and seven of the 14 males in this group (50%) developed tumors at an average age of 10.4 mo. In the second group, which received 3 consecutive gamma-irradiations, 20 of 23 females (86.9%) and 5 of 13 males (38.4%) developed tumors at average ages of 9.1 and 7.5 mo, respectively. In the third group, among rats which received 4 consecutive gamma-irradiations, 17 of 19 females (89.4%) and 4 of 12 males (33.3%) developed tumors at average ages of 9.4 and 10.5 mo, respectively. The etiology of tumors either developing spontaneously or induced by irradiation in rats remains to be clarified. Our attempts to detect virus particles by electron microscopy in such tumors or lymphomas have not been successful. As a working hypothesis, we are tempted to theorize that tumors or lymphomas developing spontaneously or induced by gamma irradiation in rats are caused by latent viral agents which are integrated into the cell genome and are cell associated, i.e., not separable from the rat tumor cells by conventional methods thus far used.",Included,0.970754
