Unnamed: 0,titleabstract,decision,prediction
0,Efficacy of radiation therapy for the treatment of macroscopic canine oral soft tissue sarcoma. This retrospective study evaluated the efficacy of radiotherapy used alone in macroscopic oral soft tissue sarcoma. Thirty-one dogs qualified for the study. Twenty dogs received curative radiotherapy (median total dose: 52.5 Gy) and eleven dogs were treated palliatively (3 x 8 Gy or 5 x 6 Gy). The time-to-progression for the curatively-treated dogs was 333 days versus 180 days for the palliatively-treated dogs (p=0.134). The overall survival was 331 days for the curative group and 310 days for the palliative group (p=0.2292). The results of this study suggest that radiation therapy is useful in the treatment of oral soft tissue sarcoma.,Excluded,0.15293571
1,"Modifying Effect of Chronic Atrophic Gastritis on Radiation Risk for Noncardia Gastric Cancer According to Histological Type. The findings from previously published studies have suggested that radiation exposure is associated with increased mortality and incidence of gastric cancer. However, few cohort studies have incorporated risk factors such as Helicobacter pylori (H. pylori) infection or chronic atrophic gastritis (CAG). The current study is aimed at evaluating the modifying effect of CAG on radiation risk of noncardia gastric cancer by histological type, by reanalyzing data from a nested case-control study conducted within the longitudinal clinical cohort of atomic bomb survivors. The analysis was restricted to 297 intestinal- or diffuse-type noncardia cases and 873 controls rematched to the cases on gender, age, city, and time and type of serum storage, and countermatched on radiation dose. Multivariable-adjusted relative risks [95% confidence interval (CI)] of noncardia gastric cancer were 3.9 (2.1-7.2) for H. pylori IgG seropositivity with cytotoxin-associated gene A (CagA) IgG low titer, 2.6 (1.9-3.6) for CAG, 1.9 (1.3-2.8) for current smoking, and 1.4 (1.1-1.9) for 1 Gy irradiation. Among subjects without CAG, the relative risk (95% CI) of noncardia gastric cancer at 1 Gy was 2.3 (1.4-3.7), whereas relative risk (95% CI) at 1 Gy was 1.1 (0.8-1.5) among subjects with CAG (for the overall interaction, P = 0.012). By histological type, the risk at 1 Gy was high for diffuse type without CAG, with adjusted relative risk (95% CI) of 3.8 (2.0-7.6), but was not high for diffuse type with CAG or for intestinal-type irrespective of CAG status. The results indicate that radiation exposure is associated with increased risk of diffuse-type noncardia gastric cancer without CAG, and this association exists despite adjustment for H. pylori infection and smoking habit. Copyright ©2020 by Radiation Research Society. All rights of reproduction in any form reserved.",Included,0.9483608
2,"Distal radius morphometry of Indonesian population. Background: Distal radius morphometry (radial inclination, palmar tilt, radial height, and ulnar variance) is an important parameter in the evaluation and treatment of distal radius fractures in which anatomical alignment must be corrected. Currently, treatment of distal radius fractures in Indonesia is still based on morphometry of western population or from the contralateral side. The aim of this study is to determine distal radius morphometry of Indonesian population and to compare between right and left side, male and female gender. Method(s): Distal radius morphometry was measured from 400 plain X-ray of right and left wrist AP and lateral projection. Samples were taken consecutively in Moh. Ridwan Meuraksa Army Hospital, Jakarta, from June to September 2010. Radial inclination, palmar tilt, radial height, and ulnar variance was measured. Data were recorded using tables and grouped between male and female, right and left side, statistical analysis was performed using Mann-Whitney test. Result(s): From 400 plain X-ray evaluated, there were 300 males and 100 females with the mean age of 25.5 years old (18-48). The mean of radial inclination was 23.99 +/- 3.75degree, palmar tilt 13.76 +/- 4.36degree, radial height 11.31 +/- 1.66 mm, and ulnar variance -0.45 +/- 2.03 mm. There were statistically significant differences between right and left side of radial inclination, palmar tilt, radial height, and ulnar variance. There was also statistically significant difference between male and female. Conclusion(s): Distal radius morphometry of Indonesian population may provide valuable data for the treatment of distal radius fractures. The use of contralateral side as reference should be reconsidered.Copyright © 2013, Faculty of Medicine, Universitas Indonesia. All rights reserved.",Excluded,0.14151353
3,"New radiosensitization treatment (KORTUC-SC) for chemo-resistant supra-clavicular lymph nodes metastasis. Purpose/Objective: Linear accelerator-based radiotherapy has little effect on most of locally-advanced neoplasmas that have grown to several centimeters or more. Such tumors contain numerous hypoxic cancer cells and/or large amounts of anti-oxidative enzymes, and are therefore resistant to low linear energy transfer (LET) radiation such as X-rays and electrons from linear accelerators (Linac). We have developed a new radiosensitizer containing hydrogen peroxide & sodium hyaluronate for topical tumor injection for various types of tumors which are not superficially exposed, and the method was named 'KORTUC II'. Safety and effectiveness of the method have already been successfully performed by our clinical trials for patients with unresectable and/or recurrent neoplasms. This study aimed to evaluate the safety and effectiveness of KORTUC II specifically for patients with chemotherapy-resistant supra-clavicular lymph nodes metastasis, and the method was named as KORTUC-SC (KORTUC for supra-clavicular lymph nodes metastasis). For these lesions, curative resection is impossible because of the direct invasion of neoplasms to surrounding cervical great vessels. Therefore new strategies for better local control have been needed. Material(s) and Method(s): This study was performed at Kochi Medical School Hospital between September 2006 and March 2010. Twelve patients (2 men,10 women) with chemotherapy-resistant supraclavicular lymph node metastasis were enrolled into the study after providing fully informed written consent. All the patients underwent PET-CT examinations prior to and at 3 ~ 6 months after KORTUC-SC. We compared these two examination results. Patients were 58 to 77 years old (average age was 65).The radiotherapy regimen was 4 Gy/time, 3 times/week, for 4 weeks, and total dose was 48 Gy. The appropriate energy level of electron beams was selected for individual patients in terms of depth of the target lesion. The injection of 3 to 6 ml of the agent was started from the 5th session of radiotherapy, and was performed twice a week under ultrasonographic guidance. Result(s): The numbers of the patients were 12. Therapeutic effects were evaluated by the FDG-PET performed prior to and following the KORTUC-SC treatment. Treatment was well tolerated, with minimal adverse effects. Of the 12 patients, 6 (50%) showed complete response (CR), 1 (8.3%) showed partial response (PR), 3 (25%) showed stable disease(SD), and another 2 (16.6%) showed progressive disease (PD). Overall survival rate was 83% at 1 year (10/12 patients) and 75% at 2 years (9/12 patients). The mean duration of follow-up at the end of February 2011 was 35.1 months. Conclusion(s): Based on the findings of FDG-PET study, remarkable therapeutic effects of the KORTUC II treatment for chemotherapyresistant supra-clavicular lymph nodes metastasis (KORTUC-SC) were clearly identified. The treatment was well tolerated, with minimal adverse effects such as local pain at the injection site. The treatment outcomes were satisfactory and the adverse events were within the permissible range. This therapy is much less expensive than molecular-targeted therapies in current use, such as Cetuximab. Some well designed prospective randomized clinical trials are needed to confirm the therapeutic efficacy of KORTUC-SC.",Excluded,0.14242886
4,"Radiolabeled neurotensin analog, 99mTc-NT-XI, evaluated in ductal pancreatic adenocarcinoma patients. UNLABELLED: The study aim was to assess the safety, biodistribution, tissue kinetics, and tumor uptake of the (99m)Tc-labeled neurotensin (NT) analog NT-XI., METHODS: Four patients presenting ductal pancreatic adenocarcinoma were studied with (99m)Tc-NT-XI. Patients were followed by scintigraphy up to 4 h and by continued blood and urinary sampling until surgery 18-22 h after injection. Surgical tissue samples were analyzed for radioactivity uptake and NT receptor expression., RESULTS: No side effects were observed on injection of (99m)Tc-NT-XI. Blood biologic half-lives alpha and beta were 35 min (range, 17-62 min) and 230 min (range, 107-383 min), respectively. Repeated whole-body scintigraphy performed in 2 patients showed a single exponential decrease of whole-body activity with half-lives of 101 and 232 min. Tracer elimination was mainly renal, with 92% and 98% of activity counted in urine in the first 20 h. Kidney, liver, spleen, and bone marrow activity uptake was observed in all patients. Tumor was not visualized in the first 3 patients but could be localized by tomoscintigraphy in the pancreas head region of patient 4. In vitro tissue analysis showed high expression of NT receptor in the tumor of patient 4, correlated with the highest tumor radioactivity uptake and the highest tumor-to-fat radioactivity ratio. In vitro receptor expression was also positive in a second patient having a tumor characterized by very low cellularity; however, the remaining 2 tumors lacked NT receptor expression., CONCLUSION: Injection of (99m)Tc-NT-XI was well tolerated. The in vivo tumor uptake appeared specific as it was observed in the 1 patient with a pancreatic tumor that expressed high amounts of NT receptor. The results are compatible with preclinical animal results and in favor of further development of radiolabeled NT analogs for diagnosis or therapy of cancer.",Excluded,0.1410225
5,"Spatially fractionated GRID radiation treatment of advanced neck disease associated with head and neck cancer. Advanced nodal disease associated with head and neck cancer warrants aggressive, often multi-modality therapy to maximize local-regional control. The expansion of a novel treatment paradigm developed by our institution includes the addition of a single-fraction of high dose spatially-fractionated radiation (GRID) to a conventional course of treatment. Between 1995 and 2002 a series of 27 patients (median age 65) with bulky N2-3 disease were treated. Median nodal tumor size was 7 cm. Two groups of patients were evaluated. Group 1 (N=14) patients received a median neck dose 69 Gy (range 54-79 Gy) plus GRID treatment. Group 2 (N=13) patients received a median neck dose of 59 Gy (range 54-72 Gy) plus GRID treatment followed by planned neck dissection. Patients were evaluated for local-regional control, pathological response, survival, and morbidity. Median time to follow-up for Group 1 was 10 months (range 3-44 months). Neck control was 93%. Disease specific survival was 50%. Morbidity was limited to soft-tissue related damage and was mild. Median time to follow-up for Group 2 was 38 months (range 5-116 months). Pathologic complete response rate was 85%. Overall neck control rate was 92%. Disease specific survival was 85%. Surgical morbidity was limited to three wound healing complications. GRID treatment may be safely added to conventional treatment management of locally advanced neck disease related to cancer with acceptable morbidity. It may improve pathologic complete response rates in those patients who undergo planned neck dissection, possibly leading to improved survival. In patients with inoperable bulky disease, addition of GRID enhances local-regional control.",Excluded,0.14203057
6,"Image-guided intensity-modulated radiotherapy for patients with locally advanced gastric cancer: a clinical feasibility study. BACKGROUND: The aim of this study was to determine the medical and technical feasibility of intensity-modulated radiotherapy (IMRT) in high-risk nonmetastatic gastric cancer stage II and III after primary gastrectomy and D2 lymphadenectomy., METHODS AND MATERIALS: A prospective nonrandomized phase II trial was performed on 25 consecutive patients with gastric cancer with high risk (T3-4, N1-3, G2-3, R0-1). The dose delivered was 45 Gy (1.80 Gy per fraction) in IMRT technique. Concurrent 5-fluorouracil-based chemotherapy at 225 mg/m(2) was administered as a continuous intravenous infusion. Primary endpoints were acute gastrointestinal toxicity (CTC 4.0) and technical feasibility of IMRT in regard to dose planning and radiation delivery., RESULTS: Early acute events were defined as clinical and chemical adverse effects of IMRT and concurrent chemotherapy during treatment. By definition, 90 days after the end of IMRT has been evaluated as acute-phase toxicity. No patient had grade 4 or higher acute adverse events. Clinical grade 3 toxicity occurred in two patients (8%) with diarrhea and in one case (4%) with nausea. Hematological changes with grade 3 occurred in three cases (12%) with hemoglobin decrease, in five cases (25%) as leukopenia, and in one case (4%) with thrombocytopenia. The mean dose for liver was 16 Gy and the percentage volume exceeding 30 Gy (V30) was 21%. Mean dose for right and left kidney was 9 and 13 Gy, respectively, and V20 was 9% and 13%, respectively. Heart received a median dose of 15 Gy and V40 was 17%. The mean dose to the bowel was 11 Gy and V40 was 6%. Spinal cord had at maximum 33 Gy in median. Specifics of dose distribution, including the coverage, for the target region were as follows: minimum was 33 Gy, maximum 48.6 Gy, and mean dose 44.6 Gy. The prescribed dose (45 Gy) covered 99% and 95% of planning target volume (OTV) in 66% and 92% of cases, respectively. Median PTV was 15.77 ml (range, 805-3,604 ml)., CONCLUSIONS: The data support the practical feasibility of IMRT in adjuvant treatment in high-risk gastric cancer in the postoperative setting as a proof of principle. Acute toxicity has been tolerable.",Excluded,0.1415875
7,"Time course of pain relief in patients treated with radiotherapy for cancer pain: a prospective study. OBJECTIVES: The purpose of this prospective study was to analyze time course of pain relief by radiotherapy for cancer pain., METHODS: A total of 91 patients with painful bone metastases were treated by radiotherapy with a median total dose of 46 Gy. Pain of the irradiated site was assessed using a numerical rating scale (pain score: 0 to 10) once a week from the beginning of radiotherapy (day 1) for about 5 weeks., RESULTS: In time course analysis of the 91 cases, the mean (+/-SD) pain scores at day 5, day 12, day 19, day 26, day 33, and day 40 were 7.8 (+/-1.6), 5.3 (+/-2.5), 3.5 (+/-2.5), 2.4 (+/-2.5), 1.6 (+/-2.1), and 1.1 (+/-1.9), respectively, and mean pain score was significantly reduced with time from the start of radiotherapy (P<0.001: repeated measure ANOVA). Mean pain score was significantly reduced every week by d33 (P<0.05: d5 vs. d12, d12 vs. d19, d19 vs. d26, and d26 vs. d33). Complete pain relief was obtained in 45/91 (49%) cases, and partial (> or =50%) pain relief was obtained in 83/91 (91%) cases. The mean time to obtain 50% pain relief was 13 days. The mean time to obtain complete pain relief (n=45) was 24 days. Doses of analgesics were reduced in 28/64 (44%) cases at the end of radiotherapy., DISCUSSION: Telling approximate time course of pain relief seems to reduce patients' anxiety, and knowing time course of pain relief seems to be useful to determine optimal dose of analgesics that changes according to the course.",Excluded,0.14245297
8,"Protection from free radical formation on the scalp. Hair is a protective barrier for the body against external aggressors such as solar radiation. People with bald scalps or thinning hair do not benefit from this protective barrier. It is known that solar exposure can induce oxidative stress to the skin; however not many studies have examined the potential for oxidative damage to the scalp. Free radicals produced by these stressors can lead to the generation of pro-inflammatory cytokines, MMP's and the breakdown of collagen and elastin. They can also inhibit proliferation and induce apoptosis in hair follicles. In order to determine whether scalp skin is a potential target of oxidative stress, we developed a non-invasive method to assess the generation of free radicals from measuring the chemiluminescence signal in skin. Significant free-radical production was detected from the scalp after exposure to dose of visible light (400-700nm). Traditional sunscreens block only the UV (290-400um) wavelengths of solar light, leaving the longer wavelengths to stimulate and produce free radicals in the skin. A photostable UVA/UVB sunscreen combined with a triple combination of natural antioxidants including a Parthenolide- free Feverfew Extract, a natural extract known to be a potent antioxidant, was developed to reduce the production of free radicals from the scalp. Topical application of the triple antioxidant sunscreen significantly reduced the amount of generated free radicals on the scalp. These results demonstrate that the scalps of men and women with thinning to bald scalps are a potential target of oxidative damage. Excessive damage to the hair follicle could lead to decreased proliferation and be a contributing factor to hair loss. This study suggests the need for a sunscreen with potent antioxidants to protect the scalp from the free radical induced damage from solar exposure.",Excluded,0.14342202
9,"Integration of magnetoencephalography-generated functional brain maps into dose planning during arteriovenous malformation radiosurgery. BACKGROUND: Magnetoencephalography (MEG) can delineate critical regions of the cortex and facilitate conformal stereotactic radiosurgery (SRS) dose planning. Despite the substantial role of Gamma Knife R SRS in arteriovenous malformation (AVM) management, MEG-generated maps of critical regions have never been utilized to improve dose planning., PURPOSE: To assess the value of integrating functional brain mapping using MEG with dose planning during treatment of brain AVMs with SRS., METHODS: This case series encompassed 5 patients with motor region AVMs. Noninvasive eloquent cortex mapping was achieved using a whole-head 306-channel Neuromag R Vectorview MEG System 5-10 days before SRS. On the day of SRS, the functional brain maps were integrated onto the intraoperative dose planning magnetic resonance imaging for Leksell GammaPlan R version 10. The median AVM volume treated was 12.7 cm(3), and 18 Gy was the median margin dose., RESULTS: Functional image integration of MEG improved the recognition of critical brain structures adjacent to the AVM. This facilitated anatomical planning designed to reduce the dose to adjacent critical structures while maintaining a therapeutic dose to the AVM target. The 5 patients had no adverse radiation effects during the follow-up., CONCLUSION: Coregistration of MEG data improves the accuracy and dose sparing needed for optimal planning during Gamma Knife SRS. Copyright © 2014 S. Karger AG, Basel.",Excluded,0.14009485
