,titleabstract,decision
288,"Upfront gefitinib/erlotinib treatment followed by concomitant radiotherapy for advanced lung cancer: A mono-institutional experience Background: Upfront tyrosine kinase inhibitor (TKI) has proved effective for selective advanced lung cancer patients in Taiwan. We hypothesized that early integration of radiotherapy during TKI treatment would decrease the chance of drug resistance and prolong progression-free survival (PFS). Method(s): This study included 25 patients with stage IIIb or IV non-squamous cell, non-small cell lung cancer (NSqCLC) who responded to upfront TKI treatment. Multi-target radiotherapy was administered during the TKI treatment course. Tomotherapy comprising a hypofractionated schedule with a dose of 40-50. Gy in 16-20 fractions was used for individual metastatic lesions. Result(s): The patients' median follow-up duration was 30 months (range, 9-62 months). Of the 23 patients who had stage IV disease, 9 had oligometastases (<=5 gross target volumes) and 14 were in the more advanced stages of the disease. Twelve patients received more than 1 cycle of radiotherapy (median, 3; range, 2-6) with TKI being the only systemic treatment before they were salvaged with chemotherapy. The overall response rate after radiotherapy was 84.0%, and the median PFS was 16 months. The 3-year overall survival rate was 62.5% (95% confidence interval [CI], 39.1-85.8%). Toxicities were generally tolerated but it is necessary to prevent radiation-induced pneumonitis. Conclusion(s): We showed that combined first-line TKI therapy and early multi-target radiotherapy are very effective in selected patients that respond to TKI, when the status of mutations in the epidermal growth factor receptor (EGFR) are not known before the treatment. Our data may aid expansion of the effectiveness of TKI treatment through radiotherapy in Asian patients with stage IV NSqCLC. © 2010 Elsevier Ireland Ltd.",Excluded
1542,"Real world outcomes of combination and timing of immunotherapy with radiotherapy for melanoma with brain metastases Introduction: Immunotherapy (IT) and radiotherapy (RT) have improved overall survival in patients with melanoma with brain metastasis (MBM). We examined the real-world survival impact of IT and RT combination and timing strategies. Material(s) and Method(s): From the facility-based National Cancer Database (NCDB) data set, 3008 cases of MBM were identified between 2011 and 2015. Six treatment cohorts were identified: stereotactic radiosurgery (SRS) + IT, SRS alone, whole brain radiotherapy (WBRT) + IT, WBRT alone, IT alone, and none. Concurrent therapy was defined as IT given within 28 days before or after RT; nonconcurrent defined as IT administered within 28-90 days of RT. The co-primary outcomes were propensity score-adjusted overall survival by treatment regimen and overall survival by RT and IT timing. Result(s): Median overall survival (mOS) was performed for each treatment category; SRS +IT 15.77 m; (95%CI 12.13-21.29), SRS alone (9.33 m; 95%CI: 8.0-11.3), IT alone (7.29 m; 95%CI: 5.35-12.91), WBRT +IT (4.89 m; 95%CI: 3.65-5.92), No RT or IT (3.29 m; 95%CI: 2.96-3.75), and WBRT alone (3.12 m; 95%CI 2.79-3.52). By propensity score matching, mOS for SRS +IT (15.5 m; 95%CI: 11.5-20.2) was greater than SRS alone (10.1 m; 95%CI: 8.4-11.8) (p = 0.010), and median survival for WBRT +IT (4.6 m; 95%CI: 3.4-5.6) was greater than WBRT alone (2.9 m; 95%CI: 2.5-3.5) (p < 0.001). In the SRS +IT group, 24-month landmark survival was 47% (95%CI; 42-52) for concurrent versus 37% (95%CI; 30-44) for nonconcurrent (p = 0.40). Conclusion(s): Those who received IT in addition to WBRT and SRS experienced longer survival compared to RT modalities alone, while those receiving concurrent SRS and IT trended toward improved survival versus nonconcurrent therapy.Copyright © 2021 The Authors. Cancer Medicine published by John Wiley & Sons Ltd.",Excluded
543,"Eos, o-arm and standard spine radiographs; What is the cumulative radiation exposure during current scoliosis management? Background/introduction: During the course of assessment and treatment for AIS, patients are subjected to repeated radiological exposure. Only a few studies have evaluated the total absorbed radiation dose from standard radiography and EOS during follow-up for scoliosis. To the best of our knowledge, this is the first study to evaluate and compare total radiation dose exposure from all modalities for a cohort of AIS patients. Purpose of the study: The primary aim of this study was to determine the radiation exposure of AIS patients during scoliosis management. Moreover, this study aimed to compare follow-up algorithms among international spine centers. Material(s) and Method(s): A retrospective review on radiation exposure of patients treated for AIS. Inclusions: patients followed for AIS from 2013 to 2016 without neuromuscular diseases. The O-arm conebeam CT scanner was used for 3D navigation in all surgically managed patients, low dose protocols were used (70 kVp, 80 mAs). A survey asking for information on radiological algorithms and imaging frequencies was sent to a number of international spine centers for comparison with in-house algorithm. Result(s): 61 patients were included, 19 were treated conservatively (M/F: 6/13) and 42 surgically (M/F: 11/31). Median follow up time for the conservative group was 8 (range 0-51) months and 37 (range 13-163) months for the surgical group. Median number of X-rays/EOS were; 2 (range 0-20)/2 (range 0-17) for the conservative group and 15 (range 2-57)/11(range 0-26) for the surgery group. Patients undergoing surgery received a median cumulative radiation dose of 10.31 mSv (range 3.79-20.43) vs. a median dose of 1.09 mSv (range 0.22-7.17) for those treated conservatively. Approximately 25% (39.04/161.82 mSv) of total intraoperative radiation dose for all patients was a result of O-arm 2D fluoroscopy. A mean of 11 levels of the spine were fused during correction surgeries. Median Cobb angle at the beginning/end of follow up were 19-(range 10--50-)/23- (range 12--65-) for the conservative group and 44- (range 10--80-)/15- (range 4--30-) for the surgery group. Median Cobb angle before the surgery was 52- (range 36--82-). The results of the questionnaire showed great variety of radiological follow-up algorithms among 8 spine centers without adherence to any of the published consensus statements. Conclusion(s): Surgically treated patients were, as anticipated, exposed to more, radiation dose than those treated conservatively, almost 10-fold more, owing mainly to intraoperative 3D scans and a larger numbers of radiological follow-up examinations. The use of conebeam CT-based 3D navigation elevates patient safety during deformity surgery. However, patients are potentially exposed to a significant amount of radiation depending on protocol and use of 2D fluoroscopy. Further awareness of ways to reduce radiation dose and optimize radiological protocols is warranted in order to decrease radiation-induced malignancy.",Excluded
2211,"Phase i dose-escalation study of stereotactic body radiotherapy (SBRT) for poor surgical candidates with localized renal cell carcinoma Purpose To evaluate the tolerability of escalating doses of stereotactic body radiotherapy (SBRT) for primary treatment of localized renal cell carcinoma (RCC) in poor surgical candidates. Patients and methods Eligible patients included those with clinically staged radiographic and or pathologically confirmed RCC who had not undergone previous abdominal or pelvic radiotherapy. All patients had comorbid medical conditions which precluded surgery. Median (range) patient age was 77.6 years (range 59-89) years and all patients had Karnofsky Performance Status of >=60. Median tumor volume was 57.9 cm3 (range 13.8-174.7 cm3). Dose-limiting toxicity (DLT) was defined as grade 3 or worse gastrointestinal/genitourinary toxicity by Common Terminology Criteria of Adverse Events (version 4). Tumor response was assessed by imaging results using Response Evaluation Criteria In Solid Tumors (RECIST) measurement and percutaneous biopsy. Results A total of 19 patients (13 men and 6 women) were treated on protocol from June 2006 through August 2011. Groups of 3-6 patients received 24, 32, 40, and 48 Gy in 4 fractions. Median (range) follow-up was 13. 7 months (5.9-34.7 months). For possibly treatment-related acute toxicities, one patient developed grade 2 fatigue and one developed grade 4 duodenal ulcer. For possibly treatment-related late toxicities, 2 patients experienced grade 3 renal toxicity (worsening chronic kidney disease), one reported grade 2 urinary incontinence and one developed grade 4 duodenal ulcer. Among the 15 patients with evaluable response, 3 and 12 had partial response and stable disease, respectively, utilizing RECIST criteria. Among the 11 patients who had post-SBRT biopsy, only one (9%) was negative on first biopsy and an additional one (9%) turned negative without further therapy on second biopsy. Conclusions Dose escalation to 48 Gy in 4 fractions has been achieved successfully without dose-limiting toxicities. A planned extension of this phase I trial is currently underway treating patients to 60 Gy in 3 fractions to further evaluate this experimental therapy.Copyright © 2015 Elsevier Ireland Ltd. All rights reserved.",Excluded
1623,"Measuring and assessing individual external doses during the rehabilitation phase in Iitate village after the Fukushima Daiichi nuclear power plant accident After the Fukushima Daiichi nuclear power plant accident in 2011, Iitate village was placed under an evacuation order because the level of radioactive materials drifting from the nuclear plant to the village was above a government-set level for allowing residents to live in the area. The evacuation advisory for most of the village was lifted on 31 March 2017. For displaced residents deciding whether or not to return to their homes, it is important to correctly understand and estimate the realistic individual external doses they will receive after returning to the village. In this study, with the support of residents of the village, we used a personal dosimeter (D-Shuttle) coupled with a global positioning system device to measure and thus understand realistic individual external doses while the residents were in Iitate village and to project the individual external doses for different administrative districts as of 1 April 2017. The measured individual external doses measured by D-Shuttle for 38 study participants showed that the doses measured during time spent inside the village were higher and more widely distributed than the doses measured during time spent outside the village. The exposure ratio (ER) was defined as the ratio of additional individual external dose measured by D-Shuttle to the additional ambient dose based on an airborne monitoring survey. The medians of the average ERs were 0.13 (min-max 0.06-0.27) for time spent at home and 0.18 (min-max 0.08-0.36) for time spent outdoors. Projected additional annual individual external doses as of 1 April 2017 for different administrative districts in the village were calculated using ERs obtained in this study. Assuming that individuals spent 8 h per day on outdoor activities and 16 h on indoor activities, additional annual individual external doses were estimated to be below 3 mSv using the mean of the average ERs for most districts in the village, and these values were well below the individual external doses estimated using the approach taken by the central government. The results of this study provide valuable information both for understanding realistic radiological situations in the village and for those who want to know their future individual external dose in order to make a decision on whether or not to live in the village.",Excluded
3639,"Serum Zinc Level in beta-Thalassemia Major: A Retrospective Study in Southwest Iran Thalassemia, which is associated with compound complications, is the most common hereditary anemia in the world. The zinc level is different in patients with thalassemias. This study aimed to determine the zinc status and its relationship with demographic factors and chelation therapy in beta-thalassemia major (beta-TM) patients. This cross-sectional study was conducted on 102 beta-thalassemia (beta-thal), patients. Zinc level was evaluated in subjects using the atomic absorption method. The results were analyzed through descriptive statistics, chi 2 and Mann-Whitney U tests. Of 102 cases, 92 patients were eligible and evaluated. The mean age was 23 (minimum 11, maximum 43) years. Forty-six percent of cases were males and 54.0% were females. Of the 92 patients taking iron chelators, 29.3% used deferoxamine (DFO), 16.3% deferasirox (DFX), 20.6% DFO and deferiprone (DFP), and 33.8% DFO and DFP. All cases had zinc deficiency, 89.1% had zinc levels <40.0 mg/dL, and 10.9% with zinc levels >40.0 mg/dL. There was a significant relationship between gender and group with zinc levels greater than 40.0 mg/dL and those with less than 40.0 mg/dL. Zinc deficiency is highly prevalent among patients with thalassemia in the city of Yasuj, Iran. There was a significant relationship between zinc levels and gender although no significance was observed between zinc level and age, body mass index (BMI), ferritin, and chelation factors; it is recommended that these patients be periodically evaluated for zinc level. In case of a lack of laboratory evaluation, the use of prophylactic zinc supplementation should be considered for these patients.Copyright © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Excluded
2085,"Proctitis 1 week after stereotactic body radiation therapy for prostate cancer: Implications for clinical trial design Background: Proctitis following prostate cancer radiation therapy is a primary determinant of quality of life (QOL). While previous studies have assessed acute rectal morbidity at 1 month after stereotactic body radiotherapy (SBRT), little data exist on the prevalence and severity of rectal morbidity within the first week following treatment. This study reports the acute bowel morbidity 1 week following prostate SBRT. Material(s) and Method(s): Between May 2013 and August 2014, 103 patients with clinically localized prostate cancer were treated with 35-36.25 Gy in five fractions using robotic SBRT delivered on a prospective clinical trial. Bowel toxicity was graded using the Common Terminology Criteria for Adverse Events version 4.0 (CTCAEv.4). Bowel QOL was assessed using the EPIC-26 questionnaire bowel domain at baseline, 1 week, 1 month, and 3 months. Time-dependent changes in bowel symptoms were statistically compared using the Wilcoxon signed-rank test. Clinically significant change was assessed by the minimally important difference (MID) in EPIC score. This was defined as a change of 1/2 standard deviation (SD) from the baseline score. Result(s): One-hundred and three patients with a minimum of 3 months of follow-up were analyzed. The cumulative incidence of acute grade 2 gastrointestinal (GI) toxicity was 23%. There were no acute >= grade 3 bowel toxicities. EPIC bowel summary scores maximally declined at 1 week after SBRT (-13.9, p < 0.0001) before returning to baseline at 3 months after SBRT (+0.03, p = 0.94). Prior to treatment, 4.9% of men reported that their bowel bother was a moderate to big problem. This increased to 28.4% (p < 0.0001) 1 week after SBRT and returned to baseline at 3 months after SBRT (0.0%, p = 0.66). Only the bowel summary and bowel bother score declines at 1 week met the MID threshold for clinically significant change. Conclusion(s): The rate and severity of acute proctitis following prostate SBRT peaked at 1 week after treatment and returned to baseline by 3 months. Toxicity assessment at 1 week can therefore minimize recall bias and should aid in the design of future clinical trials focused on accurately capturing and minimizing acute morbidity following SBRT.Copyright © 2016 Paydar, Cyr, Yung, Lei, Collins, Chen, Suy, Dritschilo, Lynch and Collins.",Excluded
552,"Chemoradiation for advanced oral and (pharyngo) laryngeal carcinoma: Single institution outcome analysis Aim. Chemoradiation (CRT) is a valuable treatment option for(pharyngo)laryngeal squamous cell cancer and a palliative cure in advanced oral cancers. However, toxicity is scarcely reported. Therefore, efficacy, acute and toxic effects of chemoradiation for advanced head and neck squamous cell carcinomas were evaluated, using retrospective study. Methods. Previously untreated patients with stage III-IV head and neck squamous cell carcinomas were included. Radiotherapy consisted of 70 Gy/7 weeks/35 fractions. All patients received concurrent Cisplatin 40 mg/m2 weekly. Results. The most common acute toxic effects were dysphagia and mucositis. Dysphagia and xerostomia remained problematic during follow-up. Loco regional disease control was respectively 91% and 98% after 6 months. The median overall survival (calculating starting form the end of the treatment) was 33 months (range 0-111 months). The 5-year disease specific survival was 41%. Conclusion. The results indicated that concurrent chemoradiotherapy for advanced head and neck squamous cell carcinoma is associated with high locoregional control and disease-specific survival. However, significant acute and long-term toxic effects occur, and organ preservation appears not necessarily equivalent to preservation of function in pharyngolaryngeal cancers.",Excluded
903,"The feasibility of evaluating radiation dose to the heart by integrating kilovoltage-cone beam computed tomography in stereotactic body radiotherapy of early non-small-cell lung cancer patients BACKGROUND: To investigate the feasibility of contouring the planning risk organ volume (PRV) for the heart, and to determine the probability of evaluating radiation dose to the heart using kilovoltage-cone beam computed tomography (kV-CBCT) in early-stage non-small-cell lung cancer (NSCLC) patients, who received stereotactic body radiotherapy (SBRT)., MATERIALS AND METHODS: Seventeen NSCLC patients who received SBRT (5Gy/f x 10f dose) were enrolled and subjected to CBCT and CT imaging analyses to plan treatment. Sequential planning CBCT images of individual patient's hearts were analyzed for reproducibility of heart contouring and volume. Comparative analyses were made between the planning CT- and CBCT-detected heart margins and dose-volume indices for treatment., RESULTS: The heart volume from planning CT images was significantly smaller than that from CBCT scans (p < 0.05), and the volumes based on the different series of CBCT images were similar (p > 0.05). The overlap of the heart region on the same anatomical section between the first series of CBCT scans and other scans reached 0.985 +/- 0.020 without statistically significant differences (p > 0.05). The mean margins of the heart from planning CT and CBCT scans were 10.5 +/- 2.8 mm in the left direction, 5.9 +/- 2.8 mm in the right direction, 2.2 +/- 1.6 mm in the direction of the head, 3.3 +/- 2.2 mm in the direction of the foot, 6.7 +/- 1.1 mm in the anterior direction, and 4.5 mm +/- 2.5 mm in the posterior direction. All relative and absolute dose-volume indices obtained from CBCT images were significantly larger than those from planning CT scans (p < 0.05), with the exception of the volume in the 5Gy region., CONCLUSION: The PRV of heart contouring based on kV-CBCT is feasible with good reproducibility. More accurate and objective dose-volume indices may be obtained for NSCLC patients by using kV-CBCT, instead of CT, to plan SBRT.",Excluded
1824,"Gluteus maximus turnover flap for sacral osteomyelitis after radiation therapy Developments in radiation therapy modalities offer alternative treatments for un-resectable malignant tumors in the pelvis and trunk. However, poor vascularity as a result of radiation therapy makes the treated lesion susceptible to infection, and there are no established treatments for pelvic osteomyelitis with a large dead space after radiation therapy. The authors report 2 cases of sacral osteomyelitis after radiation therapy that were treated successfully with a gluteus maximus turnover flap. To create the flap, the distal portion of the lower third of the muscle was detached from the trochanter. The distal edge of the flap was turned toward the sacral defect and sewn to the remnant of the sacrum, which filled the dead space with the muscle bulk. A 68-year-old man with a recurrent sacral chordoma was treated with carbon ion radiation therapy; however, a sacral infection developed 5 months later. De-bridement and a course of antibiotics could not control the infection and did not induce sufficient formation of granulation tissue in the large and deep dead space. The turnover flap with both gluteus maximus muscles cured the deep-seated infec-tion and closed the wound. A 58-year-old woman had sacral osteoradionecrosis with infection. A turnover flap created with the left gluteus maximus muscle controlled the infection and closed the wound after the first operation, a V-Y flap, failed. This study showed that a gluteus maximus muscle turnover flap effectively controlled infectious lesions with large and deep dead space around the sacrum.Copyright © SLACK Incorporated.",Excluded
