,titleabstract,decision
921,"Metabolic imaging for supratentorial oligodendrogliomas. [French] Metabolic imaging with positron emission tomography (PET) provides, in neuro-oncology, information complementary to that provided by anatomic imaging obtained with CT-scanner or MRI. Only a few publications have yet reported its use in oligodendroglial tumors. These findings and partial results obtained in ongoing work, suggest some preliminary conclusions: - 11C-MET (L-methyl-methionine) is a more appropriate tracer than 18F-FDG (fluoro-deoxy-glucose), in terms of both specificity and sensitivity, for the assessment of patients with this category of tumor; - PET/MET allows differentiation between grade II and grade III oligodendrogliomas; better targeting for stereotactic biopsy; more accurate assessment of the post-operative residual tumor; identification of progression from low-grade to anaplastic grade during the disease course; differentiation between recurrence and a post-radiation processes; - PET/MET allows, to some extent, prediction of response to radiotherapy; and, probably, to chemotherapy. © Masson, Paris, 2005.",Excluded
438,Low-Dose Exposure to Ionizing Radiation Deregulates the Brain-Specific MicroRNA-134 in Interventional Cardiologists,Included
705,"Heterogeneous expression of Ku70 in human tissues is associated with morphological and functional alterations of the nucleus Ku70 is a subunit of DNA-protein kinase complex and involved in diverse intranuclear events including the repair of double-stranded DNA breaks. Ku70 is rich in the interphase nucleus of cultured cells. In human tissues, however, the distribution of Ku70 has not yet been systematically examined. To characterize the difference of Ku70 distribution between cells of human tissues and cultured cells, the expression of Ku70 was examined in various normal and neoplastic human tissues by immunohistochemistry and immunoblot. In addition, the role of Ku70 in the cellular response against ionizing radiation (IR) was analysed in fibroblasts after exposure to 5 Gy IR and apoptotic indices were examined in Ku70-overexpressed fibroblasts from an ataxia telangiectasia patient and in normal fibroblasts, before and after irradiation. In contrast to cultured cells, Ku70 was not detected in some interphase cells of human tissues and was distributed heterogeneously, even in the same nucleus. Ku70 expression was strikingly low in terminally differentiated cells such as neutrophils, eosinophils, glomerular capillary endothelial cells and fibroblasts, and was absent in spermatids. In spermatocytes, Ku70 was tightly integrated with chromosome filaments, unlike other somatic cells under mitosis. After exposure to IR, Ku70 expression was not increased in ataxia telangiectasia fibroblasts, but was significantly increased in normal fibroblasts. Most of the increased Ku70 was of soluble nuclear protein fraction. Furthermore, overexpression of Ku70 increased radiation resistance both in ataxia telangiectasia fibroblasts and normal fibroblasts. The presented data indicate that the distribution of Ku70 in cells of human tissues is closely associated with the cell cycle, cellular differentiation, nuclear shape and the process of repair of DNA damage caused by IR.",Excluded
806,Is hearing preserved following radiotherapy for vestibular schwannoma?,Included
2415,"Circular collimator arc versus dynamic conformal arc treatment planning for linac-based stereotactic radiosurgery of an intracranial small single lesion: a perspective of lesion asymmetry BACKGROUND: Although circular collimator arcs (CCA) and dynamic conformal arcs (DCA) are commonly used linear accelerator-based treatment planning techniques for intracranial stereotactic radiosurgery (SRS) of a small single lesion, these two techniques have not been rigorously compared in terms of tumor shape. Therefore, this study compared clinical CCA plans with re-planned DCA plans using conformity index (CI) and V12Gy (volume of normal brain tissue receiving 12 Gy or higher) from a perspective of asymmetry (Asym) of planning target volume (PTV).METHODS: Ninety-five clinical CCA plans delivered for a small single lesion with PTV size < 1.4 cm<sup>3</sup> were selected and re-planned using DCA. PTV Asym (%) was defined and calculated from three dimensions of PTV. A pair of the 95 plans was first considered as one group without grouping and then categorized into two groups with respective to either PTV size or PTV Asym, and four groups with respect to PTV size and PTV Asym. For grouping, median values of PTV size and PTV Asym were used. A non-parametric paired test was performed for CI and V12Gy to compare CCA and DCA plans in each group.RESULTS: Median values of PTV size and PTV Asym were 0.415 cm<sup>3</sup> (range: 0.076 cm<sup>3</sup>-1.369 cm<sup>3</sup>) and 6.12% (range: 0.52-25.74%), respectively. DCA plans had a lower average CI value than CCA plans for all groups. CCA plans had a smaller average V12Gy value than DCA plans for lesions with PTV Asym <=6.12%, while CCA and DCA plans had similar average V12Gy values for lesions with PTV Asym > 6.12%.CONCLUSIONS: The DCA technique is recommended when a lesion has PTV Asym > 6.12% regardless of PTV size. For lesions with PTV Asym <=6.12%, a technique choice would depend on the preference of CI or V12Gy.",Excluded
1371,"Static magnetic field effect on the arterial baroreflex-mediated control of microcirculation: implications for cardiovascular effects due to environmental magnetic fields Increasing evidence suggests that time-varying and static magnetic fields in the environment might affect the cardiovascular system. To explore the underlying physiology, the effect of static magnetic fields (SMFs) on the carotid baroreflex control of microcirculation was studied. Twenty-four hemodynamic monitorings were performed in rabbits sedated by pentobarbital infusion (5 mg/kg/h) during experiments that lasted 120 min. Mean femoral artery blood pressure, heart rate, and ear lobe skin microcirculatory blood flow, measured by microphotoelectric plethysmogram (MPPG), were simultaneously recorded before and after a 40 min exposure of the sinocarotid baroreceptors to Nd(2)-Fe(14)-B alloy magnets (n = 14) or sham magnets (n = 10, control series). The local SMF field was 350 mT, at the baroreceptors' site. Arterial baroreflex sensitivity (BRS) was estimated from heart rate/blood pressure response to intravenous bolus injections of nitroprusside and phenylephrine. A significant positive correlation was found between the SMF-induced increase in BRS (DeltaBRS = BRS(afterSMF) - BRS(priorSMF)) and the increment in microvascular blood flow (DeltaMPPG = MPPG(afterSMF) - MPPG(priorSMF)) (r = 0.66, p < 0.009). The SMF probably modulated the arterial baroreflex-mediated microcirculatory control. This could represent one possible mechanism how environmental magnetic fields act on the cardiovascular system, and a method how to complexly adjust macro- and microcirculation with potential clinical implementation.",Excluded
957,"Hemorrhage of cerebral arteriovenous malformations significantly alters stereotactic radiosurgery outcomes Introduction: Intracranial hemorrhage is simultaneously the most frequent and most debilitating manifestation of cerebral arteriovenous malformations (AVM), but its impact on success and complications of radiosurgery has not been rigorously assessed. In this case-control study, we define the effect of prior hemorrhage on AVM radiosurgery outcomes. Method(s): From a prospective, institutional database of 1400 AVM patients treated with Gamma Knife radiosurgery, unruptured and ruptured AVMs were matched in a 1:1 fashion, blinded to outcome, based on patient demographics, prior embolization, AVM size (mean volume of unruptured AVMs 3.7 cm3 versus ruptured AVMs 3.5 cm3, P=0.195), Spetzler-Martin grade and radiosurgical treatment parameters (mean prescription dose for unruptured AVMs 20.9 Gy versus ruptured AVMs 21.0 Gy, P=0.837). There were 270 patients in each cohort. Matched statistical analyses were used to compare the baseline characteristics, obliteration rates, post-radiosurgery latency period hemorrhage risks, and incidences of radiation-induced changes (RIC) between the two cohorts. Result(s): The actuarial obliteration rates of the two cohorts were similar (unruptured AVMs: 38%, 58%, 76% at 3, 5, 10 years, respectively; ruptured AVMs: 40%, 60%, 73% at 3, 5, 10 years, respectively; P=0.592). However, for embolized AVMs, complete obliteration was more likely to be achieved in unruptured lesions (unruptured AVMs: 25%, 32%, 54% at 3, 5, 10 years, respectively; ruptured AVMs: 18%, 27%, 42% at 3, 5, 10 years, respectively; P=0.038). Prior AVM rupture resulted in a higher annual risk of post-radiosurgery latency period hemorrhage (ruptured AVMs 2.3% versus unruptured AVMs 1.1%, P=0.025) but a lower rate of cumulative and symptomatic RIC (cumulative RIC: ruptured AVMs 30.4% versus unruptured AVMs 48.9%, P<0.0001; symptomatic RIC: ruptured AVMs 7.0% versus unruptured AVMs 12.2%, P=0.041, respectively). The rates of permanent RIC were similar between the unruptured (2.2%) and ruptured (1.9%) AVM cohorts (P=0.761). Conclusion(s): Prior AVM rupture significantly alters the risk of latency period hemorrhage and RIC following radiosurgery. These effects should be taken into consideration with the multidisciplinary management of AVM patients.",Excluded
3415,An electron microscopic study of acute radiation injury of the rat brain,Included
1638,"Radiofrequency electromagnetic fields have no effect on the in vivo proliferation of the 9L brain tumor The intracranial 9L tumor model was used to determine if exposure to a radiofrequency (RF) electromagnetic field similar to those used in cellular telephone has any effects on the growth of a central nervous system tumor. Fischer 344 rats implanted with different numbers of 9L gliosarcoma cells were exposed to 835.62 MHz frequency-modulated continuous wave (FMCW) or 847.74 MHz code division multiple access (CDMA) RF field with nominal slot- average specific absorption rates in the brain of 0.75 +/- 0.25 W/kg. The animals were exposed to the RF field for 4 h a day, 5 days a week starting 4 weeks prior to and up to 150 days after the implantation of tumor cells. Among sham-exposed animals injected with 2 to 10 viable cells (group 1), the median survival was 70 days, with 27% of the anima sis surviving at 150 days. The median survival length and final survival fraction for animals injected with 11 to 36 viable cells (group 2) were 52 days and 14%, respectively, while the values for those injected with 37 to 100 cells (group 3) were 45 days and 0%. The animals exposed to CDMA or FMCW had similar survival parameters, and the statistical comparison of the survival curves for each of the groups 1, 2 and 3 showed no significant differences compared to sham- exposed controls.",Excluded
1686,"Intracranial hyperthermia through local photothermal heating with a fiberoptic microneedle device BACKGROUND AND OBJECTIVES: The fiberoptic microneedle device (FMD) seeks to leverage advantages of both laser-induced thermal therapy (LITT) and convection-enhanced delivery (CED) to increase volumetric dispersal of locally infused chemotherapeutics through sub-lethal photothermal heat generation. This study focused on determination of photothermal damage thresholds with 1,064 nm light delivered through the FMD into in vivo rat models.MATERIALS AND METHODS: FMDs capable of co-delivering laser energy and fluid agents were fabricated through a novel off-center splicing technique involving fusion of a multimode fiberoptic to light-guiding capillary tubing. FMDs were positioned at a depth of 2.5 mm within the cerebrum of male rats with fluoroptic temperature probes placed within 1 mm of the FMD tip. Irradiation (without fluid infusion) was conducted at laser powers of 0 (sham), 100, 200, 500, or 750 mW. Evans blue-serum albumin conjugated complex solution (EBA) and laser energy co-delivery were performed in a second set of preliminary experiments.RESULTS: Maximum, steady-state temperatures of 38.7 +/- 1.6 and 42.0 +/- 0.9 degreeC were measured for the 100 and 200 mW experimental groups, respectively. Histological investigation demonstrated needle insertion damage alone for sham and 100 mW irradiations. Photothermal damage was detected at 200 mW, although observable thermal damage was limited to a small penumbra of cerebral cortical microcavitation and necrosis that immediately surrounded the region of FMD insertion. Co-delivery of EBA and laser energy presented increased volumetric dispersal relative to infusion-only controls.CONCLUSION: Fluoroptic temperature sensing and histopathological assessments demonstrated that a laser power of 100 mW results in sub-lethal brain hyperthermia, and the optimum, sub-lethal target energy range is likely 100-200 mW. The preliminary FMD-CED experiments confirmed the feasibility of augmenting fluid dispersal using slight photothermal heat generation, demonstrating the FMD's potential as a way to increase the efficacy of CED in treating MG.",Excluded
