,titleabstract,decision
327,"Medicinal plants as antiemetics in the treatment of cancer: a review Chemotherapy- and radiotherapy-induced nausea and vomiting are the most common, intractable and unpleasant side effects in patients undergoing treatment for cancer. 5-Hydroxytryptamine-3 (5-HT3) receptor antagonists plus dexamethasone have significantly improved the control of acute nausea and vomiting, but delayed nausea and vomiting remains a significant clinical problem. Combined neurokinin-1 receptor antagonists with 5-HT3 antagonists and steroids are observed to be better in the control of both acute and delayed emesis. However, the use of these antiemetics is observed to possess inherent side effects. The medicinal plants such as Scutellaria baicalensis, Korean red ginseng, American ginseng berry, Ganoderma lucidum, Zingiber officinale, grape seed extract, and the oil of Mentha spicata are reported to be effective in the treatment of nausea and vomiting mostly in preclinical studies. Of these, ginger has also been evaluated for its efficacy in humans and the results have been contradictory. The current review for the first time summarizes the results related to these properties. An attempt is also made to address the lacunae in these published studies and to emphasize aspects that need further investigations for these plants to be of use in clinics in the future.",Excluded
2307,"Accurate event-driven motion compensation in high-resolution PET incorporating scattered and random events With continuing improvements in spatial resolution of positron emission tomography (PET) scanners, small patient movements during PET imaging become a significant source of resolution degradation. This work develops and investigates a comprehensive formalism for accurate motion-compensated reconstruction which at the same time is very feasible in the context of high-resolution PET. In particular, this paper proposes an effective method to incorporate presence of scattered and random coincidences in the context of motion (which is similarly applicable to various other motion correction schemes). The overall reconstruction framework takes into consideration missing projection data which are not detected due to motion, and additionally, incorporates information from all detected events, including those which fall outside the field-of-view following motion correction. The proposed approach has been extensively validated using phantom experiments as well as realistic simulations of a new mathematical brain phantom developed in this work, and the results for a dynamic patient study are also presented.",Excluded
480,"Distinct functional domains of Nbs1 modulate the timing and magnitude of ATM activation after low doses of ionizing radiation The ATM kinase is a tumour suppressor and a key activator of genome integrity checkpoints in mammalian cells exposed to ionizing radiation (IR) and other insults that elicit DNA double-strand breaks (DSBs). In response to IR, autophosphorylation on serine 1981 causes dissociation of ATM dimers and initiates cellular ATM kinase activity. Here, we show that the kinetics and magnitude of ATM Ser1981 phosphorylation after exposure of human fibroblasts to low doses (2 Gy) of IR are altered in cells deficient in Nbs1, a substrate of ATM and a component of the MRN (Mre11-Rad50-Nbs1) complex involved in processing/repair of DSBs and ATM-dependent cell cycle checkpoints. Timely phosphorylation of both ATM Ser1981 and the ATM substrate Smc1 after IR were rescued via retrovirally mediated reconstitution of Nbs1-deficient cells by wild-type Nbs1 or mutants of Nbs1 defective in the FHA domain or nonphosphorylatable by ATM, but not by Nbs1 lacking the Mre11-interaction domain. Our data indicate that apart from its role downstream of ATM in the DNA damage checkpoint network, the MRN complex serves also as a modulator/amplifier of ATM activity. Although not absolutely required for ATM activation, the MRN nuclease complex may help reach the threshold activity of ATM necessary for optimal genome maintenance and prevention of cancer.",Excluded
961,Temporal lobe destruction with microvascular dissections following irradiation for rhinopharyngeal carcinoma [1],Included
2730,"Combined effects of various forms of motor deprivation and gamma irradiation on the higher nervous activity in rats. [Russian] Effects of gamma-radiation at a dose of 3 Gy against either antiorthostatic hypodynamia (AOH) or hypokinesia (HK) on formation of the differentiated motor-drinking reflex (DR) were compared. Each of the forms of motor deprivation hindered the elaboration of DR; gamma-irradiation aggravated these disorders. At the same time, AOH led to significantly more severe disturbances in the higher nervous activity including the generalized excitation, pathologic aggressiveness and neurotization of animals. In contrast, hypokinesia stimulated the active elements of behavior which inhibit the passive-defensive behavior and a fear reaction. Therefore, the modifying effect of irradiation becomes apparent only if combined with AOH.",Included
715,"Severed corticospinal axons recover electrophysiologic control of muscle activity after x-ray therapy in lesioned adult spinal cord Mechanical injury to the adult mammalian spinal cord results in permanent loss of structural integrity at the lesion site and of the brain-controlled function distal to the lesion. Some of these consequences were permanently averted by altering the cellular constituents at the lesion site with x-irradiation delivered within a critical time window after injury. We have reported in a separate article that x-irradiation of sectioned adult rat spinal cord resulted in restitution of structural continuity and regrowth of severed corticospinal axons across and deep into the distal stump. Here, we report that after x-ray therapy of the lesion site severed corticospinal axons of transected adult rat spinal cord recover electrophysiologic control of activity of hindlimb muscles innervated by motoneurons distal to the lesion. The degree of recovery of control of muscle activity was directly related to the degree of restitution of structural integrity. This restitution of electrophysiologic function implies that the regenerating corticospinal axons reestablish connectivity with neurons within the target field in the distal stump. Our data suggest that recovery of structural continuity is a sufficient condition for the axotomized corticospinal neurons to regain some of their disrupted function in cord regions distal to the lesion site.",Included
990,Schumann resonance and brain waves: A quantum description In this paper for the first time we compared spectra of the brain and Schumann electromagnetic waves. We argue that both modes of electromagnetic radiation: brain waves and Schumann waves can be analyzed with the help of the Planck formula. From our calculation we deduced the temperature of the Schumann and brain waves T= 10-10 K. Copyright © 2015 NeuroQuantology All Right reserved.,Excluded
3161,"Cerebrovascular events, secondary intracranial tumors, and mortality after radiotherapy for nonfunctioning pituitary adenomas: a subanalysis from the Dutch National Registry of Growth Hormone Treatment in Adults CONTEXT: Radiotherapy is frequently administered as adjuvant treatment in patients with clinically nonfunctioning pituitary adenomas (NFPAs). However, concerns have been raised about potential long-term side effects, including cerebrovascular events (CVEs) and secondary intracranial tumors.OBJECTIVE: The aim of this study was to analyze the risk of CVEs, secondary intracranial tumors, and mortality in irradiated (IRR) NFPA patients, compared with NFPA patients who were not irradiated (non-IRR).DESIGN, SETTING, AND PATIENTS: The study cohort included 806 patients with a NFPA from the Dutch National Registry of Growth Hormone Treatment in Adults, a nationwide long-term surveillance study in severe GH-deficient adult patients. IRR patients (n = 456) were compared with non-IRR patients (n = 350).MAIN OUTCOME MEASURES: CVEs, secondary intracranial tumors, and mortality were measured.RESULTS: Sixty-nine subjects developed a CVE. In men, but not in women, the incidence of a CVE was significantly higher in IRR patients than in non-IRR patients (hazard ratio 2.99, 95% confidence interval 1.31-6.79). A secondary intracranial tumor developed in five IRR patients and two non-IRR patients. After adjustment for age, radiotherapy was not associated with mortality.CONCLUSIONS: The incidence of secondary intracranial tumors and mortality did not differ between IRR and non-IRR patients. However, a CVE was found significantly more frequently in IRR men but not in women. Further research into the long-term effects of cranial radiotherapy seems mandatory. The potential risks of radiotherapy have to be taken into account when radiotherapy is considered in NFPA patients, and long-term follow-up is recommended.",Included
300,"Segmentation of Whole-Body Images into Two Compartments in Model for Bone Marrow Dosimetry Increases the Correlation with Hematological Response in <sup>177</sup>Lu-DOTATATE Treatments BACKGROUND: In <sup>177</sup>Lu-DOTATATE treatments, bone marrow (BM) is one of the most important organs at risk. The authors previously developed an image-based two-compartment method for BM dosimetry, showing a significant correlation between absorbed dose to BM and hematological toxicity in <sup>177</sup>Lu-DOTATATE treatments. In the present study, they aimed to further evaluate this BM dosimetry method by finding optimal settings for dividing the whole body into two compartments; in terms of minimizing the coefficient of variation (CV) for the individual absorbed doses and studying its correlation to the BM response. The authors have also added specific absorbed fractions for male and female. Finally, they compare this two-compartment method with whole-body dosimetry.METHODS: This study included 46 patients with advanced neuroendocrine tumors treated with <sup>177</sup>Lu-DOTATATE on two to five occasions at Sahlgrenska University Hospital. Planar gamma camera images were collected at four time points postinjection, and a segmentation tool using a normalized number of uptake foci (nNUF) to divide the whole body into high- and low-uptake compartments was used. The authors characterized the two-compartment model and compared it with whole-body dosimetry.RESULTS AND CONCLUSION: The dosimetry method was robust, with an optimal nNUF value of 0.1-0.2. Using an nNUF value of 0.15, the absorbed BM dose was estimated as 0.20 Gy/7.4 GBq, and the CV as 8.4%. Compared to whole-body dosimetry, stronger correlation was found between absorbed dose to BM and hematological response using the two-compartment method. The two-compartment method has potential as a valuable image-based alternative to blood-based BM dosimetry.",Excluded
1539,"In vivo protein secretion by lung. Evidence for active secretion and interspecies differences The present study is an attempt to determine (a) if the lung actively secretes protein into the surface-active fraction of lung lavage returns; (b) if there are interspecies differences in this secretory activity; and (c) if the amount of nonradioactive protein in the lavage surface-active fraction shows interspecies variation. I found that pilocarpine stimulates the release of radioactive protein into the lavage surface-active fraction of rabbits and that this pilocarpine effect is completely blocked by atropine. Inhibition of lung oxygen consumption by iodoacetate is associaged with a dose-dependent inhibition of the pilocarpine-induced secretion. Microtubules may be involved in this secretory process because colchicine inhibits the pilocarpine effect. Of the radioactive protein in the total surface-active fraction (tissue plus lavage returns), a greater percent appears in the lavage surface-active fraction at 2 and 4 h, after a pulsed injection [U-14C] leucine, in the mouse than in the rat, which in turn has a greater amount than the rabbit. There is also a difference in the amount of nonradioactive protein per square meter of alveolar surface area in the lavage surface-active fraction of different species: mouse greater than rabbit greater than cat greater than dog. The amount of nonradioactive protein per square meter of alveolar surface area in the lavage surface-active fraction is directly proportional to the species respiratory rate; the log of the nonradioactive protein in the lavage surface-active fraction is inversely proportional to the log of the species alveolar diameter. I conclude that the lung actively secretes protein into the lavage surface-active fraction, that this secretion is under neurohumoral regulation, and that respiratory rate and alveolar size may influence this secretory activity and the amount of protein in this surface-active fraction.",Excluded
1803,"Indirect adaptive soft computing based wavelet-embedded control paradigms for WT/PV/SOFC in a grid/charging station connected hybrid power system This paper focuses on the indirect adaptive tracking control of renewable energy sources in a grid-connected hybrid power system. The renewable energy systems have low efficiency and intermittent nature due to unpredictable meteorological conditions. The domestic load and the conventional charging stations behave in an uncertain manner. To operate the renewable energy sources efficiently for harvesting maximum power, instantaneous nonlinear dynamics should be captured online. A Chebyshev-wavelet embedded NeuroFuzzy indirect adaptive MPPT (maximum power point tracking) control paradigm is proposed for variable speed wind turbine-permanent synchronous generator (VSWT-PMSG). A Hermite-wavelet incorporated NeuroFuzzy indirect adaptive MPPT control strategy for photovoltaic (PV) system to extract maximum power and indirect adaptive tracking control scheme for Solid Oxide Fuel Cell (SOFC) is developed. A comprehensive simulation test-bed for a grid-connected hybrid power system is developed in Matlab/Simulink. The robustness of the suggested indirect adaptive control paradigms are evaluated through simulation results in a grid-connected hybrid power system test-bed by comparison with conventional and intelligent control techniques. The simulation results validate the effectiveness of the proposed control paradigms. Copyright © 2017 Mumtaz et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Excluded
995,"Morphometric studies of heavy ion damage in the brains of rodents As an approach to determining the relative biological effectiveness (RBE) of each of five different heavy ions for the mammalian brain, histological preparations of brains from mice exposed to various HZE particles at different doses and primary LETinfinity values were examined by means of semi-automated image analysis for volume changes in specific regions of the olfactory bulb. The mice were irradiated at 100 days of age and euthanatized about 500 days (16 months) later. Exposures were: 60Co gamma photons (LETinfinity = 1-2 keV/micrometer), 4He (LETinfinity = 6 keV/micrometer), 12C (LETinfinity = 80 keV/micrometer), 20Ne (LETinfinity = 150 keV/micrometer), 56Fe (LETinfinity = 180 keV/micrometer), and 40Ar (LETinfinity = 650 keV/micrometer). Animals receiving particle radiation were exposed in an extended Bragg peak region except for iron where the plateau region was used. The zones measured in the olfactory bulb were 1) the external plexiform layer (zone) and 2) an internal region consisting of the granule cells, internal plexiform layer, and layer of mitral cells. These studies indicated that volume changes did indeed occur, not only in absolute terms but also when expressed as the ratio of the structures to each other and to the bulb as a whole. Although this study is exploratory in character, the data obtained may nevertheless contribute to a determination of risk factors due to late effects from HZE articles.",Included
2574,The effect of certain radioactive substances on the electrical activity of rabbit's brain,Included
2259,"Targeted sequencing and intracranial outcomes of patients with lung adenocarcinoma brain metastases treated with radiotherapy BACKGROUND: Treatment for advanced lung adenocarcinoma (AC) has become increasingly personalized based on molecular results. However, for patients with AC brain metastases (BMs), intracranial outcomes based on molecular subtype and the frequency of molecular aberrations are less well defined. This study sought to report targeted next-generation sequencing results and investigate molecularly based outcomes for patients with AC-BMs treated with radiotherapy.METHODS: The records of 132 patients with AC-BMs treated at Emory University from September 2008 to August 2016 with successful next-generation sequencing were reviewed. Rates of local disease recurrence, distant brain failure (DBF), and salvage whole-brain radiotherapy (WBRT) were estimated using cumulative incidence with competing risk analysis. Univariate and multivariate analyses were performed.RESULTS: The most common aberrations included tumor protein 53 (TP53) (60%), KRAS (29%), epidermal growth factor receptor (EGFR) (20.5%), phosphatase and tensin homolog (PTEN) loss (15.5%), and MET amplification (13%). The majority of patients (62%) were treated with stereotactic radiosurgery alone. In these patients, KRAS mutation, anaplastic lymphoma kinase (ALK) rearrangement, and having >= 6 BMs were associated with an increased risk of salvage WBRT (P < .05). KRAS mutation remained significant for an increased risk of salvage WBRT when compared with EGFR/ALK/KRAS-negative patients (hazard ratio, 5.17; P < .05), despite a similar risk of DBF. PTEN loss was associated with increased risk of DBF (P < .05), whereas EGFR and ALK aberrations were associated with a decreased risk of local disease recurrence (P < .05).CONCLUSIONS: The results of the current study quantified the frequency of genetic aberrations in patients with AC-BMs and demonstrated their association with intracranial outcomes. In particular, a cohort of patients with KRAS mutations and >=6 BMs were identified to be at high risk of requiring salvage WBRT after undergoing upfront stereotactic radiosurgery.",Excluded
1762,"A Comparison between X-Ray and Carbon Ion Irradiation in Human Neural Stem Cells Glioblastoma multiforme (GBM) is characterized by a poor prognosis and a median survival of ~12-18 months. GBM is usually managed by neurosurgery followed by both chemotherapy and radiotherapy. Since GBM develops resistance to conventional therapies, treatment with C-ions is promising to completely eradicate the tumoural mass. During cranial irradiation, exposure of healthy tissues is inevitable. Because of the presence of neural stem cells, a deep investigation on the effects of C-ion irradiation with respect to X-ray induced damage is mandatory to allow a better definition of treatments. In this work, the comparison of X-rays and C-ion irradiation-induced effects on human neural stem cell, focusing on multiple endpoints, such as cell viability, cytokine secretion and spheroid formation is presented. Results show different temporal and dose responses of human neural stem cells to the different radiation qualities, suggesting different underpinning mechanisms of radiation-induced damages.",Included
294,"Nontraumatic vascular emergencies: Imaging and intervention in acute occlusion Risk factors for acute venous occlusion range from prolonged immobilization to hypercoagulability syndromes, trauma, and malignancy. The aim of this review article is to illustrate the different imaging options for the diagnosis of acute venous occlusion and to assess the value of interventional strategies for venous thrombosis treatment in an emergency setting. First, diagnosis and treatment of the most common form of venous occlusion, at the level of the lower extremities, is presented, followed by pelvic vein and inferior vena cava occlusion, mesenteric venous thrombosis, upper extremity occlusion, acute cerebral vein thrombosis, and finally acute venous occlusion of hemodialysis access. In acute venous occlusion of the lower extremity phlebography is still the reference gold standard. Presently, duplex ultrasound with manual compression is the most sensitive and specific noninvasive test. Limitations of ultrasonography include isolated distal calf vein occlusion, obesity, and patients with lower extremity edema. If sonography is non-diagnostic, venography should be considered. Magnetic resonance venography can differentiate an acute occlusion from chronic thrombus, but because of its high cost and limited availability, it is not yet used for the routine diagnosis of lower extremity venous occlusion only. Regarding interventional treatment, catheter-directed thrombolysis can be applied to dissolve thrombus in charily selected patients with symptomatic occlusion and no contraindications to therapy. Acute occlusion of the pelvic veins and the inferior vena cava, often due to extension from the femoropopliteal system, represents a major risk for pulmonary embolism. Color flow Doppler imaging is often limited owing to obesity and bowel gas. Venography has long been considered the gold standard for identifying proximal venous occlusion. Both CT scanning and MR imaging, however, can even more accurately diagnose acute pelvis vein or inferior vena cava occlusion. MRI is preferred because it is noninvasive, does not require contrast agent, carries no exposure to ionizing radiation, and is highly accurate and reproducible. Apart from catheter-directed thrombolysis, mechanical thrombectomy has proven to be a quick and safe treatment modality by enabling the recanalization of thrombotic occlusions in conjunction with minimal invasiveness and a low bleeding risk. Mechanical thrombectomy devices should only be used in conjunction with a temporary cava filter. Contrast-enhanced CT is at present considered the examination of choice for acute mesenteric vein occlusion which has mortality rates as high as 80%. Patients with proven acute mesenteric venous occlusion and contraindications to surgical therapy and no identified bleeding disposition without looming bowel ischemia or infarction are possible contenders to the less invasive percutaneous approach either by (in)direct thrombolysis or mechanical means. Ultrasonography is the primary imaging modality for the diagnosis of upper extremity thrombosis. Computed tomography and MRI are in addition helpful in diagnosing central chest vein occlusions. The interventionalist is rarely involved in the treatment of this entity. Catheter-directed thrombolysis is known to improve lysis rates. Together with balloon angioplasty good results have been obtained. If stenosis or thrombus remains after thrombolysis and angioplasty, stent placement should follow. Within the first two weeks, thrombosed dural sinus and cerebral venous vessels are typically hyperdense on CT compared with brain parenchyma; after the course of 2 weeks, the thrombus will become isodense. In MRI an axial fluid-attenuated inversion recovery sequence, an axial diffusion-weighted MRI, coronal T1-weighted spinecho and T2-weighted turbo-spinecho sequences, a coronal gradientecho and a 3D phase-contrast venous angiogram should be performed. Local thrombolysis is needed only when patients have an exacerbation of clinical symptoms or imaging signs of worsening disease despite sufficient anticoagulation therapy. Acute occlusions of dialysis grafts and fistulae are a frequently encountered complication. Among the various methods described for acute occlusion screening, ultrasonography and MRI have been proven to be accurate and noninvasive; however, if immediate treatment can be anticipated, imaging should be performed directly by digital subtraction angiography before the percutaneous intervention. Initial percutaneous thrombectomy is very effective with success rates and patency rates comparable to those of surgical thrombectomy. A short thrombosis can be treated with balloon angioplasty alone, whereas an extensive thrombosis requires a combination of mechanical devices and/or thrombolytic agents with adjunctive balloon angioplasty.",Excluded
3150,"Pre- and posttreatment voice and speech outcomes in patients with advanced head and neck cancer treated with chemoradiotherapy: expert listeners' and patient's perception OBJECTIVES: Perceptual judgments and patients' perception of voice and speech after concurrent chemoradiotherapy (CCRT) for advanced head and neck cancer.STUDY DESIGN: Prospective clinical trial.METHODS: A standard Dutch text and a diadochokinetic task were recorded. Expert listeners rated voice and speech quality (based on Grade, Roughness, Breathiness, Asthenia, and Strain), articulation (overall, [p], [t], [k]), and comparative mean opinion scores of voice and speech at three assessment points calculated. A structured study-specific questionnaire evaluated patients' perception pretreatment (N=55), at 10-week (N=49) and 1-year posttreatment (N=37).RESULTS: At 10 weeks, perceptual voice quality is significantly affected. The parameters overall voice quality (mean, -0.24; P=0.008), strain (mean, -0.12; P=0.012), nasality (mean, -0.08; P=0.009), roughness (mean, -0.22; P=0.001), and pitch (mean, -0.03; P=0.041) improved over time but not beyond baseline levels, except for asthenia at 1-year posttreatment (voice is less asthenic than at baseline; mean, +0.20; P=0.03). Perceptual analyses of articulation showed no significant differences. Patients judge their voice quality as good (score, 18/20) at all assessment points, but at 1-year posttreatment, most of them (70%) judge their ""voice not as it used to be."" In the 1-year versus 10-week posttreatment comparison, the larynx-hypopharynx tumor group was more strained, whereas nonlarynx tumor voices were judged less strained (mean, -0.33 and +0.07, respectively; P=0.031). Patients' perceived changes in voice and speech quality at 10-week post- versus pretreatment correlate weakly with expert judgments.CONCLUSION: Overall, perceptual CCRT effects on voice and speech seem to peak at 10-week posttreatment but level off at 1-year posttreatment. However, at that assessment point, most patients still perceive their voice as different from baseline.",Excluded
2124,[Prevention of leukemia of the central nervous system. Results of different therapeutic methods and toxic effects],Included
