,titleabstract,decision,prediction
810,"16. The fraction of cancer attributable to lifestyle and environmental factors in the UK in 2010 This chapter summarises the results of the preceding sections, which estimate the fraction of cancers occurring in the UK in 2010 that can be attributed to sub-optimal, past exposures of 14 lifestyle and environmental risk factors. For each of 18 cancer types, we present the percentage of cases attributable to one or all of the risk factors considered (tobacco, alcohol, four elements of diet (consumption of meat, fruit and vegetables, fibre, and salt), overweight, lack of physical exercise, occupation, infections, radiation (ionising and solar), use of hormones, and reproductive history (breast feeding)).Exposure to less than optimum levels of the 14 factors was responsible for 42.7% of cancers in the UK in 2010 (45.3% in men, 40.1% in women)-a total of about 134 000 cases.Tobacco smoking is by far the most important risk factor for cancer in the UK, responsible for 60 000 cases (19.4% of all new cancer cases) in 2010. The relative importance of other exposures differs by sex. In men, deficient intake of fruits and vegetables (6.1%), occupational exposures (4.9%) and alcohol consumption (4.6%) are next in importance, while in women, it is overweight and obesity (because of the effect on breast cancer)-responsible for 6.9% of cancers, followed by infectious agents (3.7%).Population- attributable fractions provide a valuable quantitative appraisal of the impact of different factors in cancer causation, and are thus helpful in prioritising cancer control strategies. However, quantifying the likely impact of preventive interventions requires rather complex scenario modelling, including specification of realistically achievable population distributions of risk factors, and the timescale of change, as well as the latent periods between exposure and outcome, and the rate of change following modification in exposure level. © 2011 Cancer Research UK All rights reserved.",Included,0.14097603
977,"Three-dimensional conformal versus non-graphic radiation treatment planning for apocrine gland adenocarcinoma of the anal sac in 18 dogs (2002-2007) Differences in dose homogeneity and irradiated volumes of target and surrounding normal tissues between 3D conformal radiation treatment planning and simulated non-graphic manual treatment planning were evaluated in 18 dogs with apocrine gland adenocarcinoma of the anal sac. Overall, 3D conformal treatment planning resulted in more homogenous dose distribution to target tissues with lower hot spots and dose ranges. Dose homogeneity and guarantee of not under-dosing target tissues with 3D conformal planning came at the cost, however, of delivering greater mean doses of radiation and of irradiating greater volumes of surrounding normal tissue structures. Copyright © 2011 Blackwell Publishing Ltd.",Included,0.14257576
557,"Effects of NKG2D haplotypes on the cell-surface expression of NKG2D protein on natural killer and CD8 T cells of peripheral blood among atomic-bomb survivors NKG2D is a primary activating receptor that triggers cell-mediated cytotoxicity in NK cells against tumor and virus-infected cells. We previously identified the NKG2D haplotypes in the natural killer gene complex region on chromosome 12p. Two major haplotype alleles, LNK1 and HNK1, were closely related to low and high natural cytotoxic activity phenotypes, respectively. Furthermore, the haplotype of HNK1/HNK1 has revealed a decreased risk of cancer compared with LNK1/LNK1. In the present study, using flow cytometry, we evaluated the functional effects of NKG2D haplotypes and five htSNPs in terms of the cell-surface expression of NKG2D protein on NK and CD8 T cells of peripheral blood among 732 atomic-bomb survivors. NKG2D expression on NK cells showed significant increases, in the order of LNK1/LNK1, LNK1/HNK1 and HNK1/HNK1 haplotypes (p for trend = 0.003), or with major homozygous, heterozygous, and minor homozygous genotypes for individual htSNPs (p for trend = 0.02-0.003). The same trend was observed for NKG2D expression on CD8 T cells. Our findings indicate that the NKG2D haplotypes are associated with the expression levels of NKG2D protein on NK and CD8 T cells, resulting in inter-individual variations in human cytotoxic response. © 2012 American Society for Histocompatibility and Immunogenetics.",Included,0.15377858
1149,"The characteristics of the cerebral asthenia syndrome in persons who were victims of the accident at the Chernobyl Atomic Electric Power Station A total of 107 patients (81 males, 26 females), their age ranging between 34 to 45 years, diagnosed as having discirculatory encephalopathy with underlying cerebrasthenic syndrome, were examined. All the examinees took part in the elimination of the Chernobyl accident effects in 1986. It was found out, that cerebrasthenia which is present in the structure of all clinical variants of organic affection of the brain is the most mobile (functional) link of the morbid process when a disorder sets in rather than the failure of the organ to perform its function. It ranks among other asthenic syndromes reflecting a specific character of exogenous radiation effect on the organism, being a result of a characteristic interaction between the organism and a health hazard. Measures to dispel the asthenic component at the initial stages of development of the disorder will make for reduction or arrest of progression of organic symptomatology.",Included,0.156641
638,Radiation exposure of the physician and patient during transluminar dilatation as well as recanalization using Dotter's method,Included,0.16432782
624,"Interventional cardiologists and risk of radiation-induced cataract: results of a French multicenter observational study BACKGROUND: Interventional cardiologists (ICs) are exposed to X-rays and may be at risk to develop cataract earlier than common senile cataract. Excess risk of posterior subcapsular cataract, known as radiation-induced, was previously observed in samples of ICs from Malaysia, and Latin America. The O'CLOC study (Occupational Cataracts and Lens Opacities in interventional Cardiology) was performed to quantify the risk at the scale of France., METHODS: This cross-sectional multicenter study included an exposed group of ICs from different French centers and an unexposed control group of non-medical workers. Individual information was collected about cataract risk factors and past and present workload in catheterization laboratory. All participants had a clinical eye examination to classify the lens opacities (nuclear, cortical, or posterior subcapsular) with the international standard classification LOCS III., RESULTS: The study included 106 ICs (mean age = 51 +/- 7 years) and 99 unexposed control subjects (mean age = 50 +/- 7 years). The groups did not differ significantly in the prevalence of either nuclear or cortical lens opacities (61% vs. 69% and 23% vs. 29%, respectively). However, posterior subcapsular lens opacities, were significantly more frequent among ICs (17% vs. 5%, p=0.006), for an OR=3.9 [1.3-11.4]. The risk increased with duration of activity but no clear relationship with workload was observed. However, the risk appeared lower for regular users of protective lead glasses (OR=2.2 [0.4-12.8])., CONCLUSIONS: ICs, in France as elsewhere, are at high risk of posterior subcapsular cataracts. Use of protective equipment against X-rays, in particular lead glasses, is strongly recommended to limit this risk. Copyright © 2012 Elsevier Ireland Ltd. All rights reserved.",Included,0.16722815
26,"The role of adjuvant radiotherapy in the local management of desmoplastic melanoma BACKGROUND In the current study, the authors sought to evaluate outcomes, specifically with respect to adjuvant radiotherapy (RT), for patients with desmoplastic melanoma. METHODS The records of 130 consecutive patients who presented between 1985 and 2009 with nonmetastatic desmoplastic melanoma and were treated curatively with either surgery alone (59 patients; 45%) or surgery and postoperative RT (71 patients; 55%) were retrospectively reviewed. Ages ranged from 21 years to 97 years (median age, 66 years). The location of the primary tumor was in the head and neck region in 62% of patients. Only 5 patients (4%) had lymph node involvement at the time of presentation. RESULTS The median follow-up was 6.6 years (range, 11 months-24 years). Overall survival rates at 5 years and 10 years were 69% and 53%, respectively. Disease-specific survival rates were 84% and 80%, respectively, at 5 years and 10 years. The actuarial rate of local recurrence was 17% at 5 years and beyond. Of the patients who underwent surgery without receiving postoperative RT, 14 (24%) experienced local recurrence. Of the 71 patients treated with surgery and postoperative RT, 5 (7%) experienced local recurrence. In a Cox multivariate regression model, improved local control was significantly associated with the receipt of postoperative RT (P = .009). CONCLUSIONS Surgery followed by postoperative RT appears to provide superior local control compared with surgery alone for patients with desmoplastic melanoma. Cancer 2014;120:1361-1368. © 2013 American Cancer Society. The authors performed a retrospective review of 130 consecutive patients presenting for definitive treatment of nonmetastatic desmoplastic melanoma. It was observed that patients treated with surgery followed by postoperative radiotherapy had superior local control compared with patients treated with surgery alone. © 2013 American Cancer Society.",Included,0.17353822
174,"Transcriptional corepressor MTG16 regulates small intestinal crypt proliferation and crypt regeneration after radiation-induced injury Myeloidtranslocation genes (MTGs) are transcriptional corepressorsimplicated in development, malignancy, differentiation, and stem cellfunction. While MTG16 loss renders mice sensitive to chemicalcolitis, the role of MTG16 in the small intestine is unknown. Histologicalexamination revealed that Mtg16-/- mice have increasedenterocyte proliferation and goblet cell deficiency. After exposure toradiation, Mtg16-/- mice exhibited increased crypt viability anddecreased apoptosis compared with wild-type (WT) mice. Flow cytometricand immunofluorescence analysis of intestinal epithelial cellsfor phospho-histone H2A.X also indicated decreased DNA damageand apoptosis in Mtg16-/- intestines. To determine if Mtg16 deletionaffected epithelial cells in a cell-autonomous fashion, intestinal cryptswere isolated from Mtg16-/- mice. Mtg16-/-and WT intestinalcrypts showed similar enterosphere forming efficiencies when culturedin the presence of EGF, Noggin, and R-spondin. However, whenMtg16-/- crypts were cultured in the presence of Wnt3a, theydemonstrated higher enterosphere forming efficiencies and delayedprogression to mature enteroids. Mtg16-/- intestinal crypts isolatedfrom irradiated mice exhibited increased survival compared with WTintestinal crypts. Interestingly, Mtg16 expression was reduced in astem cell-enriched population at the time of crypt regeneration. Thisis consistent with MTG16 negatively regulating regeneration in vivo.Taken together, our data demonstrate that MTG16 loss promotesradioresistance and impacts intestinal stem cell function, possibly dueto shifting cellular response away from DNA damage-induced apoptosisand towards DNA repair after injury.Copyright © 2015 the American Physiological Society.",Included,0.18536998
1155,"NOS1-, NOS3-, PIK3CA-, and MAPK pathways in skin following radiation therapy Background: Essential molecular pathways such as the MAPK pathway, NO system, or the influence of PIK3CA as an oncogene are known to regulate fundamental signalling networks. However, few knowledge about their role in the occurrence of wound healing disorders (WHD) following radiation therapy (RT) exists. This study aims to evaluate the expression profiles of specific molecular pathway marker genes. Method(s): Expression profiles of the genes encoding MAPK, NOS1, NOS3, and PIK3CA were analyzed, by RT-PCR, in specimens from patients with and without a history of RT to the head and neck. Clinical data on the occurrence of cervical WHDs were analyzed. Result(s): Expression analysis of patients with postoperative WHDs revealed a significant increase in MAPK expression compared to the control group without occurrence of postoperative WHDs. PIK3CA showed a significantly increased expression in patients with a history of RT. Expression analysis of all other investigated genes did not reveal significant differences. Conclusion(s): This current study is able to show the influence of RT on different molecular pathways. This underlines the crucial role of specific molecular networks, responsible for the occurrence of long-term radiation toxicity such as WHDs. Additional studies should be carried out to identify possible starting points for therapeutic interventions.Copyright © The Author(s). 2017.",Included,0.19810227
118,"The Aftermath of Surviving Acute Radiation Hematopoietic Syndrome and its Mitigation Intensive research is underway to find new agents that can successfully mitigate the acute effects of radiation exposure. This is primarily in response to potential counterthreats of radiological terrorism and nuclear accidents but there is some hope that they might also be of value for cancer patients treated with radiation therapy. Research into mitigation countermeasures typically employs classic animal models of acute radiation syndromes (ARS) that develop after whole-body irradiation (WBI). While agents are available that successfully mitigate ARS when given after radiation exposure, their success raises questions as to whether they simply delay lethality or unmask potentially lethal radiation pathologies that may appear later in time. Life shortening is a well-known consequence of WBI in humans and experimental animals, but it is not often examined in a mitigation setting and its causes, other than cancer, are not well-defined. This is in large part because delayed effects of acute radiation exposure (DEARE) do not follow the strict time-dose phenomena associated with ARS and present as a diverse range of symptoms and pathologies with low mortality rates that can be evaluated only with the use of large cohorts of subjects, as in this study. Here, we describe chronically increased mortality rates up to 660 days in large numbers of mice given LD70/30 doses of WBI. Systemic myeloid cell activation after WBI persists in some mice and is associated with late immunophenotypic changes and hematopoietic imbalance. Histopathological changes are largely of a chronic inflammatory nature and variable incidence, as are the clinical symptoms, including late diarrhea that correlates temporally with changes in the content of the microbiome. We also describe the acute and long-term consequences of mitigating hematopoietic ARS (H-ARS) lethality after LD70/30 doses of WBI in multiple cohorts of mice treated uniformly with radiation mitigators that have a common 4-nitro-phenylsulfonamide (NPS) pharmacophore. Effective NPS mitigators dramatically decrease ARS mortality. There is slightly increased subacute mortality, but the rate of late mortalities is slowed, allowing some mice to live a normal life span, which is not the case for WBI controls. The study has broad relevance to radiation late effects and their potential mitigation and epitomizes the complex interaction between radiation-damaged tissues and immune homeostasis.Copyright © 2019 by Radiation Research Society. All rights of reproduction in any form reserved.",Included,0.20947607
