,titleabstract,decision
5,"Effects of spaceflight on ocular counterrolling and the spatial orientation of the vestibular system. We recorded the horizontal (yaw), vertical (pitch), and torsional (roll) eye movements of two rhesus monkeys with scleral search coils before and after the COSMOS Biosatellite 2229 Flight. The aim was to determine effects of adaptation to microgravity on the vestibulo-ocular reflex (VOR). The animals flew for 11 days. The first postflight tests were 22 h and 55 h after landing, and testing extended for 11 days after reentry. There were four significant effects of spaceflight on functions related to spatial orientation: (1) Compensatory ocular counterrolling (OCR) was reduced by about 70% for static and dynamic head tilts with regard to gravity. The reduction in OCR persisted in the two animals throughout postflight testing. (2) The gain of the torsional component of the angular VOR (roll VOR) was decreased by 15% and 50% in the two animals over the same period. (3) An up-down asymmetry of nystagmus, present in the two monkeys before flight was reduced after exposure to microgravity. (4) The spatial orientation of velocity storage was shifted in the one monkey that could be tested soon after flight. Before flight, the yaw axis eigenvector of optokinetic afternystagmus was close to gravity when the animal was upright or tilted. After flight, the yaw orientation vector was shifted toward the body yaw axis. By 7 days after recovery, it had reverted to a gravitational orientation. We postulate that spaceflight causes changes in the vestibular system which reflect adaptation of spatial orientation from a gravitational to a body frame of reference. These changes are likely to play a role in the postural, locomotor, and gaze instability demonstrated on reentry after spaceflight.",Included
13,Neurologic and hematologic findings after irradiation for Hodgkin's disease,Included
19,[Changes in the background electrocorticogram and evoked responses of the rabbit cerebral cortex during photostimulation in the course of irradiation],Included
20,[Changes in Synaptic Formations in the Central Nervous System of Dogs after Acute Radiation Sickness],Included
41,Effect of chronic gamma-irradiation and beta-carotene on lipid metabolism in presynaptic membranes in rat brain. Lysophosphatidylcholine is involved in radiation-induced modulation of presynaptic membranes in rat brain. High sensitivity of the cortical integrative functions to chronic low-dose gamma-irradiation is demonstrated. beta-Carotene produced a protective effect during chronic irradiation.,Included
47,"A Comparison between X-Ray and Carbon Ion Irradiation in Human Neural Stem Cells. Glioblastoma multiforme (GBM) is characterized by a poor prognosis and a median survival of ~12-18 months. GBM is usually managed by neurosurgery followed by both chemotherapy and radiotherapy. Since GBM develops resistance to conventional therapies, treatment with C-ions is promising to completely eradicate the tumoural mass. During cranial irradiation, exposure of healthy tissues is inevitable. Because of the presence of neural stem cells, a deep investigation on the effects of C-ion irradiation with respect to X-ray induced damage is mandatory to allow a better definition of treatments. In this work, the comparison of X-rays and C-ion irradiation-induced effects on human neural stem cell, focusing on multiple endpoints, such as cell viability, cytokine secretion and spheroid formation is presented. Results show different temporal and dose responses of human neural stem cells to the different radiation qualities, suggesting different underpinning mechanisms of radiation-induced damages.",Included
61,"Late effects of whole-body irradiation on the intraneuronal metabolism of dopamine and serotonin. [French]. Whole-body irradiation leads to delayed cognitive dysfunction which could result from perturbations of neurotransmission, specially the dopaminergic and the serotoninergic one. The aim of this study was to determine the concentrations of dopamine (DA), serotonin (5-HT) and their metabolites in three cerebral areas of rats, one month after (neutron-gamma) irradiation at 3,38 Gy. An increase of DA, 5-HT, and their catabolites was observed. These effects are weak but observed in older rats.",Included
72,[The function of the hypothalamo-hypophyseal-adrenal system in participants in the cleanup of the aftereffects of the accident at the Chernobyl Atomic Electric Power Station who have a neurocirculatory dystonia syndrome],Included
77,"Long-term hearing status after radiotherapy for nasopharyngeal carcinoma. This paper evaluates the hearing status in the long-term, of patients who have had radiotherapy for nasopharyngeal carcinoma (NPC) and also discusses the hearing losses from a disability point of view, which takes into account binaural hearing. Forty patients who have had NPC successfully treated by a single radical course of radiotherapy of 70-80 Gy were studied at 2-12 years (mean 6.2 years) after radiotherapy. Each patient was examined clinically and with a pure-tone audiogram. Averaged hearing thresholds over 0.5, 1.0, 2.0 and 4.0 kHz were evaluated and a value > 30 dB was considered abnormal. The findings were compared with age-matched controls. The median hearing threshold for each ear in NPC patients was found to be 31.9 dB (range 10.0-86.3 dB) and that for controls 17.5 dB (7.5-38.8 dB) (P < 0.0005, Wilcoxon's matched pairs test). In NPC patients, 44 ears (55.0%) had abnormal hearing, of which 17 (21.3%), 5 (6.3%) and 22 (27.5%) ears had predominantly sensori-neural, conductive and mixed hearing losses, respectively. Nineteen ears had middle ear effusions, accounting for the majority of mixed and conductive hearing losses. In terms of individual patients, 8 (20.0%) and 18 (45.0%) patients had abnormal hearing in one year (monaural hearing disability) and both ears (binaural hearing disability), respectively. In conclusion, a substantial proportion of patients who have had radiotherapy for NPC, have hearing disability in the long-term, as compared to normal controls.",Included
99,"Morphogenesis of asymmetry of rat brain nuclei under normal conditions and during exposure to microgravitation. Histological and morphometrical analysis of the brain and peripheral analyzers revealed proliferative migration abnormalities of brain development and neuron differentiation in mammals during a space flight, which can limit space exploration.",Included
101,"Radiation Induces Distinct Changes in Defined Subpopulations of Neural Stem and Progenitor Cells in the Adult Hippocampus. While irradiation can effectively treat brain tumors, this therapy also causes cognitive impairments, some of which may stem from the disruption of hippocampal neurogenesis. To study how radiation affects neurogenesis, we combine phenotyping of subpopulations of hippocampal neural stem and progenitor cells with double- and triple S-phase labeling paradigms. Using this approach, we reveal new features of division, survival, and differentiation of neural stem and progenitor cells after exposure to gamma radiation. We show that dividing neural stem cells, while susceptible to damage induced by gamma rays, are less vulnerable than their rapidly amplifying progeny. We also show that dividing stem and progenitor cells that survive irradiation are suppressed in their ability to replicate 0.5-1 day after the radiation exposure. Suppression of division is also observed for cells that entered the cell cycle after irradiation or were not in the S phase at the time of exposure. Determining the longer term effects of irradiation, we found that 2 months after exposure, radiation-induced suppression of division is partially relieved for both stem and progenitor cells, without evidence for compensatory symmetric divisions as a means to restore the normal level of neurogenesis. By that time, most mature young neurons, born 2-4 weeks after the irradiation, still bear the consequences of radiation exposure, unlike younger neurons undergoing early stages of differentiation without overt signs of deficient maturation. Later, 6 months after an exposure to 5 Gy, cell proliferation and neurogenesis are further impaired, though neural stem cells are still available in the niche, and their pool is preserved. Our results indicate that various subpopulations of stem and progenitor cells in the adult hippocampus have different susceptibility to gamma radiation, and that neurogenesis, even after a temporary restoration, is impaired in the long term after exposure to gamma rays. Our study provides a framework for investigating critical issues of neural stem cell maintenance, aging, interaction with their microenvironment, and post-irradiation therapy.",Included
108,"Prophylactic cranial irradiation in elderly patients with small cell lung cancer: findings from a North Central Cancer Treatment Group pooled analysis. OBJECTIVES: To examine the efficacy of prophylactic cranial irradiation (PCI) in elderly patients with small cell lung cancer (SCLC) (>=70 years of age) from a pooled analysis of four prospective trials.MATERIALS & METHODS: One hundred fifty-five patients with SCLC (limited stage, LSCLC, and extensive stage, ESCLC) participated in four phase II or III trials. Ninety-one patients received PCI (30 Gy/15 or 25 Gy/10) and 64 patients did not receive PCI. Survival was compared in a landmark analysis that included only patients who had stable disease or better in response to primary therapy.RESULTS: Patients who received PCI had better survival than patients who did not receive PCI (median survival 12.0 months vs. 7.6 months, 3-year overall survival 13.2% vs. 3.1%, HR = 0.53 [95% CI 0.36-0.78], p = 0.001). On multivariate analysis of the entire cohort, the only factor that remained significant for survival was stage (ESCLC vs. LSCLC, p = 0.0072). In contrast, the multivariate analysis of patients who had ESCLC revealed that PCI was the sole factor associated with a survival advantage (HR = 0.47 [95% CI 0.24-0.93], p = 0.03). Grade 3 or higher adverse events (AEs) were significantly greater in patients who received PCI (71.4% vs. 47.5%, p = 0.0031), with non-neuro and non-heme being the specific AE categories most strongly correlated with PCI delivery.CONCLUSIONS: PCI was associated with a significant improvement in survival for our entire elderly SCLC patient cohort on univariate analysis. Multivariate analysis suggested that the survival advantage remained significant in patients with ESCLC. PCI was also associated with a modest increase in grade 3 or higher AEs.",Included
