,titleabstract,decision
4,"Liver cancers in Mayak workers. Liver cancer mortality risks were evaluated in 11,000 workers who started working at the 'Mayak' Production Association in 1948-1958 and who were exposed to both internally deposited plutonium and external gamma radiation. Comparisons with Russian liver cancer incidence rates indicate excess risk, especially among those with detectable plutonium body burdens and among female workers in the plutonium plant. Comparisons within the Mayak worker cohort which evaluate the role of plutonium body burden with adjustment for cumulative external dose indicate excess risk among workers with burdens estimated to exceed 7.4 kBq (relative risk = 17; 95% CI = 8.0-36) and among workers in the plutonium plant who did not have routine plutonium monitoring data based on urine measurements (relative risk = 2.8; 95% CI = 1.3-6.2). In addition, analyses treating the estimated plutonium body burden as a continuous variable indicate increasing risk with increasing burden (P < 0.001). Relative risks tended to be higher for females than for males, probably because of the lower baseline risk and the higher levels of plutonium measured in females. Because of limitations in current plutonium dosimetry, no attempt was made to quantify liver cancer risks from plutonium in terms of organ dose, and risk from external dose could not be reliably evaluated. (C) 2000 by Radiation Research Society.",Included
24,"Sonographic characterisation of radiation-induced carotid artery stenosis. BACKGROUND AND PURPOSE: To study the distribution, extent and sonographic characterisation of radiation-induced carotid artery stenosis in nasopharyngeal carcinoma (NPC) patients., METHODS: The distribution of plaques, the extent of stenosis, and the sonographic characterisation of the plaque at maximum stenosis were recorded in 71 NPC patients. The results were compared with the ultrasound results of a control group of 142 patients presenting with symptoms of cerebrovascular disease or carotid bruit., RESULTS: NPC patients had a higher incidence of carotid stenosis (77 vs. 50.7%). The common carotid arteries were most commonly affected by radiation-induced stenosis (93/142 vs. 37/284 in the control group), whereas the carotid bulb was the most commonly affected (56/284) site in the control group. Significantly more NPC patients had moderate-to-severe stenosis (21/71 vs. 27/142). Analysis of the sonographic appearance of radiation-induced and atherosclerotic plaques showed more diffuse involvement in the post-radiation group. Non-calcified plaques and intraplaque hypoechoic foci were also more frequent in the post-radiation group., CONCLUSIONS: Radiation-induced carotid stenosis is more diffuse in distribution, is associated with more severe luminal stenosis and has different sonographic plaque characterisation compared with carotid stenosis without radiation exposure. Copyright 2002 S. Karger AG, Basel",Included
31,Melanoma and solar radiation,Included
42,"Thyroid nodules in the population living around semipalatinsk nuclear test site: Possible implications for dose-response relationships study. The risk of radiation-induced nodules is higher than the risk for radiation-induced cancer. Risk factors and specific modifiers of the dose-response relationship may vary among different populations and not be well recognized. Many thyroid studies have considered thyroid nodularity itself, but not specific morphological types of thyroid nodules. There are many specific types of thyroid nodules which follow a morphological classification of thyroid lesions, including some congenital and tumor-like conditions. Modern equipment and technique can help us to identify particular specific types of thyroid nodules. In this study we report some results of a clinically applicable approach to materials derived from three studies. From 1999 through 2002, we have screened 571 current residents from 4 exposed and 1 control village near the Semipalatinsk Nuclear Test Site area, who were of similar ages (<20) at the time of major radiation fallout events at the SNTS. Prevalent nodules were identified by ultrasound and fine-needle aspiration biopsy, cytopathology results. Analysis of ultrasound images and cytopathology of thyroid lesions among exposed and non-exposed population allowed us to distinguish some interesting ultrasound features for specific types of thyroid nodules. We believe that it would be interesting and possibly more informative for thyroid dosimetry studies to consider specific morphological types of thyroid nodules. We need more detailed research to clarify the feasibility of applying these findings for study of the dose-response relationship.",Included
56,Radiation exposure of the physician and patient during transluminar dilatation as well as recanalization using Dotter's method,Included
70,"Comparative stochastic effects of inhaled alpha- and beta-particle- emitting radionuclides in beagle dogs. The stochastic effects of inhaled, insoluble particles of alpha- or beta- particle-emitting radionuclides were compared in dogs. Male and female beagle dogs were exposed briefly by nasal inhalation to relatively insoluble aerosols of 239PuO2 or 144Ce in fused aluminosilicate particles (FAP) and observed for cancer for their lifetimes. The initial lung burden and retention of each radionuclide was determined by whole-body counting of the emissions from 144Ce-144Pr- or 169Yb-labeled 239PuO2. Lung doses were calculated for each dog from these data. The lung doses ranged from 0.21 to 1200 Gy for 144Ce FAP and 1.6 to 58 Gy for 239PuO2. Dogs with doses to the lung of about 60 Gy or greater from 144Ce or about 2 Gy or greater from 239PuO2 had an increased incidence of lung carcinomas. In dogs exposed to 144Ce FAP, three organs were targets for neoplasia: lung, tracheobronchial lymph nodes, and heart. The insoluble FAP carried to the lymph nodes draining the lung delivered high radiation doses to the nodes and adjacent heart, resulting in hemangiosarcomas of these organs. In the lung, high radiation doses induced hemangiosarcomas and carcinosarcomas. At lower doses, carcinomas of various histological patterns were induced in the lung. In dogs exposed to 239PuO2, the lung was the sole target organ for neoplasia. Nearly all of these neoplasms were carcinomas of various histological patterns. These results indicated that relatively low doses of alpha-particle radiation can induce pulmonary cancers, but relatively large doses of beta-particle radiation are required. In addition, inhaled beta-particle emitters can also induce cancers in lung-associated lymph nodes and heart at these larger absorbed radiation doses.",Included
88,Radiation-induced alterations in succinate dehydrogenase activity in the muscle of pigeon,Included
93,"Increase of chromosomal aberrations induced by ionising radiation in peripheral blood lymphocytes of civil aviation pilots and crew members. This study inquires if there is an increase of chromosomal aberrations by ionising radiation of cosmic origin in civil pilots and flight-crew members. Totals of 37,208 exposed cells and 10,950 control cells, from 192 and 55 donors respectively, were scored averaging 200 observations per subject. The analysis showed the increase of dicentric and ring chromosomes in peripheral blood lymphocytes of the flight personnel. The difference of the total aberration frequencies between exposed and control was statistically significant.",Included
96,"Micronuclei in lymphocytes from radon spa personnel in the Czech Republic. PURPOSE: To assess the radiation exposure of radon spa personnel in Jachymov, Czech Republic., METHODS: The frequency of micronucleus-containing cells and the percentage of centromere-free micronuclei (micronuclei containing only acentric fragments) was determined in peripheral blood lymphocytes of 42 individuals working at the Jachymov spa and 42 control individuals., RESULTS: There was a highly significant increase in the frequency of micronucleus-containing cells as well as the percentage of centromere-free micronuclei in the lymphocytes of spa personnel versus controls. No individual dosimetry data were available. A comparison with results from currently active uranium miners suggests that the individuals examined at the Jachymov spa had accumulated effective doses in the order of several tens of mSv, very similar to those of the miners., CONCLUSION: The spa personnel in Jachymov needs to be monitored on an individual level.",Included
115,"Faecal microbiota transplantation protects against radiation-induced toxicity. Severe radiation exposure may cause acute radiation syndrome, a possibly fatal condition requiring effective therapy. Gut microbiota can be manipulated to fight against many diseases. We explored whether intestinal microbe transplantation could alleviate radiation-induced toxicity. High-throughput sequencing showed that gastrointestinal bacterial community composition differed between male and female mice and was associated with susceptibility to radiation toxicity. Faecal microbiota transplantation (FMT) increased the survival rate of irradiated animals, elevated peripheral white blood cell counts and improved gastrointestinal tract function and intestinal epithelial integrity in irradiated male and female mice. FMT preserved the intestinal bacterial composition and retained mRNA and long non-coding RNA expression profiles of host small intestines in a sex-specific fashion. Despite promoting angiogenesis, sex-matched FMT did not accelerate the proliferation of cancer cells in vivo. FMT might serve as a therapeutic to mitigate radiation-induced toxicity and improve the prognosis of tumour patients after radiotherapy.Copyright © 2017 The Authors. Published under the terms of the CC BY 4.0 license",Included
134,"Radiation exposure: a new risk factor for idiopathic perifoveal telangiectasis. OBJECTIVE: To examine the association between previous radiation exposure and idiopathic perifoveal telangiectasis (IPT)., DESIGN: A multicentered, individually matched, case-control study design was used. PARTICIPANTS /CONTROLS: Sixty-five case subjects were matched with 175 control subjects. Individuals with unequivocal evidence of angiographically confirmed IPT were included as cases. Control subjects were matched for center, age, and gender., MAIN OUTCOME MEASURE: The main exposures of interest were a history of therapeutic head or neck irradiation and environmental radiation exposure., METHODS: A standardized questionnaire was administered to case and control subjects. Data were collected for the main exposures of interest as well as pertinent covariates. Conditional logistic regression was used to evaluate therapeutic and environmental radiation as risks for IPT., RESULTS: On univariate analysis, head or neck irradiation was associated with IPT (odds ratios [OR] = 4.15, 95% confidence interval [CI] = 1.30-13.24). While controlling for diabetes and family history of diabetes, IPT was found to be associated with both head or neck irradiation (OR = 4.06, 95% CI = 1.20-13.76) and with environmental irradiation (OR = 6.73, 95% CI = 1.06-42.74)., CONCLUSIONS: This study presents a previously unreported association between prior radiation exposure and IPT.",Included
158,Permanent radiation myelopathy,Included
162,"Two radiation-induced chromosomal inversions in mice (Mus musculus). Whole-body x-irradiation of male mice has produced presumptive paracentric inversions in 15 animals, as evidenced by high frequencies of first meiotic anaphase bridges. Two of the highest frequencies observed have been propagated through several generations and found to behave as dominant genes. Acentric fragments were observed associated with about 10% of the bridges. The first inversion, in linkage group XIII, has been designated In(13)1Rk, and the second, in linkage group XVII, In(17)2Rk. For In(13)1Rk, recombination was reduced between loci inside and outside the inverted segment.",Included
172,"Mortality and cancer incidence following occupational radiation exposure: third analysis of the National Registry for Radiation Workers. Mortality and cancer incidence were studied in the National Registry for Radiation Workers in, relative to earlier analyses, an enlarged cohort of 174 541 persons, with longer follow-up (to 2001) and, for the first time, cancer registration data. SMRs for all causes and all malignant neoplasms were 81 and 84 respectively, demonstrating a 'healthy worker effect'. Within the cohort, mortality and incidence from both leukaemia excluding CLL and the grouping of all malignant neoplasms excluding leukaemia increased to a statistically significant extent with increasing radiation dose. Estimates of the trend in risk with dose were similar to those for the Japanese A-bomb survivors, with 90% confidence intervals that excluded both risks more than 2-3 times greater than the A-bomb values and no raised risk. Some evidence of an increasing trend with dose in mortality from all circulatory diseases may, at least partly, be due to confounding by smoking. This analysis provides the most precise estimates to date of mortality and cancer risks following occupational radiation exposure and strengthens the evidence for raised risks from these exposures. The cancer risk estimates are consistent with values used to set radiation protection standards.",Included
