,titleabstract,decision,prediction
754,"Adrenoreceptor development in rat cerebrum and the effects of ionizing radiation Previous studies in the rat have shown that neonatal radiation alters certain aspects of CNS monoaminergic systems including altering cerebral norepinephrine levels [17]. To determine if cerebral adrenoreceptor development is also altered by neonatal ionizing radiation, a single dose of whole body gamma-radiation was administered to rats on postnatal day two. This treatment did not alter (3H)-dihydroalprenolol (beta adrenoreceptor) or (3H)-WB4101 (alpha1 adrenoreceptor) binding when cerebra from irradiated animals were compared to age-matched sham-irradiated controls on postnatal days 9, 15 and 35. In contrast, (3H)-yohimbine (alpha2-adrenoreceptor) binding was altered in gamma-irradiation, a change manifested on postnatal days 9, 15 and 35 by lower than normal receptor densities (pmoles/g wet weight of tissue) although no radiation-induced changes in KD were apparent.",Excluded,0.99207616
302,"Cranial irradiation significantly reduces beta amyloid plaques in the brain and improves cognition in a murine model of Alzheimer's Disease (AD) BACKGROUND AND PURPOSE: To investigate if cranial X-irradiation reduces amyloid-beta (Abeta) plaques and influences cognitive function in a transgenic mouse model of AD.METHODS AND MATERIALS: B6.Cg-Tg (APPswePSEN1dE9)85Dbo/J AD-prone mice were given cranial X-irradiation. The number of Abeta plaques, along with expression of AD specific genes (84 genes: Mouse Alzheimer's Disease RT(2) Profiler), radiation-associated cytokines (Milliplex MAP Mouse Cytokine Chemokine Immunoassay) and immunohistochemistry (IL10, IL-1beta, Iba1 CD45) was assessed. Behavioral testing was performed to relate changes in Abeta burden to cognitive function using a Morris water-maze task.RESULTS: Single X-ray doses reduced the number (p=0.002) and size (p=0.01) of Abeta plaques. Low-dose fractionation produced greater 50.6% (1 Gy x 10), 72% (2 Gy x 5) and 78% (2 Gy x 10) reductions. Irradiation was associated with gene (Pkp4, 1.5-fold, p=0.004) and proteomic (MIP-2, 8-fold, p=0.0024) changes at 24-48 h. Microglia increased at 4 weeks post-irradiation (p=0.001). The reduction in Abeta burden (2 Gy x 5) was associated with cognitive improvement (p=0.012).CONCLUSION: This is the first report that a clinically relevant course of external beam irradiation (2 Gy x 5) produces a significant reduction in AD-associated amyloid-beta plaques with a subsequent improvement in cognitive function. However, longer-term studies are needed to define the precise underlying mechanism and longevity of this response.",Excluded,0.99206525
444,"Increased activity and involvement of caspase-3 in radiation-induced apoptosis in neural cells precursors from developing rat brain Using primary cultures of neural precursor cells of cortex from developing rat brain, we demonstrated the involvement of caspase-3 in the apoptotic process induced by gamma irradiation. The precursor nature of cells was confirmed by nestin and GFAP immunoreactivity and by the capacity of differentiation in neuronal and glial cells after 5 days in culture. Neural precursors were irradiated with single doses ranging from 0.1 to 4Gy. Cellular death, determined 24 h post-irradiation (pi) was dose-dependent and the induction of apoptosis was confirmed by nuclear condensation, DNA fragmentation and hypodiploid DNA peak represented by the ""sub G1"" region. For the higher doses, apoptosis was evident after 4-6 h pi and increased during 24 h. Caspase-3 activity increased with doses and was maximal at 4-6 h pi with 3Gy and remained similar with 4Gy. The protection from radiation-induced apoptosis by caspase-3 inhibitor, zDEVD-fmk, confirmed that this enzyme is involved in the apoptotic mechanism in this system. The possibility of using this tissue culture system for studying the effects of ionizing radiation on morphological and molecular differentiation was considered.",Excluded,0.9920626
1130,"Anti-apoptotic and antioxidant effects of low dose gamma irradiation against diabetes-induced brain injury in rats The current study aimed to investigate the effect of different low doses of gamma irradiation on hyperglycemia-induced brain injury. The aim was further extended to investigate the sub-chronic effect of low dose radiation on the neuronal damage induced by diabetes. To induce diabetes, male albino rats were injected with dexamethasone (10 mg/kg/day, for 9 successive days, subcutaneously). Different diabetic groups were irradiated with 0.1, 0.25 and 0.5 Gy. The effect of low dose gamma irradiation on the hyperglycemia-induced brain damage based was analyzed at two levels: oxidative stress and apoptosis. The brain contents of glutathione, malondialdhyde and total nitrate/nitrite were measured to assess the oxidative stress. In order to evaluate the extent of the apoptotic changes in brain, tissue caspase-3 expression was detected using immunohistochemistry and the degree of DNA fragmentation was estimated. Moreover, brain tissues were examined using light microscopy to evaluate the histological changes in different groups and serum lactate dehydrogenase activity was determined as an indicator for the brain tissue damage. Results indicated that exposure to 0.5 Gy ameliorated the hyperglycemia and subsequently inhibited oxidative stress and apoptosis. Radiation exposure at this dose level also increased the survival rate of diabetic animals.",Excluded,0.99203545
818,[Effect of x-irradiation on properties of Ca2+-calmodulin-dependent protein kinase from rat spleen lymphocytes] Ca(2+)-calmodulin-dependent kinase has been isolated and purified from rat spleen lymphocytes cytosol in control and 12 h after the effect of X-ray radiation in a dose of 0.5 and 1 Gy. The isolated enzyme showed a remarkable similar substrate specificity and kinetic properties to those of rat brain and rat spleen calmodulin-dependent protein kinase II.,Excluded,0.9920322
447,"Early neural grafts transiently reduce the behavioral effects of radiation-induced fascia dentata granule cell hypoplasia X-irradiation of the neonatal rat hippocampus produces a selective hypoplasia of fascia dentata granule cells, locomotor hyperactivity, perseverative movements and deficits in passive avoidance. We previously reported that transplantation of fetal hippocampal tissue into the adult (age = 182 +/- 4 days) brain produced a partial recovery of these behavioral deficits. Since graft/host interconnections are more prominent when transplants are conducted soon after radiation-induced hippocampal damage, in this study we transplanted hippocampal or cerebral cortex neurons when host rats were 33 +/- 5 days of age (i.e. only 16 days after radiogenic brain damage). Behavioral evaluations were conducted 80 and 182 days after transplantation or surgical control procedures. In the first test series only, selective components of locomotion (e.g. stereotypy and total distance traveled) and perseverative turning (e.g. mean bout length and turning speed topography) were normalized by the hippocampal grafts. Radiation-induced changes in passive avoidance were less prominent in these studies than in past experiments. Still, transplantation of hippocampal tissue improved performance on this learning task as well. Cerebral cortex grafts did not produce reliable improvements in most behavioral measures. These data suggest that hippocampal grafts placed soon after X-ray induced fascia dentata hypoplasia reduce a broad range of behavioral deficits. However, these benefits are transient and, for the most part, depend on the use of transplant tissues homologous with those damaged.",Excluded,0.9920311
263,"Adaptive compensatory brain response to irradiation. [Russian] In totally irradiated chick and rat embryos, young chicks and rats structural functional activity of the subcellular reparative processes in the brain cortex was studied. The animals were given an irradiation dose of 600 and 1,200 rad. In embryogenesis and in early postnatal period, the adaptive compensatory response is shown after X-ray irradiation to be characterized by subcellular changes and organelle hypertrophy of the neurons in the CNS accompanied by disturbances in metabolic and synthesis processes. Ultrastructural regeneration goes side by side with the destructive processes in them.",Excluded,0.9920289
48,"Functional and structural recovery of injured spinal cord following delayed X-irradiation in rats OBJECTIVE: To test the hypothesis that delayed X-irradiation can enhance the functional and structural recovery of the injured spinal cord in rats.METHODS: Seventy Sprague-Dawley rats were randomly divided into two groups, 35 rats in each. The control group sustained a one-minute clip compression (force of clip was 30 g) injury of the spinal cord at the T2 level, without X-irradiation. The experimental group received X-irradiation 14 days after injury. Neurological function was assessed by the modified Tarlov method, including hind limbs movement, inclined plane, and pain withdrawal. These tests were performed in a blinded fashion at 3, 7, 14, 21, 28, 35, and 42 days after injury. At 43 days after injury, histological examination of the injured spinal cord was performed following decapitation of the rats.RESULTS: Sixty-two rats met the experimental requirements (spinal cord injury was similar), 32 rats in experimental group and 30 rats in control group. Statistically significant difference was observed between the two groups in hind limbs movement and inclined plane (P < 0.01), but not in the pain withdrawal test. The edema and necrosis areas of injured spinal cords in experimental group were less than those in control group, and axons in experimental group were significantly more than those in control group (P < 0.01).CONCLUSION: Delayed X-irradiation following spinal cord injury may enhance functional recovery by improving and restoring structural integrity of the injured spinal cord in rats.",Excluded,0.9920238
108,"X-ray therapy promotes structural regeneration after spinal cord injury in a rat model OBJECTIVE: This study aims to investigate the therapeutic effects and mechanisms of x-ray treatment on rats following spinal cord injury (SCI).METHODS: Forty-six female Sprague-Dawley rats were subjected to spinal cord injury using the modified Allen weight-drop method. The animals were randomly divided into six groups. Two of the animal groups were irradiated with 10 Gy at the lesion site; another two groups were irradiated with 20 Gy; and the last two groups without irradiation were regarded as the sham group. One of the each of two animal groups was euthanized at different time points at 4 and 12 weeks, respectively, after irradiation. Spinal cord calluses were assessed using kinology and electrophysiology and histology methods.RESULTS: In all of the groups, the neurofilament (NF) counts at 14 weeks were found to be higher than that at 6 weeks after SCI. Both 10-Gy irradiated and 20-Gy irradiated groups were higher than those of the sham group at each time point (P < 0.05). The myelin basic protein (MBP) count decreased at 14 weeks after SCI in the irradiated groups (P < 0.05) but increased at 14 weeks in the sham group (P < 0.05). Furthermore, the MBP count of the irradiated groups was lower than that of the sham group at 14 weeks (P < 0.05). The glial fibrillary acidic protein (GFAP) and Nogo-A counts at 14 weeks were higher than those at 6 weeks in all the groups (P < 0.05), and there was no statistical significance with kinology and electrophysiology tests in all groups.CONCLUSIONS: A self-repair mechanism exists after spinal cord injury, which lasts at least 14 weeks. X-ray therapy promotes the regeneration of the spinal cord system after injury.",Excluded,0.9920223
1031,"[Changes of Spinal Motor Neurons in Mice after a Space Flight] The expression of choline acetyltransferase (ChAT), neurofilament (NF) protein 200 kDa, calbindin (CAB) 28 kDa, neuronal NO-synthase (nNOS), caspase 3, Ki-67 was studied in motor neurons from TIII-TV segments of the spinal cord in C57/ BL6 male mice by immunohistochemical methods 12 h after a 30 days-long space flight on the Bion-M1 biosatellite. Mice living under standard vivarium conditions served as a control. The motoneurons of experimental animals demonstrated the reactive changes that were manifested by the increase of their size, decrease in the number of subpopulations expressing ChAT and NF, increase of subpopulations containing CAB, appearance of motor neurons expressing nNOS, caspase-3, and the absence of Ki-67. The lack of proliferating gliocytes, the preservation of nucleolar component indicate the absence of necrobiotic changes characteristic of necrosis. The cytoplasmic vacuolization was observed in thionine-stained CAB-immunoreactive neurons. The disintegration of motor neurons into fragments resembling the apoptotic bodies was observed in single cells that contained caspase-3.",Excluded,0.9919956
