,titleabstract,decision,prediction
98,"Does Vacuum-assisted Closure Reduce the Risk of Wound Complications in Patients With Lower Extremity Sarcomas Treated With Preoperative Radiation? BACKGROUND: Although preoperative radiation followed by wide local excision yields excellent local control in soft tissue sarcomas, the risk of wound complications is reported to be higher compared with the incidence in patients who were administered postoperative radiation therapy. Vacuum (vac)-assisted closure may improve wound healing, but it is unknown whether vac-assisted closure during soft tissue sarcoma resection may reduce the risk of wound complications or impair local disease control., QUESTIONS/PURPOSES: (1) Does the use of a wound vac application at the time of soft tissue sarcoma resection reduce the risk of developing wound complications after lower extremity sarcoma resection? (2) Is vac-assisted closure associated with an increased risk of local relapse?, METHODS: From 2000 to 2016, 312 patients with stage I to III soft tissue sarcomas were treated. Of these, 123 were treated with preoperative radiation +/- chemotherapy followed by limb-sparing resection based on tumor location, size, grade, histology, and patient age. There was a minimum followup of 12 months. Radiation was delivered generally based on tumor size, grade, superficial versus deep nature, and proximity to neurovascular structures. Chemotherapy was administered in patients < 70 years old with high-grade tumors and tumors > 5 cm. Patient, demographic, and treatment variables, including incisional vac application and wound outcomes, were retrospectively evaluated. Incisional vac-assisted closure took place at the time of primary resection in 32% (46 of 123) of patients. Vac-assisted closure was considered when there was a concern for risk of external contamination such as instances in which fixation of adhesives would be difficult or regions where there was a high risk of contamination. Vac-assisted closure may have also been used in instances with increased wound tension at closure or with heightened concern for shearing on the wound such as buttock wounds. Ten patients were lost to followup, two in the vac group and eight in the non-vac group. Potential factors associated with wound complications were evaluated using Fisher's exact test for univariate analysis and logistic regression for multivariate analysis. Local recurrence-free survival was evaluated using the Kaplan-Meier estimate., RESULTS: After taking into consideration factors such as tumor size, location, age, and patient comorbidities, it was shown that patients who underwent vac-assisted closure were less likely to experience wound complications compared with patients who did not undergo vac-assisted closure (odds ratio, 0.129; 95% confidence interval [CI], 0.041-0.398; p = 0.004). The local control incidence in the entire cohort was 98%. With the numbers available, Kaplan-Meier survivorship free from local recurrence did not differ between patients treated with or without the vac (100% [95% CI, 154.09-154.09] versus 96% [95% CI, 152.21-169.16]; p = 0.211), respectively., CONCLUSIONS: Vac-assisted closure at the time of resection of proximal lower extremity soft tissue sarcomas is associated with a lower risk of wound complications, and its use apparently did not compromise local control. We show that the use of vac-assisted closure may be worth considering in surgeons' attempts to reduce the risk of wound complications among patients with soft tissue sarcomas of the proximal lower extremities., LEVEL OF EVIDENCE: Level III, therapeutic study.",Included,0.1969553
161,"Preclinical studies with the Faure high energy neutron facility: response of pig skin to fractionated doses of fast neutrons (66 MeVp----Be) The early and late responses of pig skin to fractionated doses of both unfiltered and filtered (i.e. hardened) neutrons using the Faure neutron therapy facility (66 MeVp----Be) were determined and compared with those following fractionated doses with 60Co gamma-rays. Dose-effect curves for the quantal responses of moist desquamation (early epithelial response) and dermal necrosis (late response) were fitted by probit analysis and ED50 values obtained. For a neutron fractionation scheme comprised of 12 fractions in 26 days, and using an unfiltered beam, the ED50 values for moist desquamation and dermal necrosis were 18.67 +/- 2.22 and 22.25 +/- 0.48 Gy, respectively, whereas in the case of the filtered beam, the corresponding ED50 values were 24.78 +/- 1.44 and 23.30 +/- 0.47 Gy. In order to provide a comparison, the values for 24 fractions of 60Co gamma-rays given in 39 days (a clinical protocol used in the Groote Schuur Hospital) were 74.02 +/- 2.92 and 66.72 +/- 1.93 Gy for moist desquamation and dermal necrosis, respectively. For the unfiltered beam, values for the comparative biological effectiveness (CBE) were 3.96 and 3.00 for the early and late skin response, respectively. The corresponding CBE values were for the filtered beam 2.99 and 2.86. These results for the Faure neutron therapy facility can be extrapolated to the human situation with a high degree of confidence, so that the neutron dose which would yield acceptable skin damage in patients may be determined using the data presented here.",Included,0.19760293
526,"Radiation-Induced Myocardial Fibrosis in Long-Term Esophageal Cancer Survivors Purpose: Radiation-induced cardiac toxicity is a potential lethal complication. The aim of this study was to assess whether there is a dose-dependent relationship between radiation dose and myocardial fibrosis in patients who received neoadjuvant chemoradiation (nCRT) for esophageal cancer (EC). Methods and Materials: Forty patients with EC treated with a transthoracic esophagectomy with (n = 20) or without (n = 20) nCRT (CROSS study regimen) were included. Cardiovascular magnetic resonance imaging (1.5 Tesla) for left ventricular (LV) function, late gadolinium enhancement, and T1 mapping were performed. Extracellular volume (ECV), as a surrogate for collagen burden, was measured for all LV segments separately. The dose-response relationship between ECV and mean radiation dose per LV myocardial segment was evaluated using a mixed-model analysis. Result(s): Seventeen nCRT and 16 control patients were suitable for analysis. The mean time after treatment was 67.6 +/- 8.1 (nCRT) and 122 +/- 35 (controls) months (P = .02). In nCRT patients, we found a significantly higher mean global ECV of 28.2% compared with 24.0% in the controls (P < .001). After nCRT, LV myocardial segments with elevated ECV had received significantly higher radiation doses. In addition, a linear dose-effect relation was found with a 0.136% point increase of ECV for each Gy (P < .001). There were no differences in LV function measures and late gadolinium enhancement between both groups. Conclusion(s): Myocardial ECV was significantly higher in long-term EC survivors after nCRT compared with surgery only. Moreover, this ECV increase was linear with the radiation dose per LV segment, indicating radiation-induced myocardial fibrosis.Copyright © 2021 The Author(s)",Included,0.19771545
564,"The maximum tolerated dose of gamma radiation to the optic nerve during gamma knife radiosurgery in an animal study BACKGROUND: The safety of gamma knife radiosurgery should be considered when treating pituitary adenomas., OBJECTIVES: To determine the maximum tolerated dose of radiation delivered by gamma knife radiosurgery to optic nerves., METHODS: An animal model designed to establish prolonged balloon compression of the optic chiasm and parasellar region was developed to mimic the optic nerve compression caused by pituitary adenomas. Twenty cats underwent surgery to place a balloon for compression effect and 20 cats in a sham operation group received microsurgery without any treatment. The effects of gamma knife irradiation at 10-13 Gy on normal (sham operation group) and compressed (optic nerve compression group) optic nerves were investigated by pattern visual evoked potential examination and histopathology., RESULTS: Gamma knife radiosurgery at 10 Gy had almost no effect. At 11 Gy, P100 latency was significantly prolonged and P100 amplitude was significantly decreased in compressed optic nerves, but there was little change in the normal optic nerves. Doses of 11 Gy and higher induced significant electrophysiological variations and degeneration of the myelin sheath and axons in both normal and compressed optic nerves., CONCLUSIONS: Compressed optic nerves are more sensitive to gamma knife radiosurgery than normal optic nerves. The minimum dose of gamma knife radiosurgery that causes radiation injury in normal optic nerves is 12 Gy; however, the minimum dose is 11 Gy in compressed optic nerves. Copyright © 2013 S. Karger AG, Basel.",Included,0.19778194
819,"The risk of cataractogenesis after gamma knife radiosurgery: a nationwide population based case-control study BACKGROUND: Medical radiation is considered a factor responsible for cataractogenesis. However, the incidence of this ophthalmologic complication resulting from gamma knife radiosurgery (GKRS) has not yet been reported. The present study aimed to determine the risk of cataractogenesis associated with radiation exposure from GKRS., METHODS: This study used information from a random sample of one million persons enrolled in the nationally representative Taiwan National Health Insurance Research Database. The GK group consisted of patients who underwent GKRS between 2000 and 2009. The non-GK group was composed of subjects who had never undergone GKRS, but who were matched with the case group for time of enrollment, age, sex, history of coronary artery disease, hypertension, and diabetes., RESULTS: There were 277 patients in the GK group and 2770 matched subjects in the non-GK group. The GK group had a higher overall incidence of cataracts (10.11% vs. 7.26%; crude hazard ratio [cHR], 1.59; 95% CI, 1.07-2.36; adjusted hazard ratio [aHR], 1.25; 95% CI, 0.82-1.90) than the non-GK group. Patients who had undergone computed tomography and/or cerebral angiography (CT/angio) studies had a higher risk of developing cataracts than those who did not (10.82% vs. 6.64%; cHR, 1.74; 95% CI, 1.31-2.30; aHR, 1.65; 95% CI, 1.22-2.23). The age group between 30 and 50 years had the highest risk of cataractogenesis in both the GK and CT/angio groups (cHR, 3.50; 95% CI, 1.58-7.72; aHR, 2.43; 95% CI, 1.02-5.81; cHR, 2.96; 95% CI, 1.47-5.99; aHR, 2.27; 95% CI, 1.05-4.93, respectively)., CONCLUSIONS: Radiation exposure due to GKRS and CT/angio study may be independently associated with increased risk of cataractogenesis. We suggest routine dosimetry measurement of eye lens and proper protection for patients with benign lesions during GKRS. Regular follow-up imaging studies should avoid the use of CT/angio, and particular care should be taken in the 30-50-year-old age group, due to their significantly increased risk of cataract formation.",Included,0.19820853
529,"[Local recurrence of rectal cancers. Multidimensional analysis by anatomoclinical factors and role of irradiation] Pre- or postoperative radiation therapy reduces the incidence of local recurrence after surgical treatment of rectal carcinoma. Factors related to local recurrence were analyzed retrospectively by uni- and multivariate analysis. One hundred and fifty-five patients (mean age: 65 years) were operated on with curative intent between 1967 and 1984. Ninety-four patients (46 patients having abdominoperineal resections (APR), and 48 having anterior resections) did not receive radiation therapy. Sixty-one patients had preoperative radiation therapy followed by APR in 59 cases. Univariate analysis showed that the risk of local recurrence increased significantly with male sex (p less than 0.006), positive lymph nodes (p less than 0.01), vascular invasion (p less than 0.02), and Astler-Coller classification (p less than 0.05). Tumor located at less than 5 cm from the anal verge was significantly related to recurrence only in patients not receiving radiation therapy (p less than 0.02). Multivariate analysis including therapeutic modalities showed that local recurrence was significantly related with male sex (p less than 0.02), positive lymph nodes (p less than 0.01), and distance to anal verge (p less than 0.01). The beneficial role of radiation therapy appeared only for tumors located 5 cm or less from the anal verge. Prognostic scores were established using these variables and the effect of irradiation was evaluated according to these scores. Radiation therapy significatively reduced the risk of local recurrence in low-risk patients, i.e., female with low-lying tumor and with negative lymph nodes (p less than 0.03). (ABSTRACT TRUNCATED AT 250 WORDS)",Included,0.1982325
254,"Diagnostic medical radiation in inflammatory bowel disease: Primum non-nocere? Background and Aims Patients with Inflammatory Bowel disease (IBD) are frequently exposed to diagnostic medical radiation for the diagnosis and evaluation of their disease. Despite increasing awareness of the potentially serious downstream effects, few studies have quantified radiation exposure in IBD patients. Methods We conducted a retrospective review of 225 consecutive patients attending IBD clinics at our hospital. Clinical data including demographics, disease characteristics and therapy were obtained from case note and electronic patient record review. All incidences of diagnostic medical radiation from initial diagnosis until 30 June 2010 inclusive were recorded from case note and computerised radiology database system review. The radiation dose for each procedure was obtained from published tables from the Royal College of Radiologists, UK. Effective dose for each procedure was calculated by multiplying this value by the number of procedures during the study period. The sum of doses received was the cumulative effective dose. Results One hundred and two of the 225 IBD patients reviewed were female, 123 were male. The median age was 48 (Range 17-88) and mean disease duration 9.8 years. One hundred and four patients had Crohn's disease, 113 patients had ulcerative colitis and 8 patients had an indeterminate colitis. The mean and median cumulative effective radiation doses were 11.35 mSv and 5.12 mSv respectively. A cumulative radiation dose greater than 10 mSv was seen in 40.9% (92) patients and greater than 25 mSv in 12.9% (29) patients. In 9 patients the cumulative effective dose was greater than 50 mSv. Crohn's disease was associated with a higher cumulative effective dose with exposure exceeding 10 mSv in 60.6%, 25 mSv in 22.1% and 50 mSv in 8.7% patients respectively. CT imaging accounted for 43% and barium studies for 32% of the total cumulative effective dose exposure. Thirty-nine patients had small bowel magnetic resonance (MR) studies as an alternative to ionising radiation in the last 3 years. Conclusions Patients with IBD, particularly those with Crohn's disease are exposed to significant amounts of diagnostic medical radiation in their lifetime. The increased risk of cancer from cumulative radiation coupled with the inherent risk of colorectal malignancy in long standing IBD and the potential for immunomodulator drugs such as azathioprine to increase the risk of cancers (e.g. lymphoma) is of great clinical and public health concern. Clinicians must remain vigilant to these risks when evaluating these patients and radiation exposure should be minimised and when possible alternatives such as intestinal ultrasound and MR imaging should be preferred.",Included,0.19845654
78,"Altered mechanical behavior of demineralized bone following therapeutic radiation Post-radiotherapy (RTx) bone fragility fractures are a late-onset complication occurring in bone within or underlying the radiation field. These fractures are difficult to predict, as patients do not present with local osteopenia. Using a murine hindlimb RTx model, we previously documented decreased mineralized bone strength and fracture toughness, but alterations in material properties of the organic bone matrix are largely unknown. In this study, 4 days of fractionated hindlimb irradiation (4 x 5 Gy) or Sham irradiation was administered in a mouse model (BALB/cJ, end points: 0, 4, 8, and 12 weeks, n = 15/group/end point). Following demineralization, the viscoelastic stress relaxation, and monotonic tensile mechanical properties of tibiae were determined. Irradiated tibiae demonstrated an immediate (day after last radiation fraction) and sustained (4, 8, 12 weeks) increase in stress relaxation compared to the Sham group, with a 4.4% decrease in equilibrium stress (p <.017). While tensile strength was not different between groups, irradiated tibiae had a lower elastic modulus (-5%, p =.027) and energy to failure (-12.2%, p =.012) with monotonic loading. Gel electrophoresis showed that therapeutic irradiation (4 x 5 Gy) does not result in collagen fragmentation, while irradiation at a common sterilization dose (25 kGy) extensively fragmented collagen. These results suggest that altered collagen mechanical behavior has a role in postirradiation bone fragility, but this can occur without detectable collagen fragmentation. Statement of Clinical Significance: Therapeutic irradiation alters bone organic matrix mechanics and which contribute to diminished fatigue strength, but this does not occur via collagen fragmentation.Copyright © 2020 Orthopaedic Research Society. Published by Wiley Periodicals LLC",Included,0.19973315
131,"A system for focal intracavitary irradiation of bladder cancer with remote iridium-192 afterloading An afterloading system for remote-control focal intracavitary irradiation of bladder cancer is presented. With 192Ir as radiation source, we demonstrated the practicability of the method in 23 chinchilla rabbits. A system for focal intracavitary irradiation of bladder cancer in humans was developed. A guiding tube with an inflatable balloon led to a reproducible vesical diameter. The intravesical part of the tube was shielded with lead and had a slit for focal radiation exposure. Three variant guiding tubes with different positions of the slit were designed to allow irradiation of any part of the bladder. The application is planned in patients with locally advanced tumors who refuse radical cystectomy or who are medically inoperable.",Included,0.20183985
558,"Apollo Lunar Astronauts Show Higher Cardiovascular Disease Mortality: Possible Deep Space Radiation Effects on the Vascular Endothelium As multiple spacefaring nations contemplate extended manned missions to Mars and the Moon, health risks could be elevated as travel goes beyond the Earth's protective magnetosphere into the more intense deep space radiation environment. The primary purpose of this study was to determine whether mortality rates due to cardiovascular disease (CVD), cancer, accidents and all other causes of death differ in (1) astronauts who never flew orbital missions in space, (2) astronauts who flew only in low Earth orbit (LEO), and (3) Apollo lunar astronauts, the only humans to have traveled beyond Earth's magnetosphere. Results show there were no differences in CVD mortality rate between non-flight (9%) and LEO (11%) astronauts. However, the CVD mortality rate among Apollo lunar astronauts (43%) was 4-5 times higher than in non-flight and LEO astronauts. To test a possible mechanistic basis for these findings, a secondary purpose was to determine the long-term effects of simulated weightlessness and space-relevant total-body irradiation on vascular responsiveness in mice. The results demonstrate that space-relevant irradiation induces a sustained vascular endothelial cell dysfunction. Such impairment is known to lead to occlusive artery disease, and may be an important risk factor for CVD among astronauts exposed to deep space radiation.",Included,0.21082607
