Unnamed: 0,titleabstract,decision,prediction
1577,"Effects of scatter and attenuation correction on quantitative analysis of beta-CIT brain SPET. The aim of this study was to evaluate the effects of scatter correction (SC) and attenuation correction (AC) on the quantification of dopamine transporters using (123)I-beta-CIT brain SPET images. Quantitative analysis was carried out using static SPET images obtained 23 h after injection. We calculated V<inf>3</inf>'' [(striatal - occipital)/occipital ratio] values from images without correction, with AC, and with SC and AC. Two types of regions of interest (ROI) were placed on the striatum: a small square ROI and a larger ROI containing most of the striatum. After validating the correction method in a phantom experiment, a human study was carried out involving eight normal volunteers and 15 patients. The larger ROI yielded smaller V<inf>3</inf>'' values. The effect of attenuation correction was modest, whereas that of scatter correction was marked. It was shown that beta-CIT SPET quantification was affected by the size of the ROI, photon scattering and attenuation, and that scatter and attenuation correction improved the accuracy of the quantification. Methodological standardization in image processing and the type of ROI should be considered when a multi-centre trial is planned.",Excluded,0.026640566
1578,"Diffusion tensor tractography: two methods comparative evaluation for gliomas presurgical workup. BACKGROUND: Glioma is the most common primary brain tumour, characterized by invasive growth along white matter (WM) fiber tracts. Tractography providesan importantanatomic guidance in the preoperative planning process, which aims at maximizing resection whilst minimising morbidity. This study aimed atdetermining the agreement between two different software packages for delineating corticospinal tract (CST), arcuate fasciculus (AF) and optic radiation (OR). METHOD(S): Forty-six histopathologically proven gliomapatients subdivided into:groupA with tracts passing at the tumour margin; and groupB with tracts passing through tumour and/ or in the peritumoural oedema. FSL and MRTrix software were used for tracking, in each patient,CST (hand, foot and lips component), AF and OR using the same regions of interest. Qualitative evaluation of the agreement between the two methods was performed by two experienced observers in consensus. RESULT(S): The tracts identified: Were comparable for: CST-foot in 8(5) out of 11(8) cases in groupA (B); CST-hand in 6 out of 8 cases in groupB; Had less false positives in MRTrix for: CST-hand in 7 out of 11 cases in groupA; CST-lips in 5(6) out of 8(8) cases in groupA (B); AF in 4(8) out of 7(9) cases in groupA (B); Were more accurate in FSL for: OR in 6(6) out of 6(7) cases in groupA (B). CONCLUSION(S): The accuracy of the tracts is comparable for most fascicle identification, with the exception of MRTrix presenting less false positives for AF in groupB, CST-hand in groupA and CST-lips in groupsA and B; and FSL identifying more accurately the OR in both groups.",Excluded,0.029803915
1579,"The effect of Wi-Fi electromagnetic waves in unimodal and multimodal object recognition tasks in male rats. Wireless internet (Wi-Fi) electromagnetic waves (2.45 GHz) have widespread usage almost everywhere, especially in our homes. Considering the recent reports about some hazardous effects of Wi-Fi signals on the nervous system, this study aimed to investigate the effect of 2.4 GHz Wi-Fi radiation on multisensory integration in rats. This experimental study was done on 80 male Wistar rats that were allocated into exposure and sham groups. Wi-Fi exposure to 2.4 GHz microwaves [in Service Set Identifier mode (23.6 dBm and 3% for power and duty cycle, respectively)] was done for 30 days (12 h/day). Cross-modal visual-tactile object recognition (CMOR) task was performed by four variations of spontaneous object recognition (SOR) test including standard SOR, tactile SOR, visual SOR, and CMOR tests. A discrimination ratio was calculated to assess the preference of animal to the novel object. The expression levels of M1 and GAT1 mRNA in the hippocampus were assessed by quantitative real-time RT-PCR. Results demonstrated that rats in Wi-Fi exposure groups could not discriminate significantly between the novel and familiar objects in any of the standard SOR, tactile SOR, visual SOR, and CMOR tests. The expression of M1 receptors increased following Wi-Fi exposure. In conclusion, results of this study showed that chronic exposure to Wi-Fi electromagnetic waves might impair both unimodal and cross-modal encoding of information.",Excluded,0.027025715
1580,"Inhibition of PI3K signalling increases the efficiency of radiotherapy in glioblastoma cells. Glioblastoma, the most common primary brain tumour, is also considered one of the most lethal cancers per se. It is highly refractory to therapeutic intervention, as highlighted by the mean patient survival of only 15 months, despite an aggressive treatment approach, consisting of maximal safe surgical resection, followed by radio- and chemotherapy. Radiotherapy, in particular, can have effects on the surviving fractions of tumour cells, which are considered adverse to the desired clinical outcome: It can induce increased cellular proliferation, as well as enhanced invasion. In this study, we established that differentiated glioblastoma cells alter their DNA repair response following repeated exposure to radiation and, therefore, high single-dose irradiation (SD-IR) is not a good surrogate marker for fractionated dose irradiation (FD-IR), as used in clinical practice. Integrating irradiation into a combination therapy approach, we then investigated whether the pharmacological inhibition of PI3K signalling, the most abundantly activated survival cascade in glioblastoma, enhances the efficacy of radiotherapy. Of note, treatment with GDC-0941, which blocks PI3K-mediated signalling, did not enhance cell death upon irradiation, but both treatment modalities functioned synergistically to reduce the total cell number. Furthermore, GDC-0941 not only prevented the radiation-induced increase in the motility of the differentiated cells, but further reduced their speed below that of untreated cells. Therefore, combining radiotherapy with the pharmacological inhibition of PI3K signalling is a potentially promising approach for the treatment of glioblastoma, as it can reduce the unwanted effects on the surviving fraction of tumour cells.",Excluded,0.030421436
1581,"Radiation therapy of brain metastases. [Japanese]. Since January 1972, 87 patients with brain metastases were treated by radiotherapy. The lung was the most common site of the primary tumor (82%), breast was a distant second in frequency (9%). Patients were received hole brain irradiation using lateral opposing fields plus boost irradiation to involved area, if it was possible. The scheduled dose of irradiation was 51 Gy in 4 weeks, and 60 Gy in 6 weeks. About 80% of patient received symptomatic relief, and tumor regression in CT, 30% of them revealed complete regression. The median survival time was 8 months who received the dose more than 4 Gy, and the one year survival was 63%, in cases brain metastases were the only tumor site.",Excluded,0.026815534
1582,"Classifying the risk of ionizing radiation exposure after aneurysmal subarachnoid hemorrhage. Learning Objectives: We hypothesized that patients with aneurysmal subarachnoid hemorrhage (aSAH) could be classified by their risk of receiving potentially harmful ionizing radiation exposure (PHIRE) from diagnostic tests and medical procedures. Method(s): The EMR of all patients admitted to our institution with aSAH from 01/2012-12/2015 were retrospectively evaluated using an IRB-approved protocol for patient-specific and disease-specific data. Patients were excluded if they died prior to discharge. Total effective dose of ionizing radiation (TEDIR) was calculated from published data. PHIRE was considered to have occurred in patients with TEDIR> 50 mSV, the annual radiation exposure limit for radiation workers. A multivariate classification tree was created to predict PHIRE risk groups. Logistic regression models were used to evaluate the risk of PHIRE between the risk groups. Result(s): Data were collected from 108 aSAH patients. The mean TEDIR was 47.8 mSv. After development of the multivariate classification tree, the tree was pruned to include only ventriculostomy (EVD), Hunt/Hess score (HH), and aneurysm location, according to normal statistical conventions. Patients who did not have an ventriculostomy (EVD) were at low risk for PHIRE (N = 2/35, (5.7%)). Patients with an EVD + HH 2 + anterior circulation aneurysms were at moderate risk for PHIRE (N = 17/42, 40.5%). (OR = 11.2, p = 0.002). Patients with an EVD + HH < 2 or EVD + HH 2 + posterior circulation aneurysms were at high risk for PHIRE (N = 23/31, 74.2%) (OR = 47.4, p < 0.0001). Conclusion(s): In this study, aSAH patients were categorized into low, moderate and high risk groups of PHIRE according to three factors: EVD, HH, and aneurysm location. These groups likely represent differential baseline neurologic status and risk of neurologic complications. Alternative diagnostic or therapeutic modalities should be utilized, when possible, for patients in the high-risk group and should be considered for patients in the moderate-risk group. Future research should validate these risk groups in larger patient samples and across multiple medical centers.",Excluded,0.18185452
1583,"Accuracy of a method using short inhalation of <sup>15</sup>O-O<inf>2</inf> for measuring cerebral oxygen extraction fraction with PET in healthy humans. PET with short inhalation of <sup>15</sup>O-O<inf>2</inf> provides regional oxygen extraction fraction (OEF) in a shorter acquisition time and with less radiation exposure than does the steady-state method. The purpose of this study was to test the accuracy of the short-inhalation technique for estimating OEF in healthy human volunteers. Method(s): The final study population included 16 healthy volunteers, who underwent a series of dynamic PET scans consisting of short inhalation of <sup>15</sup>O-CO, short inhalation of <sup>15</sup>O-O <inf>2</inf>, and a bolus infusion of <sup>15</sup>O-H<inf>2</inf>O to generate parametric images for cerebral blood volume (CBV), cerebral blood flow (CBF), OEF, and metabolic rate of oxygen (CMRO<inf>2</inf>). About 45 min before PET emission scanning, arterial and jugular blood was sampled through a catheter inserted in a radial artery and the right jugular bulb, respectively. PET-derived OEF (OEFpet) of the whole brain was compared with OEF calculated from the arteriovenous blood-sampling technique (OEFav). Result(s): Whole-brain-averaged CBF (mean +/- SD) measured with PET was 0.40 +/- 0.06 (range, 0.30-0.55) mL/g/min, CBV was 0.05 +/- 0.01 (range, 0.04-0.09) mL/g, CMRO<inf>2</inf> was 2.85 +/- 0.39 (range, 2.35-3.84) mL/100 g/min, and OEFpet was 0.39 +/- 0.06 (range, 0.30-0.51). OEFpet showed a slightly higher value than did OEFav (0.36 +/- 0.05 [range, 0.29-0.46]), but the difference was not significant. The difference in the 2 measurements (OEFpet - OEFav) did not correlate with CBF (r = -0.16; P = not statistically significant [NS]), CBV (r = -0.20; P = NS), CMRO<inf>2</inf> (r = -0.16; P = NS), partial arterial oxygen pressure (r = 0.29; P = NS) or partial arterial carbon dioxide pressure (r = -0.17; P = NS). Conclusion(s): Compared with the arteriovenous blood-sampling technique, a technique using short inhalation of <sup>15</sup>O-O<inf>2</inf> did not significantly over- or underestimate global OEF in healthy human volunteers. The PET technique reasonably estimated the cerebral OEF in local brain tissues of healthy human volunteers.",Excluded,0.026933061
1584,"An unusual case of radioactive seed migration to the vertebral venous plexus and renal artery with nerve root compromise. PURPOSE: We report a case of prostate brachytherapy seed migration to the vertebral venous plexus and subsequently to the renal artery with corresponding dosimetry analysis describing nerve doses.METHODS AND MATERIALS: A 52-year-old male with low-risk prostate carcinoma (clinical stage T1c; Gleason score=6; prostate-specific antigen level of 5.5) underwent transperineal permanent prostate seed implant. Postimplantation routine imaging had failed to locate the missing seed, but he subsequently presented with back pain and parathesia with radiation down the leg.RESULTS: CT with bony windows and MRI had located the seed in the left L5 vertebral venous plexus. Neurosurgical intervention failed to locate and remove the migrated seed. Postsurgery, the left lower limb parathesia persisted but had normal nerve conduction studies. Dose to the spinal nerve roots and nearby structures were estimated using a GEANT4 Monte Carlo simulation. Serial X-ray imaging and CT had found that the seed had further migrated to left renal hilum.CONCLUSIONS: Seed migration to vertebral venous plexus is uncommon and to our knowledge this is the third reported case. Its subsequent migration to the renal hilum is most unusual. CT with bony windows or MRI are required if this is suspected. There is risk of spinal or nerve root damage and dose to these structures has to be estimated using GEANT4, although the tissue tolerance in the setting of low-dose rates are unknown and long-term followup of this patient is required.",Excluded,0.026195236
1585,"[""Glare vision"". I. Physiological principles of vision change with increased test field luminance]. Clinical tests of visual acuity are an important measure of visual function. However visual acuity is usually determined only in narrow range of luminance levels between 160 and 320 cd/m2; therefore losses of visual acuity in other ranges of light intensity can not be detected. In a distance of 80 cm from the patients eyes, Landolt rings of varying sizes were presented on a small test field whose light intensity can be varied between 0.1 and 30,000 cd/m2. Thereby an acuity-luminance-function can be obtained. We studied such functions under different conditions of exposure time both with constant and with increasing luminance of the test field. We found that persons with normal vision can increase their visual acuity with increasing test field luminance up to a range of 5000 cd/m2. The maximum values of visual acuity under optimal lightening conditions lie (varying with age) between 2.2 and 0.9. Under pathological conditions visual acuity falls at high luminances accompanied by sensations of glare. Tests of glare sensitivity as a function of exposure time showed 4 sec to be a critical time of exposure since after 4 sec normal persons just reach their maximum visual acuity at high luminances. The underlying physiological mechanisms lead us to suppose that patients with neuronal light adaptation disturbances display a greater visual loss as a result of decreased time of exposure than those with disturbances in the ocular media. Visual acuity as well as the capacity to increase the patients visual acuity under optimal conditions of lighting were both found to be strongly age-dependent.(ABSTRACT TRUNCATED AT 250 WORDS)",Excluded,0.026615495
1586,"A prospective case control comparison of the ZeroGravity system versus a standard lead apron as radiation protection strategy in neuroendovascular procedures. BACKGROUND AND PURPOSE: We aimed to compare the performance of the ZeroGravity (ZG) system (radiation protection system composed by a suspended lead suit) against the use of standard protection (lead apron (LA), thyroid shield, lead eyeglasses, table skirts, and ceiling suspended shield) in neuroangiography procedures.MATERIALS AND METHODS: Radiation exposure data were prospectively collected in consecutive neuroendovascular procedures between December 2014 and February 2015. Operator No 1 was assigned to the use of an LA (plus lead glasses, thyroid shield, and a 1 mm hanging shield at the groin) while operator No 2 utilized the ZG system. Dosimeters were used to measure peak skin dose for the head, thyroid, and left foot.RESULTS: The two operators performed a total of 122 procedures during the study period. The ZG operator was more commonly the primary operator compared with the LA operator (85% vs 71%; p=0.04). The mean anterior-posterior (AP), lateral, and cumulative dose area product (DAP) radiation exposure as well as the mean fluoroscopy time were not statistically different between the operators' cases. The peak skin dose to the head of the operator with LA was 2.1 times higher (3380 vs 1600 muSv), while the thyroid was 13.9 (4460 vs 320 muSv), the mediastinum infinitely (520 vs 0 muSv), and the foot 3.3 times higher (4870 vs 1470 muSv) compared with the ZG operator, leading to an overall accumulated dose 4 times higher. The ratio of cumulative operator received dose/total cumulative DAP was 2.5 higher on the LA operator.CONCLUSIONS: The ZG radiation protection system leads to substantially lower radiation exposure to the operator in neurointerventional procedures. However, substantial exposure may still occur at the level of the lens and thyroid to justify additional protection.",Excluded,0.03318354
