,titleabstract,decision,prediction
254,"Diagnostic medical radiation in inflammatory bowel disease: Primum non-nocere? Background and Aims Patients with Inflammatory Bowel disease (IBD) are frequently exposed to diagnostic medical radiation for the diagnosis and evaluation of their disease. Despite increasing awareness of the potentially serious downstream effects, few studies have quantified radiation exposure in IBD patients. Methods We conducted a retrospective review of 225 consecutive patients attending IBD clinics at our hospital. Clinical data including demographics, disease characteristics and therapy were obtained from case note and electronic patient record review. All incidences of diagnostic medical radiation from initial diagnosis until 30 June 2010 inclusive were recorded from case note and computerised radiology database system review. The radiation dose for each procedure was obtained from published tables from the Royal College of Radiologists, UK. Effective dose for each procedure was calculated by multiplying this value by the number of procedures during the study period. The sum of doses received was the cumulative effective dose. Results One hundred and two of the 225 IBD patients reviewed were female, 123 were male. The median age was 48 (Range 17-88) and mean disease duration 9.8 years. One hundred and four patients had Crohn's disease, 113 patients had ulcerative colitis and 8 patients had an indeterminate colitis. The mean and median cumulative effective radiation doses were 11.35 mSv and 5.12 mSv respectively. A cumulative radiation dose greater than 10 mSv was seen in 40.9% (92) patients and greater than 25 mSv in 12.9% (29) patients. In 9 patients the cumulative effective dose was greater than 50 mSv. Crohn's disease was associated with a higher cumulative effective dose with exposure exceeding 10 mSv in 60.6%, 25 mSv in 22.1% and 50 mSv in 8.7% patients respectively. CT imaging accounted for 43% and barium studies for 32% of the total cumulative effective dose exposure. Thirty-nine patients had small bowel magnetic resonance (MR) studies as an alternative to ionising radiation in the last 3 years. Conclusions Patients with IBD, particularly those with Crohn's disease are exposed to significant amounts of diagnostic medical radiation in their lifetime. The increased risk of cancer from cumulative radiation coupled with the inherent risk of colorectal malignancy in long standing IBD and the potential for immunomodulator drugs such as azathioprine to increase the risk of cancers (e.g. lymphoma) is of great clinical and public health concern. Clinicians must remain vigilant to these risks when evaluating these patients and radiation exposure should be minimised and when possible alternatives such as intestinal ultrasound and MR imaging should be preferred.",Included,0.14595146
98,"Does Vacuum-assisted Closure Reduce the Risk of Wound Complications in Patients With Lower Extremity Sarcomas Treated With Preoperative Radiation? BACKGROUND: Although preoperative radiation followed by wide local excision yields excellent local control in soft tissue sarcomas, the risk of wound complications is reported to be higher compared with the incidence in patients who were administered postoperative radiation therapy. Vacuum (vac)-assisted closure may improve wound healing, but it is unknown whether vac-assisted closure during soft tissue sarcoma resection may reduce the risk of wound complications or impair local disease control., QUESTIONS/PURPOSES: (1) Does the use of a wound vac application at the time of soft tissue sarcoma resection reduce the risk of developing wound complications after lower extremity sarcoma resection? (2) Is vac-assisted closure associated with an increased risk of local relapse?, METHODS: From 2000 to 2016, 312 patients with stage I to III soft tissue sarcomas were treated. Of these, 123 were treated with preoperative radiation +/- chemotherapy followed by limb-sparing resection based on tumor location, size, grade, histology, and patient age. There was a minimum followup of 12 months. Radiation was delivered generally based on tumor size, grade, superficial versus deep nature, and proximity to neurovascular structures. Chemotherapy was administered in patients < 70 years old with high-grade tumors and tumors > 5 cm. Patient, demographic, and treatment variables, including incisional vac application and wound outcomes, were retrospectively evaluated. Incisional vac-assisted closure took place at the time of primary resection in 32% (46 of 123) of patients. Vac-assisted closure was considered when there was a concern for risk of external contamination such as instances in which fixation of adhesives would be difficult or regions where there was a high risk of contamination. Vac-assisted closure may have also been used in instances with increased wound tension at closure or with heightened concern for shearing on the wound such as buttock wounds. Ten patients were lost to followup, two in the vac group and eight in the non-vac group. Potential factors associated with wound complications were evaluated using Fisher's exact test for univariate analysis and logistic regression for multivariate analysis. Local recurrence-free survival was evaluated using the Kaplan-Meier estimate., RESULTS: After taking into consideration factors such as tumor size, location, age, and patient comorbidities, it was shown that patients who underwent vac-assisted closure were less likely to experience wound complications compared with patients who did not undergo vac-assisted closure (odds ratio, 0.129; 95% confidence interval [CI], 0.041-0.398; p = 0.004). The local control incidence in the entire cohort was 98%. With the numbers available, Kaplan-Meier survivorship free from local recurrence did not differ between patients treated with or without the vac (100% [95% CI, 154.09-154.09] versus 96% [95% CI, 152.21-169.16]; p = 0.211), respectively., CONCLUSIONS: Vac-assisted closure at the time of resection of proximal lower extremity soft tissue sarcomas is associated with a lower risk of wound complications, and its use apparently did not compromise local control. We show that the use of vac-assisted closure may be worth considering in surgeons' attempts to reduce the risk of wound complications among patients with soft tissue sarcomas of the proximal lower extremities., LEVEL OF EVIDENCE: Level III, therapeutic study.",Included,0.14602977
3,"Evaluating the radioprotective effect of Cimetidine, IMOD, and hybrid radioprotectors agents: An in-vitro study INTRODUCTION: There are various radioprotective agents with different mechanisms that help to decrease ionizing radiation side effects. The radioprotective effect of Cimetidine and IMOD was assessed individually and compared with the hybrid radioprotectors agents (HRPAs-IMOD and Cimetidine) on human lymphocyte cells., METHODS: Twenty healthy volunteers (ten men and ten women) participated in the present study. About 75 mL peripheral blood lymphocytes from each individual were collected, and they were divided into 36 groups. Briefly, the blood samples were treated with different concentrations of Cimetidine (12.6 and 25.2 mug/mL) and IMOD (0.04, 0.08, and 0.12 mg/mL), and also a combination of these agents, namely hybrid radioprotectors agents (HRPAs). Besides, the irradiated groups were exposed to 2 and 4 Gy of Co-60 gamma irradiation. The amount of cellular damage was assessed using the micronucleus assay. The repeated measurements and paired T-test statistical analysis were used to compare the micronucleus frequencies in different groups., RESULTS: The micronucleus frequencies were significantly reduced (p < 0.05) in irradiated groups when the non-toxic concentrations of Cimetidine, IMOD, and HRPAs have been used. The reduction in micronucleus frequency was obtained 5-29% for Cimetidine and 40-51% for IMOD in peripheral blood lymphocytes irradiated with 2 Gy. This reduction in 4 Gy irradiation was 8-17% for Cimetidine and 27-37% for IMOD. The HRPAs resulted in a higher radioprotective effect, in a way that they cause up to 58% and 43% micronucleus frequency reduction in 2 and 4 Gy, respectively., CONCLUSION: In conclusion, the HRPAs showed the highest level of radioprotective. In addition, IMOD was remarkably higher radioprotective than Cimetidine, which may be related to its greater non-toxic concentrations. Copyright © 2021 Elsevier Ltd. All rights reserved.",Included,0.1508809
131,"A system for focal intracavitary irradiation of bladder cancer with remote iridium-192 afterloading An afterloading system for remote-control focal intracavitary irradiation of bladder cancer is presented. With 192Ir as radiation source, we demonstrated the practicability of the method in 23 chinchilla rabbits. A system for focal intracavitary irradiation of bladder cancer in humans was developed. A guiding tube with an inflatable balloon led to a reproducible vesical diameter. The intravesical part of the tube was shielded with lead and had a slit for focal radiation exposure. Three variant guiding tubes with different positions of the slit were designed to allow irradiation of any part of the bladder. The application is planned in patients with locally advanced tumors who refuse radical cystectomy or who are medically inoperable.",Included,0.15491144
4,"Should adjuvant radiotherapy be recommended following resection of regional lymph node metastases of malignant melanomas? Background: Several authors have recommended adjuvant radiotherapy following resection of regional lymph node metastases in cutaneous malignant melanoma. There is, however, little evidence from controlled trials that patients benefit from this treatment. Objective(s): To evaluate the usefulness of adjuvant, radiotherapy following resection of lymph node metastases in cutaneous malignant melanoma. Method(s): We performed a retrospective study comparing 58 patients who underwent radiotherapy following resection of regional lymph node metastases with 58 controls from another centre who exclusively underwent regional lymphadenectomy. Patients and their controls were matched with respect to the number of tumour-bearing lymph nodes (1 vs. 1) and to gender, although the proportion of thick tumours was greater in the irradiation group. Result(s): The overall survival curves were almost identical in the two groups. There were nine disease recurrences in the study group and 12 in the control group (not significant). Regional recurrences in the irradiated patients were usually accompanied by metastases at other sites. Conclusion(s): The present study does not support the recommendation of adjuvant radiotherapy following resection of regional lymph node metastases in patients with malignant melanoma.",Included,0.15632
834,"[Immediate effects of irradiation of the orofacial area on the pH of salivary lactobacilli] pH and salivary lactobacilli were analysed in 22 healthy individuals and 34 patients with cancer tumors of the oral or oropharyngeal regions before and during irradiation therapy. The findings revealed in cancer patients before radiotherapy, that pH and lactobacilli were significantly lower than those in non cancer control subjects. During irradiation therapy, pH and lactobacilli were not significantly altered. No significant difference was found between patients cured by chemotherapy before radiotherapy and patients treated only by irradiations. However, pH is modified by teeth: toothless patients ph and toothed patients pH change in opposite direction.",Included,0.23313887
84,"Collaborative exercise on the use of FISH chromosome painting for retrospective biodosimetry of Mayak nuclear-industrial personnel PURPOSE: To investigate within the framework of a multilaboratory study the suitability of FISH chromosome painting to measure so-called stable translocations in peripheral lymphocytes of Mayak nuclear-industrial workers (from the Southern Urals) and their use for retrospective biodosimetry., MATERIALS AND METHODS: Chromosime analyses were carried out from 69 workers who had received protracted occupational radiation exposures (0.012-6.065 Gy) up to approximately 40 years before blood sampling. Twenty-one unexposed people living in the same area were controls. A multicolour FISH-painting protocol with the target chromosomes 1, 4 and 8 simultaneously with a pancentromeric probe was used to score potentially transmissible chromosome-type aberrations (reciprocal translocations 2B and related 'one-way' patterns I-III according to the S&S classification)., RESULTS: Individual biodosimetry estimates were obtained in terms of these potentially long-term surviving aberration types based on the linear component of a low dose-rate gamma-ray calibration curve produced using identical staining and scoring protocols. For comparison, the workers personal and total background doses were converted to red bone marrow doses. The estimated doses were mainly lower than would be predicted by the calibration curve, particularly at accumulated higher dose levels., CONCLUSIONS: Owing to the limited life-time of circulating T-lymphocytes, the long-term persistence of translocations in vivo requires the assumption of a clonal repopulation of these naturally senescing cells from the haemopoietic stem cell compartments. Obviously such a replacement cannot be fully achieved, leading to a temporal decline even of the yield of transmissible aberrations types. Assuming further a highly selective capacity of stem cells against any type of chromosomal damage and the fact that one must rely on partial genome findings, the potential of FISH chromosome painting for retrospective dose reconstruction is probably limited to a decade or so after high-level protracted radiation exposure.",Included,0.24583252
526,"Radiation-Induced Myocardial Fibrosis in Long-Term Esophageal Cancer Survivors Purpose: Radiation-induced cardiac toxicity is a potential lethal complication. The aim of this study was to assess whether there is a dose-dependent relationship between radiation dose and myocardial fibrosis in patients who received neoadjuvant chemoradiation (nCRT) for esophageal cancer (EC). Methods and Materials: Forty patients with EC treated with a transthoracic esophagectomy with (n = 20) or without (n = 20) nCRT (CROSS study regimen) were included. Cardiovascular magnetic resonance imaging (1.5 Tesla) for left ventricular (LV) function, late gadolinium enhancement, and T1 mapping were performed. Extracellular volume (ECV), as a surrogate for collagen burden, was measured for all LV segments separately. The dose-response relationship between ECV and mean radiation dose per LV myocardial segment was evaluated using a mixed-model analysis. Result(s): Seventeen nCRT and 16 control patients were suitable for analysis. The mean time after treatment was 67.6 +/- 8.1 (nCRT) and 122 +/- 35 (controls) months (P = .02). In nCRT patients, we found a significantly higher mean global ECV of 28.2% compared with 24.0% in the controls (P < .001). After nCRT, LV myocardial segments with elevated ECV had received significantly higher radiation doses. In addition, a linear dose-effect relation was found with a 0.136% point increase of ECV for each Gy (P < .001). There were no differences in LV function measures and late gadolinium enhancement between both groups. Conclusion(s): Myocardial ECV was significantly higher in long-term EC survivors after nCRT compared with surgery only. Moreover, this ECV increase was linear with the radiation dose per LV segment, indicating radiation-induced myocardial fibrosis.Copyright © 2021 The Author(s)",Included,0.28378284
11,"Initial evaluation of safety of wide-field irradiation in the treatment of hematopoietic neoplasia in the cat Localized radiation therapy is well tolerated in cats with confined tumors; however, the use of wide-field radiation therapy to treat disseminated neoplasia has not been evaluated systematically in this species. Wide-field external beam radiation therapy, which we define as irradiation of cranial or caudal halves of the body either individually or sequentially, was undertaken as an experimental option to treat cats with either chemotherapy-refractory or naive hematopoietic neoplasia considered to have a poor prognosis. Fifteen cats with hematopoietic malignancies received wide-field external beam radiation therapy between 2003 and 2006. Cats received 8Gy delivered in 4Gy fractions with 60Co photons. Treatment-related toxicity was scored according to criteria established by the Veterinary Cooperative Oncology Group. Animals without preexisting abnormalities on hemograms exhibited no or mild (Grade 1 or 2) hematopoietic toxicity. Although most cats (14 of 15) had preexisting gastrointestinal (GI) signs, these signs were stable (29%) or improved (42%) following irradiation. Worsening GI signs following irradiation occurred transiently in two cats and in association with progressive disease in two others. No pulmonary, renal, hepatic, or dermatologic toxicities were detected. In summary, wide-field external beam radiation therapy can be administered safely to, and may provide therapeutic benefit for, cats with disseminated hematopoietic neoplasia. © 2010 Veterinary Radiology & Ultrasound.",Included,0.30977362
386,"Ataxia and paralysis in cats in Australia associated with exposure to an imported gamma-irradiated commercial dry pet food Between June 2008 and March 2009, 87 cats in Australia developed symmetrical hindlimb ataxia, paraparesis, tetraparesis, paraplegia or tetraplegia in association with eating an imported, irradiated dry pet food. This communication reports the clinical signs and outcomes of those cats.",Included,0.3200789
