,titleabstract,decision
806,Is hearing preserved following radiotherapy for vestibular schwannoma?,Included
1371,"Long-term hearing status after radiotherapy for nasopharyngeal carcinoma This paper evaluates the hearing status in the long-term, of patients who have had radiotherapy for nasopharyngeal carcinoma (NPC) and also discusses the hearing losses from a disability point of view, which takes into account binaural hearing. Forty patients who have had NPC successfully treated by a single radical course of radiotherapy of 70-80 Gy were studied at 2-12 years (mean 6.2 years) after radiotherapy. Each patient was examined clinically and with a pure-tone audiogram. Averaged hearing thresholds over 0.5, 1.0, 2.0 and 4.0 kHz were evaluated and a value > 30 dB was considered abnormal. The findings were compared with age-matched controls. The median hearing threshold for each ear in NPC patients was found to be 31.9 dB (range 10.0-86.3 dB) and that for controls 17.5 dB (7.5-38.8 dB) (P < 0.0005, Wilcoxon's matched pairs test). In NPC patients, 44 ears (55.0%) had abnormal hearing, of which 17 (21.3%), 5 (6.3%) and 22 (27.5%) ears had predominantly sensori-neural, conductive and mixed hearing losses, respectively. Nineteen ears had middle ear effusions, accounting for the majority of mixed and conductive hearing losses. In terms of individual patients, 8 (20.0%) and 18 (45.0%) patients had abnormal hearing in one year (monaural hearing disability) and both ears (binaural hearing disability), respectively. In conclusion, a substantial proportion of patients who have had radiotherapy for NPC, have hearing disability in the long-term, as compared to normal controls.",Included
854,[Ganglia of the peripheral nervous system of guinea pigs after the action gamma rays],Included
3075,"[Virtual reality in neurosurgery] DEFINITION: Virtual reality enables users to immerse themselves in a virtual three-dimensional world and to interact in this world. The simulation is different from the kind in computer games, in which the viewer is active but acts in a nonrealistic world, or on the TV screen, where we are passively driven in an active world. In virtual reality elements look realistic, they change their characteristics and have almost real-world unpredictability.USE OF VIRTUAL REALITY: Virtual reality is not only implemented in gambling dens and the entertainment industry but also in manufacturing processes (cars, furniture etc.), military applications and medicine. Especially the last two areas are strongly correlated, because telemedicine or telesurgery was originated for military reasons to operate on war victims from a secure distance or to perform surgery on astronauts in an orbiting space station. In medicine and especially neurosurgery virtual-reality methods are used for education, surgical planning and simulation on a virtual patient. [References: 33]",Excluded
975,"Treatment strategy for brain metastases from esophageal cancer BACKGROUND: This study aimed to examine the treatment outcomes of patients with brain metastases from esophageal cancer. Brain metastases from esophageal cancer are rare and have a poorer prognosis than brain metastases from lung and breast cancer.METHODS: This study included patients who were diagnosed with and treated for esophageal cancer in our department and subsequently developed brain metastases between April 2010 and December 2014. We examined the differences in survival in patients based on receiving chemotherapy.RESULTS: In total, 8 patients (7 men and 1 woman) with a mean age of 65 years (range 51-73) were included. Seven presented with neurologic symptoms. Two were diagnosed via computed tomography (CT), 5 via magnetic resonance imaging, and 1 via positron emission tomography/CT. They were treated using whole-brain irradiation or with a gamma knife. In 5 patients, chemotherapy was administered after treatment of the brain metastases. The mean survival from the start of treatment was 358 days (range 31-1196).CONCLUSION: The relatively successful local control of brain metastases in these patients indicates that long-term survival may be attainable via concomitant chemotherapy.",Excluded
1698,[Use of DNA antibodies for detecting DNA radiation injuries in the bone marrow cell nuclei of irradiated animals] Impairments in DNA from brain stem cell nuclei of X-ray irradiated animals were studied at early steps after irradiation using antibodies to single-stranded DNA. A possibility was shown to detect by means of an immunochemical technique the irradiation-induced impairments of DNA in brain stem cells. Detection of the impairment was possible within 3 hrs after high doses of the irradiation (206.4-258 mCi/kg); after lower doses - within the first hour of the postirradiation period. The immunochemical procedure might be used for early biological detection of the irradiation impairments as well as for estimation of radio-sensitivity of nuclear cells to the effects of irradiation and radioprotectors.,Included
2933,Changes in the pharmacodynamics and pharmacokinetics of psycholeptic drugs in radiation-sickness. Effect of x-ray radiation on pharmacodynamic activity of nitrazepam in animals,Included
3144,"Clinical impact of re-irradiation with carbon ion radiotherapy for locally recurrent rectal cancer Purpose or Objective: The re-irradiation of locally recurrent rectal cancer presents challenges due to the proximity of critical organs such as bowel. Ion beam therapy, specifically carbon ions radiotherapy (CIRT) have some advantages for the favorable relative biological effectiveness and physical dose distribution providing a highly conformal dose distribution while minimizing normal tissue damage. The aim of this study is to report our experience on feasibility and toxicity of carbon-ion radiotherapy (CIRT) in previously irradiated patients with locally recurrent rectal cancer. Material(s) and Method(s): Between August 2014 and February 2017, a total of 10 patients (M:F= 8:2) were treated with CIRT as re-irradiation for locally recurrent rectal cancer at National Centre of Oncological Hadrontherapy (CNAO). Patient ages ranged between 46 to 78 years (median 58.5 years). All patients had a history of surgery and pelvic radiotherapy. Specifically, the dose of previous radiotherapy ranged from 45 to 50.4 Gy in 9 patients one of which received a brachytherapy boost up to a total dose of 20Gy. One patient was irradiated with a total dose of 76 Gy for a prostatic cancer. One patient, at time of the first recurrence, underwent to re-irradiation with stereotactic radiotherapy (30 Gy in 6 fractions). They had 7 presacral, 1 perineal, 1 perianal and 1 pre-coccygeal relapses. Three patients received spacer implantation prior to CIRT to secure adequate distance between bowel and tumor. Toxicity was scored according CTCAE 4.0 scale. Results The median interval between the two courses of radiotherapy was 89.3 months (range: 13.8 - 138.2). Median total dose of CIRT was 60 GyRBE (range: 35-76.8) and was administered in a median number of 16 fractions (range: 15-20) over 4 weeks (from 3 to 4.8 Gy RBE/fraction). The GTV ranged from 7.21 to 300.8 cm<sup>3</sup> with a median of 28.42 cm<sup>3</sup>. The PTV ranged from 53.55 to 742.64 cm<sup>3</sup>. All patients completed the scheduled treatment course. Median follow-up was 13 months. Acute toxicity was mild and mainly neuropathic: grade 2 (G2) neuropathic pain in 1 (10%) and G1 in 2 (20%) patients. The major late toxicities were peripheral neuropathy (20%, G2). No G>=3 acute/late reaction nor pelvic infections were observed. Four patients were diagnosed with local progression after carbon ion radiotherapy with a median disease free survival of 11.4 months (range: 2.4- 39.7). Three patients experienced systemic progression. The estimated 1-year-local control rate was 80%. Conclusion(s): In our experience, CIRT for locally recurrent rectal cancer appears to be safe and effective with an acceptable rate of morbidity of normal tissue. More data and longer follow-up are required to investigate the long-term disease control and to determine late effects. Copyright © 2019 Elsevier Ireland Ltd",Excluded
2808,"Adjuvant therapy in stage II thymic carcinoma PURPOSE: The aim of this study is to investigate the impact of chemotherapy and/or radiotherapy on disease-free survival and overall survival for patients with stage II thymic carcinoma.METHODS: We retrospectively evaluated the outcome of 31 patients with Masaoka stage II thymic carcinoma who were treated between 1995 and 2009 in Zhejiang Cancer Hospital. Survival curves were plotted using the Kaplan-Meier method. The Cox proportional hazard model was used for multivariate analysis.RESULTS: Thirty-one patients were included in current study. The most common histological subtypes were squamous cell carcinoma (48.4 %), followed by undifferentiated carcinoma (19.4 %) and neuroendocrine tumor (19.4 %). The 5-year disease-free survival and overall survival rate was 74.6 and 89.5 %, respectively. Univariate and multivariate analysis revealed that radiotherapy and/or chemotherapy did not statistically associated with disease-free survival and overall survival.CONCLUSION: Our result indicated that adjuvant therapy after complete resection could not impact the disease-free survival and overall survival of patients with stage II thymic carcinoma.",Excluded
3054,"Corilagin Attenuates Radiation-Induced Brain Injury in Mice Cranial irradiation-induced inflammation plays a critical role in the initiation and progression of radiation-induced brain injury (RIBI). Anti-inflammation treatment may provide therapeutic benefits. Corilagin (beta-1-O-galloyl-3, 6-(R)-hexahydroxydiphenoyl-D-glucose, C<sub>27</sub>H<sub>22</sub>O<sub>18</sub>) was a novel member of the tannin family with anti-inflammatory properties and is isolated from some medicinal plants, such as Phyllanthus amarus and Caesalpinia coriaria. In this study, the effect of Corilagin on RIBI was investigated and the underlying mechanisms were explored. Spatial learning and memory ability of mice were investigated by the Morris water maze test. Evans blue leakage and electron microscopy were used to assess the integrity of blood-brain barrier (BBB). The mRNA and protein expressions of inflammatory cytokines, TNF-alpha and IL-1beta, were measured by using real-time PCR and Western blotting. The activation of microglial cells and expression of TNF-alpha were examined by immunofluorescence staining. Phosphorylated signal transducers and activators of transcription 3 (p-STAT3) and IkappaBalpha, and the translocation of p65 from cytoplasm to nucleus were detected by using Western blotting. Morris water maze test showed that Corilagin ameliorated the neurocognitive deficits in RIBI mice. Evans blue leakage and electron microscopy exhibited that Corilagin partially protected the BBB integrity from cranial irradiation-caused damage; immunofluorescence staining showed that Corilagin could inhibit microglial activation and TNF-alpha expression. Real-time PCR and Western blotting revealed that Corilagin downregulated the expression of TNF-alpha and IL-1beta and inhibited the irradiation-induced activation of NF-kappaB pathways by upregulating p-STAT3 expression. In conclusion, Corilagin could attenuate RIBI through inhibiting microglial activation and the expressions of inflammatory cytokines. Corilagin might inhibit the activation of NF-kappaB pathway in a STAT3-associated manner, thereby downregulating the inflammatory cytokine expressions.",Included
