,titleabstract,decision,prediction
180,Quantitative microspectrophotometric studies on the nucleic acid contents of neural cells of irradiated and with reserpine pretreated rats,Excluded,0.98125345
36,Sterility induced in tobacco budworms by combination of reserpine gamma irradiation affected by age and sex of pupae,Excluded,0.98119193
1042,Radiation-induced gynogenesis and androgenesis in fish,Excluded,0.98117906
780,"53BP1 Repair Kinetics for Prediction of In Vivo Radiation Susceptibility in 15 Mouse Strains We present a novel mathematical formalism to predict the kinetics of DNA damage repair after exposure to both low- and high-LET radiation (X rays; 350 MeV/n 40Ar; 600 MeV/n 56Fe). Our method is based on monitoring DNA damage repair protein 53BP1 that forms radiation-induced foci (RIF) at locations of DNA double-strand breaks (DSB) in the nucleus and comparing its expression in primary skin fibroblasts isolated from 15 mice strains. We previously reported strong evidence for clustering of nearby DSB into single repair units as opposed to the classic ""contact-first"" model where DSB are considered immobile. Here we apply this clustering model to evaluate the number of remaining RIF over time. We also show that the newly introduced kinetic metrics can be used as surrogate biomarkers for in vivo radiation toxicity, with potential applications in radiotherapy and human space exploration. In particular, we observed an association between the characteristic time constant of RIF repair measured in vitro and survival levels of immune cells collected from irradiated mice. Moreover, the speed of DNA damage repair correlated not only with radiation-induced cellular survival in vivo, but also with spontaneous cancer incidence data collected from the Mouse Tumor Biology database, suggesting a relationship between the efficiency of DSB repair after irradiation and cancer risk.Copyright ©2020 by Radiation Research Society. All rights of reproduction in any form reserved.",Excluded,0.9811344
6,A-bomb radiation doses,Excluded,0.98107165
646,Sex ratio of offspring of female physiotherapists exposed to low-level high-frequency electromagnetic radiation,Excluded,0.9809279
1196,[State of the reproductive system and liver in male rats after fractionated radiation exposure to low doses as well as in their progeny] Male rats were exposed to fractionated 0.1 Gy radiation in early onthogenesis (1 month). Essential changes in reproductive system and liver were found. First generation offspring of the exposed males and females showed moderate radiation changes more expressed in immature rats.,Excluded,0.9809123
655,Organ doses in diagnostic X-ray procedures,Excluded,0.9807552
841,Increased rate of dicentric chromosomes in French Polynesian thyroid cancer patients?,Excluded,0.9807231
840,"Gene expression signatures of radiation exposure in peripheral white blood cells of smokers and non-smokers Purpose: The issue of potential confounding factors is critical to the development of any approach to radiation biodosimetry, and has not been fully addressed for gene expression-based approaches. Material(s) and Method(s): As a step in this direction, we have investigated the effect of smoking on the global radiation gene expression response in ex vivo-irradiated peripheral blood cells using microarray analysis. We also evaluated the ability of gene expression signatures to predict the radiation exposure level of ex vivo-exposed samples from smokers and non-smokers of both genders. Result(s): We identified eight genes with a radiation response that was significantly affected by smoking status, and confirmed an effect of smoking on the radiation response of the four and a half LIM domains 2 (FHL2) gene using quantitative real-time polymerase chain reaction. The performance of our previously defined 74-gene signature in predicting the radiation dose to samples in this study was unaffected by differences in gender or smoking status, however, giving 98% correct prediction of dose category. This is the same accuracy as that found in the original study from which the signature was derived, using different donors. Conclusion(s): The results support the development of peripheral blood gene expression as a viable strategy for radiation biodosimetry. © 2011 Informa UK, Ltd.",Excluded,0.9806183
770,"Effect of chromosome size on aberration levels caused by gamma radiation as detected by fluorescence in situ hybridization Fluorescence in situ hybridization (FISH) is a powerful technique for detecting genomic alterations at the chromosome level. To study the effect of chromosome size on aberration formation, we used FISH to detect initial damage in individual prematurely condensed chromosomes (PCC) of gamma-irradiated G0 human cells. A linear dose response for breaks and a nonlinear dose response for exchanges was obtained using a chromosome 1-specific probe. FISH detected more chromosome 1 breaks than expected from DNA based extrapolation of Giemsa stained PCC preparations. The discrepancy in the number of breaks detected by the two techniques raised questions as to whether Giemsa staining and FISH differ in their sensitivities for detecting breaks, or is chromosome 1 uniquely sensitive to gamma-radiation. To address the question of technique sensitivity, we determined total chromosome damage by FISH using a total genomic painting probe; the results obtained from Giemsa-staining and FISH were nearly identical. To determine if chromosome 1 was uniquely sensitive, we selected four different sized chromosomes for paint probes and scored them for gamma-ray induced aberrations. In these studies the number of chromosome breaks per unit DNA increased linearly with an increase in the DNA content of the chromosomes. However, the number of exchanges per unit of DNA did not increase with an increase in chromosome size. This suggests that chromosome size may influence the levels of aberrations observed. Extrapolation from measurements of a single chromosome's damage to the whole genome requires that the relative DNA content of the measured chromosome be considered.",Excluded,0.9805453
1097,"Evaluating the radioprotective effect of Cimetidine, IMOD, and hybrid radioprotectors agents: An in-vitro study Introduction: There are various radioprotective agents with different mechanisms that help to decrease ionizing radiation side effects. The radioprotective effect of Cimetidine and IMOD was assessed individually and compared with the hybrid radioprotectors agents (HRPAs-IMOD and Cimetidine) on human lymphocyte cells. Method(s): Twenty healthy volunteers (ten men and ten women) participated in the present study. About 75 mL peripheral blood lymphocytes from each individual were collected, and they were divided into 36 groups. Briefly, the blood samples were treated with different concentrations of Cimetidine (12.6 and 25.2 mug/mL) and IMOD (0.04, 0.08, and 0.12 mg/mL), and also a combination of these agents, namely hybrid radioprotectors agents (HRPAs). Besides, the irradiated groups were exposed to 2 and 4 Gy of Co-60 gamma irradiation. The amount of cellular damage was assessed using the micronucleus assay. The repeated measurements and paired T-test statistical analysis were used to compare the micronucleus frequencies in different groups. Result(s): The micronucleus frequencies were significantly reduced (p < 0.05) in irradiated groups when the non-toxic concentrations of Cimetidine, IMOD, and HRPAs have been used. The reduction in micronucleus frequency was obtained 5-29% for Cimetidine and 40-51% for IMOD in peripheral blood lymphocytes irradiated with 2 Gy. This reduction in 4 Gy irradiation was 8-17% for Cimetidine and 27-37% for IMOD. The HRPAs resulted in a higher radioprotective effect, in a way that they cause up to 58% and 43% micronucleus frequency reduction in 2 and 4 Gy, respectively. Conclusion(s): In conclusion, the HRPAs showed the highest level of radioprotective. In addition, IMOD was remarkably higher radioprotective than Cimetidine, which may be related to its greater non-toxic concentrations.Copyright © 2021 Elsevier Ltd",Excluded,0.98051924
