,titleabstract,decision
3055,[Our experiences in the treatment of malignant brain tumors with radiations],Included
272,"New and safe experimental model of radiation-induced neurovascular histological changes for microsurgical research The aim is to create a new and safe experimental model of radiation-induced neurovascular histological changes with reduced morbidity and mortality for use with experimental microsurgical techniques. Seventy-two Sprague-Dawley rats (250-300 g) were divided as follows: Group I: control group, 24 rats clinically evaluated during six weeks; Group II: evaluation of acute side-effects (two-week follow-up period), 24 irradiated (20 Gy) rats; and Group III: evaluation of subacute side-effects (six-week follow-up period), 24 irradiated (20 Gy) rats. Variables included clinical assessments, weight, vascular permeability (arterial and venous), mortality and histological studies. No significant differences were observed between groups with respect to the variables studied. Significant differences were observed between groups I vs II-III regarding survival rates and histological changes to arteries, veins and nerves. Rat body weights showed progressive increases in all groups, and the mortality rate of the present model is 10.4% compared with 30-40% in the previous models. In conclusion, the designed model induces selective changes by radiotherapy in the neurovascular bundle without histological changes affecting the surrounding tissues. This model allows therapeutic experimental studies to be conducted, including the viability of microvascular and microneural sutures post radiotherapy in the cervical neurovascular bundle.",Included
2706,"High dose radiation induced meningioma Radiation therapy has played an important integral part in the management of various intracranial tumours. However, radiation has been implicated in the development of intracranial tumours. We describe three cases of radiation-induced meningiomas following high dose cranial irradiation. All these patients developed tumours within the previous radiation field and satisfied the criteria used for the definition of radiation-induced neoplasm. The interval between the irradiation and the onset of meningioma was significantly less in the younger patient. All the cases had several unique features of radiation-induced meningioma including features of atypical meningioma. Two patients developed multiple site meningiomas and one patient developed early recurrence of the tumour. This report confirms that patients exposed to cranial irradiation are at lifelong risk of developing radiation-induced tumours such as meningiomas. Hence these patients require long-term clinical and radiological surveillance to detect occurrence as early as possible.",Excluded
2544,"Initial evaluation of the feasibility of single photon emission tomography with p-[<sup>123</sup>I]iodo-L-phenylalanine for routine brain tumour imaging p-[<sup>123</sup>I]iodo-L-phenylalanine (IPA) is a recently described radiopharmaceutical which is highly accumulated in gliomas. The present investigation was designed to evaluate the feasibility of single photon emission tomography (SPET) with IPA to image brain tumours under routine clinical conditions. Using a dual- and a triple-headed SPET camera, whole-body kinetic and brain SPET, as well as plasma, urinary and dosimetric analysis were determined in four patients with gliomas after intravenous injection of IPA. Results obtained by IPA SPET were retrospectively compared with histopathology, magnetic resonance imaging and positron emission tomography with [<sup>18</sup>F]fluorodeoxyglucose. Tumour lesions were clearly demonstrated by IPA SPET at 30 min, 1 h and 4.5 h post-injection, even in patients with low grade gliomas. In patients with glioblastoma, excellent visualization of the tumour was possible even at 7 h p.i., indicative of the high retention of the radiopharmaceutical in cerebral gliomas. Analysis of the radioactivity in plasma and urine attested to the high in vivo stability of IPA. Blood clearance was rapid (> 65% after 10 min) and IPA was excreted predominantly by the kidneys, the urinary radioactivity excretion ranging from 27% at 1 h to 54% of injected doses at 5 h p.i. The average effective dose for adults was estimated to be 0.0152 mSv.MBq<sup>-1</sup>, leading to an effective dose of 3.8 mSv in a typical brain SPET investigation with 250 MBq IPA. This result strongly suggests that IPA is a potentially valuable brain tumour imaging agent for widespread clinical studies with SPET. Its high specific tumour uptake and retention even in low grade gliomas represent a major advantage compared to presently available SPET radiopharmaceuticals. Moreover, the radiation dose estimates indicate that clinical use of IPA will result in acceptable radiation dose levels in humans. (© 2002 Lippincott Williams & Wilkins).",Excluded
1534,"Dose-dependent changes in renal (1)H-/(23)Na MRI after adjuvant radiochemotherapy for gastric cancer PURPOSE: Combined radiochemotherapy (RCT) for gastric cancer with three-dimensional conformal radiotherapy (3D-CRT) results in ablative doses to the upper left kidney, while image-guided intensity-modulated radiotherapy (IG-IMRT) allows kidney sparing despite improved target coverage. Renal function in long-term gastric cancer survivors was evaluated with 3T functional magnetic resonance imaging (MRI) including diffusion-weighted imaging (DWI) and (23)Na imaging.PATIENTS AND METHODS: Five healthy volunteers and 13 patients after radiotherapy were included: 11xIG-IMRT; 1x3D-CRT; 1x ""positive control"" with stereotactic body radiotherapy (SBRT) of a metastasis between the spleen/left kidney. Radiation doses were documented for the upper/middle/lower kidney subvolumes. Late toxicity was evaluated based on CTC criteria, questionnaire, and creatinine values. Morphological sequences, DWI images, and (23)Na images were acquired using a (1)H/(23)Na-tuned body-coil before/after intravenous water load (WL). Statistics for [(23)Na] (concentration) and apparent diffusion coefficient (ADC) values were calculated for upper/middle/lower renal subvolumes. Corticomedullary [(23)Na] gradients and [(23)Na] differences after WL were determined.RESULTS: No major morphological alteration was detected in any patient. Minor scars were observed in the cranial subvolume of the left kidney of the 3D-CRT and the whole kidney of the control SBRT patient. All participants presented a corticomedullary [(23)Na] gradient. After WL, a significant physiological [(23)Na] gradient decrease (p < 0.001) was observed in all HV and IG-IMRT patients. In the cranial left kidney of the 3D-CRT patient and the positive control SBRT patient, the decrease was nonsignificant (p = 0.01, p = 0.02). ADC values were altered nonsignificantly in all renal subvolumes (all participants). Renal subvolumes with doses >= 35 Gy showed a reduced change of the [(23)Na] gradient after WL (p = 0.043). No participants showed clinical renal impairment.CONCLUSIONS: Functional parameters of renal (23)Na MRI after gastric IG-IMRT are identical to those of healthy volunteers, in contrast to renal subvolumes after ablative doses in the control and 3D-CRT patient. While kidney doses to the cortex below 20-25 Gy in fractional doses of ~ 1 Gy in IG-IMRT (combined with intensified chemotherapy) do not seem to cause significant MRI morphological or functional alterations, doses of > 35 Gy in 1.5-2 Gy fractions clearly result in impairment.",Included
3354,"Ribonuclear foci at the neuromuscular junction in myotonic dystrophy type 1 In myotonic dystrophy type 1 (DM1) the muscle fibers express RNA containing an expanded CUG repeat (CUG(exp)). The CUG(exp) RNA is retained in the nucleus, forming ribonuclear foci. Splicing factors in the muscleblind (MBNL) family are sequestered in ribonuclear foci, resulting in abnormal regulation of alternative splicing. In extrajunctional nuclei, these effects on splicing regulation lead to reduced chloride conductance and altered insulin receptor signaling. Here we show that CUG(exp) RNA is also expressed in subsynaptic nuclei of muscle fibers and in motor neurons in DM1, causing sequestration of MBNL1 protein in both locations. In a transgenic mouse model, expression of CUG(exp) RNA at high levels in extrajunctional nuclei replicates many features of DM1, but the toxic RNA is poorly expressed in subsynaptic nuclei and the mice fail to develop denervation-like features of DM1 myopathology. Our findings indicate that subsynaptic nuclei and motor neurons are at risk for DM1-induced spliceopathy, which may affect function or stability of the neuromuscular junction.",Excluded
1035,"Intraoperative radiotherapy as adjuvant treatment for stage II/III rectal carcinoma In recent years, many efforts have focused on combined radiotherapy and chemotherapy as adjuvants to curative surgery in patients with stage II and III (UICC) rectal carcinomas. Intraoperative radiotherapy (IORT) makes it possible to increase the total irradiation dose in a locally restricted area while sparing normal mobile organs, but it is limited by increased late toxicity. A prospective phase I/II study was designed to evaluate the efficacy of moderate-dose intraoperative and external beam radiotherapy (IO-EBRT), in some cases with concomitant chemotherapy. Sixty-three patients with a stage II or III rectal carcinoma were eligible for analysis (median follow-up 30.6 months). Fifty-four patients had undergone a complete resection (RO). Mean IORT dose was 11.3 Gy and mean EBRT dose 41.4 Gy. In 45 patients (71.4%) concomitant chemotherapy was delivered (5-FU, leucovorin). Two patients suffered local failure. However, overall local tumor control was markedly improved compared to historical controls (96.8% vs 66.2%). Patients treated with IO-EBRT showed a reduced incidence of distant metastases after concomitant chemotherapy (17.6% vs 38.8%). A 4-year actuarial relapse-free survival of 82% was obtained after IO-EBRT plus chemotherapy, and 59% after IO-EBRT alone. The postoperative course was unremarkable in 47.6% of patients. No radiation colitis or neuropathy occurred. Moderate-dose IORT and EBRT is safe, taking into account related late toxicities. It is an effective local treatment approach, resulting in an encouraging local control rate.",Excluded
3596,"Prophylactic cranial irradiation improved the overall survival of patients with surgically resected small cell lung cancer, but not for stage I disease Objectives: We conducted a retrospective study to evaluate the role of prophylactic cranial irradiation (PCI) on patients with surgically resected small cell lung cancer (SCLC). Patients and Methods: Between January 2003 and December 2009, the records of completely resected patients who were diagnosed with SCLC and definitive pTNM stage on the basis of histological proof were reviewed. According to the therapy modality, patients were allocated to PCI group and non-PCI group. Result(s): A total of 193 patients were finally included, 67 patients in PCI group and 126 in non-PCI group. The OS rates at 2-year and 5-year in PCI group were 92.5%, and 54.9%, respectively, and those of non-PCI were 63.2% and 47.8%, respectively (. p=. 0.005). The BMFS rate at 2-year and 5-year in PCI group was significantly better than those of non-PCI group (96.8%, 76.6% and 79.4%, 75.5%, respectively, p=. 0.014). But PCI could not confer survival benefit in the patients with p-stage I. Multivariate analysis revealed that PCI (HR. =. 2.339; p=. 0.001) was an independent prognostic factor of the overall survival. Conclusion(s): PCI could improve the OS of patients with surgically resected SCLC, but not for p-stage I patients. Copyright © 2014 Elsevier Ireland Ltd.",Included
639,"Firing rates and dynamic correlated activities of ganglion cells both contribute to retinal information processing In the present study, the electrical activities of paired retinal ganglion cells, under full field light stimuli with a variety of chromatic configurations, were recorded from a small functioning piece of retina using multi-electrode array (MEA). Neurons that had increased firings at light-ON and -OFF transients and did not show color-opponent properties were investigated. Single neuronal analysis showed that firing rate of each individual neuron was dependent on the intensity of illumination. Multi-unit analyses revealed that adjacent neurons often fired in synchrony in response to light stimulation. However, in some cases, the strength of correlation between the paired neurons was higher when the retina was exposed to red or green light, and the correlation was attenuated when yellow or white light was given. This seems to suggest that the ensemble activity of non-color-opponent ganglion cells might partly participate in color-information processing, with the red- and green-pathway inputs influencing each other. Such arrangement reflects principle of parsimony: the firing rates of single neuron represent the luminance intensity, and the correlated activities may tell the brain about the color information.",Excluded
1596,Arteriosclerosis induced by radiation,Included
