,titleabstract,decision
0,Cytogenetic effects of X-rays and fission neutrons in female mice,Included
1,"Memory CD4 T-cell subsets discriminated by CD43 expression level in A-bomb survivors. PURPOSE: Our previous study showed that radiation exposure reduced the diversity of repertoires of memory thymus-derived cells (T cells) with cluster of differentiation (CD)- 4 among atomic-bomb (A-bomb) survivors. To evaluate the maintenance of T-cell memory within A-bomb survivors 60 years after radiation exposure, we examined functionally distinct memory CD4 T-cell subsets in the peripheral blood lymphocytes of the survivors., METHODS: Three functionally different subsets of memory CD4 T cells were identified by differential CD43 expression levels and measured using flow cytometry. These subsets consist of functionally mature memory cells, cells weakly responsive to antigenic stimulation, and those cells functionally anergic and prone to spontaneous apoptosis., RESULTS: The percentages of these subsets within the peripheral blood CD4 T-cell pool all significantly increased with age. Percentages of functionally weak and anergic subsets were also found to increase with radiation dose, fitting to a log linear model. Within the memory CD4 T-cell pool, however, there was an inverse association between radiation dose and the percentage of functionally mature memory cells., CONCLUSION: These results suggest that the steady state of T cell memory, which is regulated by cell activation and/or cell survival processes in subsets, may have been perturbed by prior radiation exposure among A-bomb survivors.",Included
20,Cellular changes in the conjunctiva after strontium 90 treatment for pterygium,Included
23,"Histopathologic Analysis of Lung Cancer Incidence Associated with Radon Exposure among Ontario Uranium Miners. Although radon is a well-established contributor to lung cancer mortality among uranium miners, the effects of radon decay products on different histopathologies of lung carcinoma are not well established. Using a retrospective cohort design, this study aims to examine the risks of lung cancer by histological subtypes associated with exposure to radon decay products among the Ontario Uranium Miners cohort. Cases were stratified by histological groups, and associated risks were estimated for cumulative radon exposure after adjustment for attained age and calendar period. Between 1969 and 2005, 1274 incident cases of primary lung cancer were identified. Of these, 1256 diagnoses (99%) contained information on histology. Squamous cell carcinoma was most common (31%), followed by adenocarcinoma (20%), large cells (18%), small cell lung carcinoma (14%), and other or unspecified cell types (17%). Of the histological sub-groups, small cell lung carcinoma had the strongest association with cumulative radon exposure; compared to the reference group (<1 cumulative working level months (WLM)), the highest exposure category (>60 cumulative WLM) had a relative risk (RR) of 2.76 (95% CI: 1.67-4.57). Adenocarcinoma had the lowest risk and was not significantly associated with exposure to radon decay products (RR = 1.49, 95% CI: 0.96-2.31). An increasing, linear trend in relative risk was noted with increasing cumulative WLM across small cell, squamous cell, and large cell lung carcinomas (Ptrend < 0.05). Similarly, the excess relative risk (ERR) per WLM was highest for small cell lung carcinoma (ERR/WLM = 0.15, p < 0.01), followed by squamous cell carcinoma (ERR/WLM = 0.12, p < 0.01). Non-statistically significant excess risk was observed for adenocarcinoma (ERR/WLM = 0.004, p = 0.07). Our analysis of the Ontario Uranium Miners cohort data shows differences in the magnitude of the risks across four histological subtypes of lung carcinoma; the strongest association was noted for small cell lung carcinoma, followed by squamous cell, large cell, and lastly adenocarcinoma, which showed no significant associations with exposure to radon decay products.",Included
32,"[Study of nitroblue tetrazolium reduction by granulocytes in workers handling x-ray equipment]. In 44 persons (25 women and 15 men), workers handling X-ray equipment in X-ray laboratories the ability was studied of nitroblue tetrazolium (NBT) reduction by neutrophils. The obtained results were compared with a control group. Besides that subgroups were isolated taking into account the sex of the studied subjects and duration of their work with X-ray equipment (over five years and below five years). In the workers handling X-ray equipment and in the isolated subgroups of women and men, the index of spontaneous NBT reduction turned out to be statistically significantly higher than that in the control group. In the group of studied workers the index of latex-stimulated NBT reduction was statistically significantly lower than that in the control group. Taking into account the duration of work with X-ray equipment in the subgroups of women and men working for over five years, the lowest index of phagocytes was noted. On the basis of the obtained results the following conclusions were formulated: 1. In workers handling X-ray equipment disturbances occur of peripheral blood neutrophil metabolism assessed in the NBT test. 2. Neutrophil phagocytic activity is weakened in persons working over five years with X-ray equipment.",Included
34,Biomarkers of cardiac injury in patients undergoing thoracic radiation therapy,Included
36,"Chernobyl birds have smaller brains. BACKGROUND: Animals living in areas contaminated by radioactive material from Chernobyl suffer from increased oxidative stress and low levels of antioxidants. Therefore, normal development of the nervous system is jeopardized as reflected by high frequencies of developmental errors, reduced brain size and impaired cognitive abilities in humans. Alternatively, associations between psychological effects and radiation have been attributed to post-traumatic stress in humans., METHODOLOGY/PRINCIPAL FINDING: Here we used an extensive sample of 550 birds belonging to 48 species to test the prediction that even in the absence of post-traumatic stress, there is a negative association between relative brain size and level of background radiation. We found a negative association between brain size as reflected by external head volume and level of background radiation, independent of structural body size and body mass. The observed reduction in brain size in relation to background radiation amounted to 5% across the range of almost a factor 5,000 in radiation level. Species differed significantly in reduction in brain size with increasing background radiation, and brain size was the only morphological character that showed a negative relationship with radiation. Brain size was significantly smaller in yearlings than in older individuals., CONCLUSIONS/SIGNIFICANCE: Low dose radiation can have significant effects on normal brain development as reflected by brain size and therefore potentially cognitive ability. The fact that brain size was smaller in yearlings than in older individuals implies that there was significant directional selection on brain size with individuals with larger brains experiencing a viability advantage.",Included
55,"High risk from background radiation in yangjiang, china",Included
56,Abnormalities in skeletal uptake of 99Tcm polyphosphate complexes in areas of bone asociated with tissues which have been subjected to radiation therapy,Included
58,"The Impact of Dose Rate on DNA Double-Strand Break Formation and Repair in Human Lymphocytes Exposed to Fast Neutron Irradiation. The lack of information on how biological systems respond to low-dose and low dose-rate exposures makes it difficult to accurately assess the carcinogenic risks. This is of critical importance to space radiation, which remains a serious concern for long-term manned space exploration. In this study, the gamma-H2AX foci assay was used to follow DNA double-strand break (DSB) induction and repair following exposure to neutron irradiation, which is produced as secondary radiation in the space environment. Human lymphocytes were exposed to high dose-rate (HDR: 0.400 Gy/min) and low dose-rate (LDR: 0.015 Gy/min) p(66)/Be(40) neutrons. DNA DSB induction was investigated 30 min post exposure to neutron doses ranging from 0.125 to 2 Gy. Repair kinetics was studied at different time points after a 1 Gy neutron dose. Our results indicated that gamma-H2AX foci formation was 40% higher at HDR exposure compared to LDR exposure. The maximum gamma-H2AX foci levels decreased gradually to 1.65 +/- 0.64 foci/cell (LDR) and 1.29 +/- 0.45 (HDR) at 24 h postirradiation, remaining significantly higher than background levels. This illustrates a significant effect of dose rate on neutron-induced DNA damage. While no significant difference was observed in residual DNA damage after 24 h, the DSB repair half-life of LDR exposure was slower than that of HDR exposure. The results give a first indication that the dose rate should be taken into account for cancer risk estimations related to neutrons.",Included
