,titleabstract,decision
2385,"Human glycine alpha1 receptor inhibition by quercetin is abolished or inversed by alpha267 mutations in transmembrane domain 2 Quercetin, one of the flavonoids, is a compound of low molecular weight found in fruits and vegetables. Besides its antioxidative effect, quercetin also shows a wide range of diverse neuropharmacological actions. However, the cellular mechanisms of quercetin's actions, especially on ligand-gated ion channels and synaptic transmissions, are not well studied. We investigated the effect of quercetin on the human glycine alpha1 receptor channel expressed in Xenopus oocytes using a two-electrode voltage clamp technique. Application of quercetin reversibly inhibited glycine-induced current (I(Gly)). Quercetin's inhibition depends on its dose, with an IC(50) of 21.5+/-.2 microM. The inhibition was sensitive to membrane voltages. Site-directed mutations of S267 to S267Y but not S267A, S267F, S267G, S267K, S267L and S267T at transmembrane domain 2 (TM2) nearly abolished quercetin-induced inhibition of I(Gly). In contrast, in site-directed mutant receptors such as S267 to S267I, S267R and S267V, quercetin enhanced I(Gly) compared to the wild-type receptor. The EC(50) was 22.6+/-1.4, 25.5+/-4.2, and 14.5+/-3.1 microM for S267I, S267R and S267V, respectively. These results indicate that quercetin might regulate the human glycine alpha(1) receptor via interaction with amino acid residue alpha267 and that alpha267 plays a key role in determining the regulatory consequences of the human glycine alpha1 receptor by quercetin.",Excluded
3423,"Distinct inhibition of voltage-activated Ca2+ channels by delta-opioid agonists in dorsal root ganglion neurons devoid of functional T-type Ca2+ currents Both mu- and delta-opioid agonists selectively inhibit nociception but have little effect on other sensory modalities. Voltage-activated Ca(2+) channels in the primary sensory neurons are important for the regulation of nociceptive transmission. In this study, we determined the effect of delta-opioid agonists on voltage-activated Ca(2+) channel currents (I(Ca)) in small-diameter rat dorsal root ganglion (DRG) neurons that do and do not bind isolectin B(4) (IB(4)). The delta-opioid agonists [d-Pen(2),d-Pen(5)]-enkephalin (DPDPE) and deltorphin II produced a greater inhibition of high voltage-activated I(Ca) in IB(4)-negative than IB(4)-positive neurons. Furthermore, DPDPE produced a greater inhibition of N-, P/Q-, and L-type I(Ca) in IB(4)-negative than IB(4)-positive neurons. However, DPDPE had no significant effect on the R-type I(Ca) in either type of cells. We were surprised to find that DPDPE failed to inhibit either the T-type or high voltage-activated I(Ca) in all the DRG neurons with T-type I(Ca). Double immunofluorescence labeling showed that the majority of the delta-opioid receptor-immunoreactive DRG neurons had IB(4) labeling, while all DRG neurons immunoreactive to delta-opioid receptors exhibited Cav(3.2) immunoreactivity. Additionally, DPDPE significantly inhibited high voltage-activated I(Ca) in Tyrode's or N-methyl-d-glucamine solution but not in tetraethylammonium solution. This study provides new information that delta-opioid agonists have a distinct effect on voltage-activated Ca(2+) channels in different phenotypes of primary sensory neurons. High voltage-activated Ca(2+) channels are more sensitive to inhibition by delta-opioid agonists in IB(4)-negative than IB(4)-positive neurons, and this opioid effect is restricted to DRG neurons devoid of functional T-type Ca(2+) currents.",Excluded
3210,"Passive avoidance learning and memory of 56Fe sham-irradiated and irradiated human apoE transgenic mice Cranial irradiation is associated with long-term cognitive impairments, including deficits in hippocampus-dependent learning and memory. Not all people exposed to cranial radiation develop cognitive injury, suggesting the involvement of genetic risk factors. There may also be sex differences in susceptibility to develop radiation-induced cognitive injury. The three major human apolipoprotein E (apoE) isoforms are encoded by distinct alleles (epsilon2, epsilon3, and epsilon4). Compared with epsilon3, epsilon4 increases the risk of cognitive impairments following various challenges while epsilon2 provides relative protection. Women are at higher risk to develop Alzheimer's disease (AD) than men, particularly those carrying epsilon4. In previous experiments using male and female mice expressing human apoE-isoforms E2, E3 or E4 under the mouse apoE promoter, we showed that cranial irradiation with 137Cs (10 Gy) results in hippocampus-dependent cognitive impairments that are sex- and apoE-isoform dependent. 137Cs is a form of irradiation often used in the clinical setting. To investigate whether 56Fe irradiation also has sex- and apoE-isoform dependent effects on hippocampus-dependent cognitive function in human apoE mice, we sham-irradiated and irradiated 2-month old male and female human apoE mice at 3 Gy and assessed their performance in a passive avoidance learning and memory test three to five months later.",Included
1494,[Basis for the scope of somato-neurologic studies in carrying out medical examinations in persons working with sources of ionizing radiation under modern conditions],Included
144,"26th Annual Meeting of the working group ""Experimental NeuroOncology"" The proceedings contain 11 papers. The topics discussed include: effect of fractionated and hyperfractionated ionizing irradiation on inflammatory and neural progenitor cell markers in murine hippocampal tissue slices; preclinical model development for pilocytic astrocytoma; interference with the function of MYC - novel insights into the consequences of class I HDAC inhibition in group 3 medulloblastoma; development of a novel assay suitable for preclinical testing of MAPK inhibitors in low-grade glioma; preventing cellular interactions as novel treatment strategy; characterization of oncogene-induced senescence and the role of the senescence-associated secretory phenotype in pilocytic astrocytoma; the role of HDACs in the transcriptional regulation of autophagy in neuroblastoma; and in combinatorial treatment approaches parvovirus H1 increases antineoplastIc efficacy in High grade glioma and neuroblastoma models.",Excluded
3072,"Treatment of progression of diffuse astrocytoma by herbal medicine: Case report Background: The paper presents the results of the use of phytotherapy in a 33-year-old woman who, after finishing the oncological treatment of diffuse astrocytoma, had tumour progression. Material(s) and Method(s): Phytotherapy was introduced after the tumour had progressed. It consisted of 4 types of herbal medicine which the subject was taking in form of tea once a day at regular intervals. The patient started phytotherapy along with temozolomide, which was the only oncological treatment she was under after the tumour had progressed. Following the finished chemotherapy, the patient continued the treatment with herbal medicine only. She regularly took phytotherapy without interruption and to the fullest extent for 30 months, and the results of treatment were monitored by periodic scanning using nuclear magnetic resonance technique. Result(s): The control scanning that was conducted after the end of combined treatment with temozolomide and phytotherapy showed tumour regression. The patient continued with phytotherapy after finishing chemotherapy and, during the following 24 months, it was the sole treatment option. In that period, the regression of the tumour continued, until a control examination 30 months after the introduction of phytotherapy showed no clinical and radiological signs of tumour. Conclusion(s): The results presented in this research paper clearly indicate the potential of phytotherapy in the treatment of some types of brain tumours. A complete regression of tumour following the treatment with nothing but herbal medicine offers support for such claim. Future research should demonstrate the effectiveness of phytotherapy, as a supplementary form of brain tumour treatment, and the results of this research should be compared with the existing information on the effectiveness of the protocols currently used in the treatment of these types of tumour. Copyright © 2016, African Ethnomedicines Network. All rights reserved.",Excluded
2715,"Reduction of radiation exposure using low pulse rate fluoroscopy during neuroendovascular surgery INTRODUCTION: Endovascular surgery is minimally invasive, but the radiation exposure can be problematic. There is no report assessing whether radiation exposure can be reduced by using a low pulse rate during carotid artery stenting (CAS). The aim of this study was to evaluate whether reducing the pulse rate from 7.5 to 4 frames per second (f/s) can reduce the radiation exposure while maintaining safety during CAS procedure.METHODS: We retrospectively reviewed the radiation data and clinical features of all 100 patients who underwent CAS between 2014 and 2019. We changed the pulse rate from 7.5 to 4 f/s in 2017. The fluoroscopic time (FT), dose area product (DAP), and total air kerma (AK) were collected. Statistical analyses were performed between the pulse rate and clinical outcomes, including radiation exposure.",Excluded
1332,"The effect of age on the latency of radiation myelopathy The latent period to forelimb paresis following photon irradiation of the cervical spinal cord was evaluated in Sprague-Dawley rats ranging in age from 9 days to adulthood. The radiation was administered dorsally in single fractions, and in 15-day-old animals, to different lengths of the rostral cord and in doses ranging from 16 to 38 Gy. The duration of the latent period was found to be directly proportional to the age of the animal at the time of irradiation, and independent of radiation dose or the volume of the cervical cord which was irradiated. In the majority of paretic animals, the irradiated segment of the spinal cord demonstrated white matter necrosis. The results indicate that in the developing rat, the manifestations of radiation myelopathy are delayed by an interval determined in part by the age of the animal at the time of irradiation.",Included
797,"Locomotion and eating behavior changes in Yucatan minipigs after unilateral radio-induced ablation of the caudate nucleus The functional roles of the Caudate nucleus (Cd) are well known. Selective Cd lesions can be found in neurological disorders. However, little is known about the dynamics of the behavioral changes during progressive Cd ablation. Current stereotactic radiosurgery technologies allow the progressive ablation of a brain region with limited adverse effects in surrounding normal tissues. This could be of high interest for the study of the modified behavioral functions in relation with the degree of impairment of the brain structures. Using hypofractionated stereotactic radiotherapy combined with synchrotron microbeam radiation, we investigated, during one year after irradiation, the effects of unilateral radio-ablation of the right Cd on the behavior of Yucatan minipigs. The right Cd was irradiated to a minimal dose of 35.5 Gy delivered in three fractions. MRI-based morphological brain integrity and behavioral functions, i.e. locomotion, motivation/hedonism were assessed. We detected a progressive radio-necrosis leading to a quasi-total ablation one year after irradiation, with an additional alteration of surrounding areas. Transitory changes in the motivation/hedonism were firstly detected, then on locomotion, suggesting the influence of different compensatory mechanisms depending on the functions related to Cd and possibly some surrounding areas. We concluded that early behavioral changes related to eating functions are relevant markers for the early detection of ongoing lesions occurring in Cd-related neurological disorders.",Included
338,Neurologic and hematologic findings after irradiation for Hodgkin's disease,Included
1589,"Microglial cytokine gene induction after irradiation is affected by morphologic differentiation Microglia are known to play an important role in the CNS cytokine network, and their response after irradiation may be associated with the development of radiation-induced tissue damage. Radiation effects on this cytokine network have not yet been elucidated. We investigated the effect of gamma-irradiation on microglia stimulated with Zymosan A and lipopolysaccharide (LPS), which alone induce the expression of some cytokines and neurotoxic products by microglial cells. In the resting condition (ramified microglia), radiation had no effect on the mRNA level corresponding to cytokines such as IL1beta or IL-6, although TGF-beta1 mRNA was minimally enhanced by irradiation. However, in the activated microglia (amoeboid microglia) stimulated with Zymosan A, radiation-induced IL-6 mRNA expression was increased about two-fold in comparison with non-irradiation. IL-1beta was slightly induced by 2 Gy irradiation, but was not induced by higher doses. TGF-beta1 mRNA was not enhanced by radiation following Zymosan stimulation. In the LPS-stimulated condition, IL-6 mRNA was induced only by 2 Gy of irradiation, but no change in the expression of other genes was detected. These results suggested that radiation exerted different effects on cytokine gene transcription in microglia depending on their morphological state.",Included
483,"Low (20 cGy) doses of 1 GeV/u <sup>56</sup>Fe-particle radiation lead to a persistent reduction in the spatial learning ability of rats Exposure to galactic cosmic radiation (GCR) is considered to be a potential health risk in long-term space travel, and it represents a significant risk to the central nervous system (CNS). The most harmful component of GCR is the HZE [high-mass, highly charged (Z), high-energy] particles, e.g. <sup>56</sup>Fe. In previous ground-based experiments, exposure to high doses of HZE-particle radiation induced pronounced deficits in hippocampus-dependent learning and memory in rodents. Recent data suggest that glutamatergic transmission in hippocampal synaptosomes is impaired after low (60 cGy) doses of 1 GeV/u <sup>56</sup>Fe particles, which could lead to impairment of hippocampus-dependent spatial memory. To assess the effects of mission-relevant (2060 cGy) doses of 1 GeV/u <sup>56</sup>Fe particles on hippocampus-dependent spatial memory, male Wistar rats either received sham treatment or were irradiated and tested 3 months later in the Barnes maze test. Compared to the controls, rats that received 20, 40 and 60 cGy 1 GeV/u <sup>56</sup>Fe particles showed significant impairments in their ability to locate the escape box in the Barnes maze, which was manifested by progressively increasing escape latency times over the 3 days of testing. However, this increase was not due to a lack of motivation of the rats to escape, because the total number of head pokes (and especially incorrect head pokes) remained constant over the test period. Given that rats exposed to X rays did not exhibit spatial memory impairments until >10 Gy was delivered, the RBE for 1 GeV/u <sup>56</sup>Fe-particle-induced hippocampal spatial memory impairment is ~50. These data demonstrate that mission-relevant doses of 1 GeV/u <sup>56</sup>Fe particles can result in severe deficits in hippocampus-dependent neurocognitive tasks, and the extreme sensitivity of these processes to 1 GeV/u <sup>56</sup>Fe particles must arise due to the perturbation of multiple processes in addition to killing neuronal cells. © 2012 by Radiation Research Society. All rights of reproduction in any form reserved.",Included
675,"Single-neuron perturbations reveal feature-specific competition in V1 The computations performed by local neural populations, such as a cortical layer, are typically inferred from anatomical connectivity and observations of neural activity. Here we describe a method-influence mapping-that uses single-neuron perturbations to directly measure how cortical neurons reshape sensory representations. In layer 2/3 of the primary visual cortex (V1), we use two-photon optogenetics to trigger action potentials in a targeted neuron and calcium imaging to measure the effect on spiking in neighbouring neurons in awake mice viewing visual stimuli. Excitatory neurons on average suppressed other neurons and had a centre-surround influence profile over anatomical space. A neuron's influence on its neighbour depended on their similarity in activity. Notably, neurons suppressed activity in similarly tuned neurons more than in dissimilarly tuned neurons. In addition, photostimulation reduced the population response, specifically to the targeted neuron's preferred stimulus, by around 2%. Therefore, V1 layer 2/3 performed feature competition, in which a like-suppresses-like motif reduces redundancy in population activity and may assist with inference of the features that underlie sensory input. We anticipate that influence mapping can be extended to investigate computations in other neural populations.",Excluded
552,"Fractionated stereotactic-guided radiotherapy in the treatment of pituitary adenomas. [Spanish] AIMS: To evaluate the survival rates, prognostic factors and adverse events in patients with pituitary adenomas following fractionated stereotactic-guided radiotherapy (FSRT). MATERIAL AND METHODS. Fifty-six patients with pituitary adenomas were treated with FSRT; 23 patients (41.1%) had primary adenomas, 33 had recurrent disease; 24 (42.9%) with non-functional and 32 (57.1%) with functional adenomas. Using conventional fractionation, median total dose administered was 54 Gy (range: 24-56 Gy). RESULTS. The median follow-up was 51 months (range: 9-102) and, at the time of analysis, 49 patients were alive and disease-free, 1 patient was alive with reduced visual acuity and biochemical indications of recurrence, 2 patients had died from the disease and 1 patient had died from unrelated causes. Overall survival was 94% (50/53) and overall local tumour control was 92% (49/53). Univariate analysis indicated hormonal secretion (ACTH) and previous radiotherapy as being statistically significant. Fourteen patients (25%) had minor side-effects during treatment and 3 patients (5.4%) had late-onset events; 2 with optical neuropathy (both patients had other relevant co-existing diseases) and 1 patient had brain necrosis (re-irradiation). CONCLUSION. Fractionated stereotactic-guided radiotherapy is an effective modality for the treatment of pituitary adenomas. Care is required in patients with co-morbidities and/or previously-irradiated recurrent tumour so as to minimise late-onset secondary effects.",Excluded
588,"Synthesis and characterization of novel substituted thiophene derivatives and discovery of their carbonic anhydrase and acetylcholinesterase inhibition effects Novel substituted thiophene derivatives (1, 2a-e, 3, and 4) were synthesized and their structures were characterized by infrared radiation, nuclear magnetic resonance, and mass analysis. These novel substituted thiophene derivatives were effective inhibitor compounds of the carbonic anhydrase I and II isozymes (hCA I and II), and acetylcholinesterase (AChE) enzyme with K <sub>i</sub> values in the range of 447.28 to 1004.65 nM for hCA I, 309.44 to 935.93 nM for hCA II, and 0.28 to 4.01 nM for AChE, respectively. Novel substituted thiophene derivatives can be good candidate drugs for the treatment of some diseases like neurological disorders, epilepsy, glaucoma, gastric and duodenal ulcers, mountain sickness, or osteoporosis as carbonic anhydrase isozymes inhibitors, and for the treatment of Alzheimer's and Parkinson's diseases as acetylcholinesterase inhibitors.",Excluded
600,"What is the role of combined chemoradiotherapy for grade III glioma in adults? Classification, prognosis and treatment of grade III glioma is now determined predominantly by molecular biomarkers, with 1p19q chromosomal co-deletion conferring a clear prognostic benefit and also being associated with better response to chemotherapy. The importance of this molecular biomarker is reflected in the updated WHO classification of central nervous system tumours that was published in 2016. Long term data from two large, randomised trials have shown that patients with 1p19q co-deleted anaplastic oligodendrogliomas derive significant survival benefit from the addition of chemotherapy to radiotherapy. More recent data from the NOA-04 study indicate that primary chemotherapy is not superior to primary radiotherapy in any molecular subgroup of anaplastic glioma and hence do not support the concept of 'delayed radiotherapy' in these patients. Despite the documented association of chemosensitivity with 1p19q co-deletion, a recent planned interim analysis of the CATNON study revealed that patients with anaplastic astrocytomas with inatct 1p19q chromosomal regions also derive significant benefit from the addition of adjuvant temozolomide to radiotherapy. It is not yet known whether the use of temozolomide concomitant with radiotherapy confers additional benefit; these hotly anticipated data are not expected to be available for at least two years. Hence, all patients with grade III gliomas appear to benefit from both chemotherapy and radiotherapy, with maximum survival benefit being achieved by 'early' rather than 'delayed' treatment. A number of questions remain, including the optimum scheduling of these treatments and the optimum radiotherapy regime for the different molecular subtypes. The question of radiation dose and volume is particularly important for this group of patients in whom long term survival can be anticipated and the risks and potential impact of neurotoxicity are significant. Strategies to reduce the long term neurocognitive impact of radiotherapy in these patients should be developed and incorporated into future clinical trials.",Excluded
2955,"Evaluation of novel modified tangential irradiation technique for breast cancer patients using dose-volume histograms Purpose We have previously reported that entire axillary lymph node regions could be irradiated by the modified tangential irradiation technique (MTIT). In this study, MTIT was compared with a conventional irradiation technique (CTIT) using dose-volume histograms to verify how adequately MTIT covers the breast and axillary lymph node region and the extent to which it involves the lung and heart. Methods and materials Forty-four patients with early-stage breast cancer were treated by lumpectomy, axillary dissection, and postoperative radiotherapy. Twenty-two patients were treated with MTIT and 22 with CTIT. In 25 patients, the breast tumor was on the left and in 19 on the right. During axillary dissection, surgical clips were left as markers at the border of the axillary lymph node region. MTIT was planned by setting the dorsal edge of the radiation field on a lateral-view simulator film at the dorsal edge of the humeral head and the cranial edge of the radiation field at the caudal edge of the humeral head. CTIT was planned to ensure radiation of the breast tissue without considering the axillary region. In this study, all patients underwent computed tomography, and the CT data were transmitted on-line to a radiotherapy planning system, in which the dose-distribution computed tomography images and dose-volume histograms were calculated by defining the breast, axillary region (levels I, II, and III), lung, and heart region. Results Dose-volume histogram analysis demonstrated that breast tissue was radiated with an 86.5-100% volume (median 96.5%) by MTIT and an 83-100% volume (median, 95%) by CTIT at >95% of the isocenter dose. The axillary lymph node regions at Levels I, II, and III were irradiated with 84-100% (median, 94.5%), 59-100% (median, 89%), and 70-100% (median, 89.5%) volumes, respectively, by MTIT and with 2-84% (median, 38%), 0-53% (median, 15%), and 0-31% (median, 0%) volumes, respectively, by CTIT at >70% of the isocenter dose. The ipsilateral lung was irradiated with a 5-22% volume (median, 11.5%) by MTIT and 5-15% volume (median 9%) by CTIT at >90% of the isocenter dose. In all 25 left-sided breast cancer patients, the volumes irradiated with an 80% isocenter dose were <30 cm<sup>3</sup>. Conclusion The results of our study demonstrated that the breast tissue was sufficiently irradiated with both CTIT and MTIT planning, the axillary lymph node areas irradiated by MTIT were much wider than those irradiated by CTIT at all levels, and the lung and heart volumes irradiated by MTIT were small. © 2004 Elsevier Inc.",Excluded
822,"The possibility of surgery for small cell lung cancer (state of art). [Hungarian] The author provides information about epidemiology as well as surgical practice for small cell lung cancer (SCLC) in Hungary. It is emphasized that, based on the author's experience and on international consensus, TNM system is the basis of accurate oncological treatment. The oncological management of SCLC is summarized, which is based on surgery. SCLC, especially cases undergoing surgery, are often detected as a peripheral nodule which should be examined preoperatively by special algorithm. Despite the published favorable results, surgical treatment alone is not accepted nowadays as a correct oncological point of view. The aim of adjuvant therapy is to improve survival and to decrease local recurrence. The 5-year survival of SCLC according to stages is between 4 and 60%. After the late 80's, the complex multimodality oncotherapy has started, with neoadjuvant treatment. SCLC is chemosensitive, even at N2 stage after down-staging surgery might be available. The late results show 20-46% cumulative 5-year survival rate. However, in the case of N2 disease, only 15-30% 5-year survival is achieved. This is a critical question for surgery of SCLC, because the dominant opinion is that for N2 disease and especially residual N2 surgery does not prolong survival. SCLC often occurs in combination with NSCLC. Therefore, salvage operation is a possible choice to remove the residual chemo/radiation resistant SCLC and NSCLC components. In conclusion, surgery has an advantage for SCLC therapy especially in patients with stage I-II disease. Value of surgery for stage III/a disease is under discussion and it is not recommended in Hungarian practice. To use a complex neoadjuvant protocol is advised which provides from 20 up to 40% five-year survival rate.",Excluded
