,titleabstract,decision
726,"Photochemical repair of Achilles tendon rupture in a rat model Background. Photochemical tissue bonding (PTB) is an emerging technique for bonding or sealing tissue surfaces that requires light and a photoactive dye for its effect. The potential of PTB for tendon repair was assessed in a rat model. Materials and methods. The optical properties of bovine tendon were determined ex vivo to gauge the depth of light penetration as a function of wavelength and dosimetry parameters were established for PTB repair of ruptured tendon. PTB was then tested in vivo to repair transected tendons in Sprague-Dawley rats. Repair strengths were measured using a strain gauge up to 14 days post treatment. Results. The effective penetration depth in tendon was estimated to be 0.68 mm at 514 nm. Following PTB treatment of mechanically ruptured tendon, significant bonding was dependent on the presence of both light and dye and attained a plateau strength at a fluence of 125 J/cm2. In a subsequent in vivo study to investigate PTB for repair of transected rat Achilles tendon, the ultimate stress required to break the repaired tendon was measured immediately after irradiation and at 7 and 14 days post-repair. Results showed that the difference in the ultimate stress between control and PTB treatment groups was statistically significant immediately after treatment and at 7 days (p = 0.04) but not 14 days (p = 0.75) post-repair. Conclusions. PTB provides a benefit to tendon repair at early stages in repair and is worthy of further investigation as a potential surgical adjunct for tendon repair in orthopedic surgeries. © 2005 Elsevier Inc. All rights reserved.",Excluded
1394,"Glaucoma incidence risk in a cohort of Mayak PA workers occupationally exposed to ionizing radiation Glaucoma is a major cause of visual impairment, and secondary glaucoma manifested as neovascular glaucoma has long been known to occur following high-dose fractionated radiation therapy. In contrast, little is known as to whether ionizing radiation exposure causes primary glaucoma, except that a single study in Japanese atomic bomb survivors has reported a significantly increase risk. Therefore, the effect of lower dose and lower dose rate remains unclear. Here we report that in Russian Mayak Production Association workers occupationally exposed to chronic radiation for prolonged periods, incidence of total primary glaucoma and primary open-angle glaucoma is significantly associated with various non-radiation factors (sex, attained age, and cataract diagnosed prior to glaucoma), but neither with cumulative dose from external gamma-rays nor with cumulative neutron dose nor with the unweighted sum of cumulative gamma and neutron doses. The present results suggest for the first time that chronic radiation exposure does not cause primary glaucoma, although the analyses need to be made in other cohorts exposed at various dose and dose rate.",Included
1992,[Cumulative effect of cigarette smoke inhalation and influenza virus infection in the development of atypical proliferations in the bronchial epithelium of mice],Excluded
2718,"Evaluation of routine low dose CT chest imaging performed during whole body I-131 imaging post remnant ablation for thyroid cancer Background: Radioactive Iodine (I-131) forms part of conventional treatment for thyroid cancer after thyroid surgery. The lungs are one of the common site for metastatic disease for thyroid malignancy, which can have a very protracted course. Often at subsequent follow-up, incidental lung nodules are identified. The significance of these are often unclear, due to the lack of baseline imaging. The Introduction of SPECT/CT cameras, has allowed the acquisition of low dose CT Chest (ldCT) during normal nuclear medicine studies, with minimal additional discomfort or inconvenience to the patient. Our department added routine SPECT/CT of the neck and chest, with formal reconstructions of the CT chest, as standard practice during whole body imaging post I-131 ablative therapy. We aim to review the usefulness and radiation burden of this practice at our institution. Method(s): We respectively reviewed the imaging I-131imaging and dose records of all the patients who underwent radioactive ablation treatment for thyroid malignancy from Aug 2011 to Dec 2015. We also reviewed the reconstructed CT chest imaging and dose records performed as part of the SPECT/CT to determine its usefulness. Result(s): 256 patients underwent I-131 ablation at our institution. 196 patients who present for initial ablation had ldCT that encompassed the majority of the chest, and 26 with findings. Average therapy dose in initial I-131 therapy was 104mCi. On the assumption of no residual thyroid present, the estimated dose was 160mSv. The additional radiation exposure from the ldCT Chest is estimated at 1.08mSv. Conclusion(s): Based on our calculations routine ldCT chest performed as part of SPECT/CT post I-131 ablation has resulted in increased dose of approximately 1.1mSv (at worse about 1%). This minimal additional dose, provides baseline for follow-up at the expense of incidental findings. Longer term follow-up, will be required to determine to usefulness of these additional ldCT studies.",Excluded
903,"Cisplatin/capecitabine with intensity-modulated radiation therapy in anal squamous cell carcinoma: a preliminary study Objective: Mitomycin (MMC)/5-fluoroural (5-FU) with concurrent radiation is the standard treatment of anal squamous cell carcinoma (ASCC). The aim of this study is to evaluate the efficacy and safety of cisplatin/capecitabine (XP) as an alternative with intensity-modulated radiation therapy (IMRT) in ASCC setting. Method(s): We retrospectively screened all patients with stage I-IV ASCC from January 2010 to June 2019. The records of patients who received definitive chemoradiation with cisplatin/capecitabine (XP) and IMRT were collected and analyzed. Result(s): The first patient was treated with XP in 2017, so totally 11 patients were included in our study from January 2017 to June 2019. All patients have experienced clinical complete response (cCR). After a median follow-up of 30 months (range, 18-39 months), no patient had local recurrence or distant metastasis. Two-year colostomy-free survival (CFS) and two-year disease-free survival (DFS) were both 100%. The median overall survival (OS) has not reached. Grade 3 acute toxicities included leukopenia (1, 9.1%), neutropenia (2, 18.2%) and thrombocytopenia (2, 18.2%). No grade 4 acute adverse events occurred. Conclusion(s): In our study, cisplatin/capecitabine combined with IMRT was safe in ASCC patients, with favorable efficacy as an alternative, and is expected to be explored in study with larger sample.Copyright © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Excluded
1494,"A phase II trial of accelerated multimodality therapy for locoregionally advanced cancer of the esophagus and gastroesophageal junction: The impact of clinical heterogeneity OBJECTIVES: This is a report of mature results from a phase II trial of an accelerated multimodality treatment program for locoregionally advanced cancer of the esophagus and gastroesophageal junction with a focus on the impact of clinical heterogeneity on outcomes. A split course of pre- and postoperative hyperfractionated radiation therapy and concurrent chemotherapy was used in an effort to limit perioperative mortality. METHOD(S): Eligibility required a diagnosis of esophageal or gastroesophageal junction cancer and an esophageal ultrasound stage of at least T3, N1, or M1A. Patients received a 12-day induction course of radiation (1.5 Gy twice a dose to a dose of 30 Gy) concurrent with 4-day continuous intravenous infusions of cisplatin (20 mg/m per day) and 5-fluorouracil (1000 mg/m per day) beginning on day 1. Surgery followed in 4 to 6 weeks followed 6 to 10 weeks later by a second, identical course of chemoradiotherapy. RESULT(S): From October 1999 through March 2003, 93 patients were enrolled; 96% were white, 86% male, and 83% had adenocarcinoma. Resection was possible in 83 patients (89%) with 4 (5%) perioperative deaths. With a median follow up of 50 months (range, 34-72 months), the 3-year projected overall survival rate is 27.9%, freedom from recurrence 30.5%, and distant metastatic control 32.4%. Locoregional control in resected patients is 86%. Freedom from recurrence and distant control were significantly better in patients with 1) earlier pretreatment clinical stage, 2) earlier postinduction pathologic stage, 3) squamous cell cancer, and 4) a pathologic response. CONCLUSION(S): This accelerated multimodality treatment program is feasible and perioperative mortality proved acceptable. Despite excellent locoregional control, freedom from recurrence, and overall survival proved disappointing reflecting the frequency of distant metastases. Heterogeneity in patient populations makes comparisons with similar nonrandomized experiences problematic. © 2007 Lippincott Williams & Wilkins, Inc.",Excluded
948,"Point-of-care ultrasound for confirmation of gastrostomy tube replacement in the pediatric emergency department Gastrostomy tubes (G-tubes) are frequently used in children for feeding and nutrition. Complications related to G-tubes (and G-buttons) in children represent a common presentation to the emergency department (ED). G-tube replacement is usually performed by pediatric emergency medicine physicians. Misplacement may lead to tract disruption, perforation, fistula tract formation, or feeding into the peritoneum. Contrast-enhanced radiographs are traditionally used for confirmation. In addition to a longer length-of-stay, repeat ED visits result in repeated radiation exposure. The use of point-of-care ultrasound (POCUS) instead of radiography avoids this exposure to ionizing radiation. Here, we describe three patients who presented with G-tube complications in whom POCUS alone performed by pediatricians was used for confirmation of the tubes' replacement. Two children presented to the ED with G-tube dislodgement, and one child presented with a ruptured balloon. In all three cases, a new G-tube was replaced at the bedside using POCUS guidance without the need for further radiographic studies. There were no known ED or clinic returns for G-tube complaints over the next 30 days. This is the first report of pediatricians using POCUS to guide and confirm G-tube replacement in children. The success of these cases suggests the technique's feasibility. Future prospective studies are needed to evaluate the learning curves, diagnostic accuracy, ED length-of-stay, and use of confirmatory imaging.",Excluded
747,"Dose-escalation with CHARTWEL (continuous hyperfractionated accelerated radiotherapy week-end less) combined with neo-adjuvant chemotherapy in the treatment of locally advanced non-small cell lung cancer PURPOSE: a radiation-dose-escalation study was undertaken to assess the therapeutic benefit of combining accelerated hyperfractionated radiotherapy (RT) with neo-adjuvant chemotherapy (CT) in non-small-cell lung cancer (NSCLC)., MATERIALS AND METHODS: One hundred and thirteen patients with locally advanced NSCLC were entered into a phase II trial of CHARTWEL (CHART Week-End-Less) 54 Gy or 60 Gy with or without three cycles of CT. Acute oesophageal reactions and analgesia were scored for up to 8 weeks after the start of RT. Pneumonitis, lung fibrosis, spinal cord and oesophageal strictures, were assessed using clinical and radiological criteria from 3 months onwards and throughout the study. Haematological and gastrointestinal toxicity was monitored in those patients undergoing CT. Endpoints for treatment outcome were overall survival, disease-free survival and loco-regional control., RESULTS: Chemotherapy enhanced the incidence and duration of acute dysphagia,but the increase was transient. Healing occurred in all cases and there has been no evidence of long-term oesophageal complications. Clinically, almost 25% of those receiving CT+RT had Grade 2 pneumonitis, higher than seen with RT alone. However, the 1 patient with severe Grade 3 pneumonitis was in the RT 60 Gy alone group. An incidence of 17% Grade 2 pulmonary fibrosis at 2 years was seen with CT, slightly lower than with RT alone. To date, there is no evidence of Grade 3 lung fibrosis. There was a higher scoring of lung damage with the radiological endpoint, which gave no indication that CT increased pulmonary toxicity over that of RT alone. Loco-regional control at 2 years was 37% and 55% for CHARTWEL 54 Gy and 60 Gy alone compared with 72% in those treated with 60 Gy and neo-adjuvant CT However, this did not translate into a survival advantage., CONCLUSIONS: This study of CHARTWEL combined with induction chemotherapy, has shown that the strategy is feasible and that a possible therapeutic benefit may be obtained by the addition of CT. Although neo-adjuvant treatment increased acute mucosal reactions and slight-to-moderate pneumonitis seen with CHARTWEL 60 Gy, the clinical management and quality of life of these patients is similar to those treated with radiotherapy alone.",Excluded
2016,"Experience with wound complications after surgery for sacral tumors Purpose: The aim of this article is to summarize our experience in treating sacral wound complications after sacrectomy. We focus, in particular, on factors associated with wound complications, including surgical site infection (SSI) and wound dehiscence. Method(s): The definition of SSI devised by Horgan et al. was applied. Wound dehiscence was defined as a wound showing breakdown in the absence of clinical signs meeting the diagnostic standard for SSI. Between September 1997 and August 2009, 387 patients with a sacral tumor underwent sacrectomy performed by the same team of surgeons and were followed up for >=12 months. Potential risk factors were evaluated for univariate associations with SSI and wound complications. Multivariable conditional logistic regression was used to identify the combined effects of several risk factors. Result(s): Of the 387 wounds studied, 274 healed uneventfully, and 113 (29.2 %) broke down because of infection or dehiscence. Fifty-one (13.2 %) patients developed a postoperative SSI, and 62 (16.0 %) patients developed wound dehiscence. Gram-negative bacteria grew in 45 cultures (91.8 %) and included 38 cases of Escherichia coli. Previous radiation, rectum rupture, longer duration of surgery, and cerebrospinal fluid leakage were significantly associated with increased likelihood of developing an SSI. Previous radiation, rectum rupture, age <40 years, history of diabetes mellitus, maximum tumor diameter >=10 cm, and instrumentation used were risk factors for wound complications. Conclusion(s): The incidence of wound complications is not so high at a musculoskeletal tumor center with surgeons experienced in treating sacral tumors. Controlling for these risk factors when possible may improve clinical outcomes. © 2013 Springer-Verlag Berlin Heidelberg.",Excluded
3588,"Alterations in expression and structure of the DNA repair gene XRCC1 The repair-associated gene XRCC1 was previously cloned by complementing the hamster mutant EM9, which has a high rate of spontaneous SCE and hypersensitivity to DNA damaging agents. In analyzing XRCC1 gene expression, similar levels of steady-state mRNA were found in normal cells, Bloom's syndrome cells with altered SCE, and in squamous carcinoma cells with differential X-ray sensitivity. An EcoRI restriction fragment-length polymorphism previously identified in XRCC1 did not correlate with the repair phenotypes of these cells. The mRNA of XRCC1 decreased to 20-40% after treatment of cells with a DNA damaging agent. XRCC1 also showed tissue specific expression in rats. The mRNA levels were high in testis (7-8 fold), ovary (3-4 fold) and brain (4-5 fold), when compared with those in intestine, liver and spleen (1-2 fold). These data and the high levels of XRCC1 protein detected in testis indicate that XRCC1 may play an important role in DNA processing during meiogenesis and recombination in germ cells.",Excluded
