,titleabstract,decision
2,Effects of radon on the development of malignant neoformations of the lungs in residents of the Sverdlovsk region,Included
9,[Arterial obstructions following therapeutic radiation therapy],Included
26,Prognosis of acute postoperative pancreatitis after roentgeno-endoscopic interventions,Included
27,"Modifying Effect of Chronic Atrophic Gastritis on Radiation Risk for Noncardia Gastric Cancer According to Histological Type. The findings from previously published studies have suggested that radiation exposure is associated with increased mortality and incidence of gastric cancer. However, few cohort studies have incorporated risk factors such as Helicobacter pylori (H. pylori) infection or chronic atrophic gastritis (CAG). The current study is aimed at evaluating the modifying effect of CAG on radiation risk of noncardia gastric cancer by histological type, by reanalyzing data from a nested case-control study conducted within the longitudinal clinical cohort of atomic bomb survivors. The analysis was restricted to 297 intestinal- or diffuse-type noncardia cases and 873 controls rematched to the cases on gender, age, city, and time and type of serum storage, and countermatched on radiation dose. Multivariable-adjusted relative risks [95% confidence interval (CI)] of noncardia gastric cancer were 3.9 (2.1-7.2) for H. pylori IgG seropositivity with cytotoxin-associated gene A (CagA) IgG low titer, 2.6 (1.9-3.6) for CAG, 1.9 (1.3-2.8) for current smoking, and 1.4 (1.1-1.9) for 1 Gy irradiation. Among subjects without CAG, the relative risk (95% CI) of noncardia gastric cancer at 1 Gy was 2.3 (1.4-3.7), whereas relative risk (95% CI) at 1 Gy was 1.1 (0.8-1.5) among subjects with CAG (for the overall interaction, P = 0.012). By histological type, the risk at 1 Gy was high for diffuse type without CAG, with adjusted relative risk (95% CI) of 3.8 (2.0-7.6), but was not high for diffuse type with CAG or for intestinal-type irrespective of CAG status. The results indicate that radiation exposure is associated with increased risk of diffuse-type noncardia gastric cancer without CAG, and this association exists despite adjustment for H. pylori infection and smoking habit. Copyright ©2020 by Radiation Research Society. All rights of reproduction in any form reserved.",Included
31,"Expression changes of ERK1/2, STAT3 and SHP-2 in bone marrow cells from gamma-ray induced leukemia mice. The aim is to clarify expression changes of ERK1/2, STAT3 and SHP-2 in bone marrow cells from gamma-ray induced leukemia mice. A mouse model of gamma-ray induced leukemia was produced, and by means of quantitative real-time PCR, immunoprecipitation, Western blotting and electrophoretic mobility shift assays (EMSA), the expression of mRNA and protein, phosphorylation level, and protein activity of ERK1/2, STAT3 and SHP-2 in bone marrow cells were investigated in these mice. The results indicated that mRNA and protein expressions of ERK1/2 were upregulated, with significant increase of phosphorylation level and protein activity, but with insignificant differences in mRNA and protein expressions, phosphorylation level and protein activity of STAT3 and SHP-2 in bone marrow cells from gamma-ray induced leukemia mice compared to the radiation/tumor-free or control mice. It is concluded that in the pathogenesis of gamma-ray induced leukemia in Balb/C mice, activated ERK1/2 pathway may play a role, without involving STAT3 pathway; meanwhile, SHP-2 exerts no regulative effect on pathways of Ras-ERK1/2 and JAK-STAT.",Included
39,"Multilocus inheritance determines predisposition to alpha-radiation induced bone tumourigenesis in mice. In a recent study, we presented evidence for genetic predisposition governing radiation osteosarcomagenesis in mice. Following the incorporation of the bone-seeking alpha emitter 227Th, approximately 25% of the variance in osteosarcoma incidence was determined by inherited genetic factors. We have now mapped 5 susceptibility loci in crosses between the more susceptible BALB/c and the more resistant CBA/Ca strains. The major QTL on chromosome 14 overlaps with a locus that was already found in our previous study, using different strains of mice. Here, we investigate the effect by which the major susceptibility locus and 4 minor modifier loci interact to influence osteosarcoma predisposition. Following incorporation of the bone-seeking isotope, 100% of mice that harbour high-risk genotypes at all 5 susceptibility loci develop osteosarcoma with an average of 472 days latency times. In 10 mice inheriting exclusively low-risk genotypes only 1 osteosarcoma was found, arising after 733 days latency time. Inheritance of distinct combinations of BALB/c and CBA/Ca alleles at the susceptibility loci confer more extreme phenotypes in terms of susceptibility or resistance than observed in either of the two parental inbred strains. From the present study, we demonstrate that additive effects of multiple alleles, each making only a minor phenotypic contribution, can combine and significantly alter tumour risk. This mechanism can be of particular importance in genetically heterogeneous populations such as man. Copyright 2005 Wiley-Liss, Inc.",Included
42,"[Phosphorylation of histone H2AX in human lymphocytes as a possible marker of effective cellular response to ionizing radiation]. DNA double-strand breaks (DSBs) which occurs in cells after ionizing radiation (IR) or chemical agents are the most dangerous lesions in eukariotic cells, which leads to cell death or chromosome abberations and cancer. One of the earliest response of cells to DSBs formation is phosphorylation by 139 serine of core variant histone H2AX in megabase chromatin domains around DSB (gamma-H2AX), which amplify signal and makes it possible to identify even one DSB in genome. Effective formation of gamma-H2AX is very important for maintenance of genome stability. Here, using immunofluorescent and Western blotting techniques, we studied dynamics of gamma-H2AX formation in human lymphocytes of various individuals irradiated ex vivo. We have found that dynamics of gamma-H2AX formation in lymphocytes differ between individuals but have similar kinetics and statistically is independent on people age.",Included
44,"Multidrug resistance determinants in acute myeloid leukemia developed in persons exposed to ionizing radiation due to the Chernobyl accident. The results of multidrug resistance determinants expression analysis on leukemic cells of 56 acute myeloid leukemia (AML) patients by immunophenotyping are presented. Of these, there were 21 persons exposed to ionizing radiation due to the Chemobyl accident with radiation-associated AML and 35 patients with spontaneous leukemia. The aim of this study was to determine if transport proteins (P-glycoprotein, LRP, and MDR1), apoptosis-related proteins (Fas, Bcl-2, Bax, p53, and Bcl-X(L)), and topoisomerase IIalpha expression in AML patients with the history of radiation exposure differed from those in spontaneous AML cases. Leukemic cells in patients with radiation-associated diseases compared to spontaneous AML more often overexpressed antiapoptotic oncoprotein Bcl-2 (12/21 vs. 6/35, p < 0.005) and less often demonstrated expression of Fas receptor (12/21 vs. 30/35, p < 0.05). Moreover, leukemic cells were simultaneously Fas negative and Bcl-2 positive in 4 out of 21 patients exposed to ionizing radiation but none of spontaneous cases had similar phenotype (p < 0.05). Leukemic cells in patients with radiation-associated AML compared to spontaneous cases more often were P-glycoprotein positive (12/20 vs 9/31, p < 0.05). P-glycoprotein overexpression significantly correlated with resistant disease in patients with radiation-associated AML (r = 0.47, p < 0.05), but was not a prognostic variable for the treatment outcome in terms of overall survival. Defects in pathways of drug-induced apoptosis and function of pump, that actively effluxes drugs could contribute significantly to developing drug resistance in radiation-associated AML.",Included
55,"Lifetime cancer risks from occupational radiation exposure among workers at interventional radiology departments. PURPOSE: Interventional medical radiation workers represent an under-studied population worldwide, although they receive relatively high occupational radiation doses. This study aimed to estimate the lifetime cancer risk from occupational radiation exposure among workers at interventional radiology departments. METHOD(S): A field survey of interventional medical workers in nationwide branches of the Korean Society of Interventional Radiology was conducted in 2017. Organ-specific radiation doses were estimated using national dose registry data and conversion coefficients provided by the International Commission on Radiological Protection. Lifetime attributable risk (LAR) and lifetime fractional risk (LFR) were calculated based on realistic exposure scenarios using a radiation risk assessment tool. RESULT(S): LARs from occupational radiation exposure until the age of retirement for all cancers combined were 338 (90.3-796.1), 121 (33.5-288.7), and 156 (41.1-390.6) per 100,000 individuals for male radiologists, male radiologic technologists, and female nurses, respectively. LFR for all cancers combined ranged from 0.22% (0.06-0.53) to 0.63% (0.17-1.47). Regarding the organ site, the highest LAR and LFR among all groups were observed for thyroid cancer. CONCLUSION(S): This study provides timely evidence of potential cancer burden from the current levels of occupational radiation exposure among workers at interventional radiology departments. The risks varied by occupational groups, and workers, particularly interventional radiologists, need to be carefully monitored for radiation.",Included
62,"Some in vivo effects of pi mesons in mice. The effect of 70 MeV pi mesons was studied to determine the effectivness of such beams aginst normal tissues in vivo. The end points included thymic weight loss, oocyte and bone marrow CFU-S survival and the induction of macroscopid lens opacities. The results indicate that pi mesons are not signifacantly more effective for these end-points than more conventional radiation sources such as 60Co gama rays, 220 kVp X rays, and 14 MeV X rays and electrons. Nor was there any detectable difference in RBE between the peak and plateau regions of the pi meson beam. The significance of these findings is discussed in relation of the the published pi meson RBE values of between 1 therefore 4 and 5 therefore 0.",Included
